time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1653397206002,102.13,28.23,2.74,x
1653397206005,102.41,28.13,2.56,x
1653397206014,102.64,28.04,2.44,x
1653397206017,102.82,27.99,2.39,x
1653397206021,102.94,27.97,2.39,x
1653397206024,103.03,27.99,2.43,x
1653397206029,103.1,28.05,2.5,x
1653397206032,103.14,28.16,2.56,x
1653397206037,103.18,28.3,2.62,x
1653397206042,103.22,28.47,2.65,x
1653397206047,103.26,28.68,2.65,x
1653397206053,103.31,28.91,2.62,x
1653397206058,103.38,29.17,2.55,x
1653397206062,103.45,29.44,2.44,x
1653397206067,103.53,29.73,2.32,x
1653397206071,103.61,30.04,2.19,x
1653397206080,103.69,30.34,2.07,x
1653397206082,103.75,30.65,1.96,x
1653397206086,103.79,30.95,1.87,x
1653397206090,103.81,31.24,1.79,x
1653397206096,103.79,31.53,1.75,x
1653397206103,103.75,31.8,1.74,x
1653397206109,103.68,32.06,1.76,x
1653397206112,103.58,32.29,1.82,x
1653397206116,103.47,32.5,1.91,x
1653397206120,103.34,32.68,2.04,x
1653397206125,103.21,32.84,2.18,x
1653397206129,103.06,32.97,2.34,x
1653397206134,102.92,33.08,2.52,x
1653397206139,102.78,33.17,2.7,x
1653397206143,102.65,33.24,2.87,x
1653397206148,102.52,33.3,3.02,x
1653397206152,102.42,33.35,3.13,x
1653397206157,102.32,33.37,3.21,x
1653397206164,102.23,33.37,3.25,x
1653397206168,102.14,33.34,3.26,x
1653397206174,102.06,33.29,3.24,x
1653397206178,101.97,33.21,3.19,x
1653397206182,101.89,33.11,3.13,x
1653397206187,101.83,32.98,3.04,x
1653397206192,101.78,32.85,2.95,x
1653397206197,101.77,32.7,2.84,x
1653397206201,101.77,32.54,2.73,x
1653397206206,101.81,32.38,2.61,x
1653397206211,101.87,32.2,2.49,x
1653397206220,101.94,32,2.38,x
1653397206222,102.01,31.8,2.3,x
1653397206225,102.08,31.59,2.27,x
1653397206230,102.15,31.38,2.28,x
1653397206235,102.2,31.19,2.32,x
1653397206240,102.24,31.01,2.39,x
1653397206246,102.27,30.85,2.49,x
1653397206250,102.28,30.73,2.6,x
1653397206267,102.27,30.58,2.85,x
1653397206267,102.28,30.64,2.72,x
1653397206269,102.25,30.55,2.99,x
1653397206271,102.24,30.57,3.13,x
1653397206277,102.22,30.61,3.27,x
1653397206282,102.22,30.67,3.42,x
1653397206283,102.22,30.75,3.55,x
1653397206288,102.23,30.85,3.67,x
1653397206297,102.25,30.95,3.77,x
1653397206297,102.27,31.06,3.86,x
1653397206302,102.28,31.17,3.94,x
1653397206310,102.29,31.28,4,x
1653397206313,102.31,31.38,4.04,x
1653397206321,102.32,31.46,4.07,x
1653397206322,102.33,31.53,4.08,x
1653397206326,102.35,31.58,4.08,x
1653397206331,102.37,31.61,4.05,x
1653397206336,102.4,31.61,4.01,x
1653397206342,102.44,31.59,3.97,x
1653397206347,102.49,31.54,3.91,x
1653397206351,102.54,31.45,3.84,x
1653397206357,102.59,31.32,3.76,x
1653397206361,102.64,31.16,3.68,x
1653397206365,102.67,30.97,3.58,x
1653397206369,102.68,30.74,3.49,x
1653397206374,102.66,30.49,3.41,x
1653397206379,102.62,30.2,3.34,x
1653397206384,102.57,29.9,3.28,x
1653397206389,102.51,29.58,3.22,x
1653397206393,102.43,29.24,3.16,x
1653397206398,102.35,28.89,3.13,x
1653397206404,102.26,28.54,3.12,x
1653397206409,102.19,28.19,3.13,x
1653397206420,102.12,27.84,3.15,x
1653397206422,102.08,27.49,3.18,x
1653397206429,102.05,27.16,3.18,x
1653397206430,102.04,26.84,3.16,x
1653397206435,102.05,26.53,3.12,x
1653397206439,102.07,26.26,3.07,x
1653397206442,102.1,26.02,3.03,x
1653397206449,102.14,25.83,2.99,x
1653397206452,102.19,25.69,2.95,x
1653397206456,102.26,25.59,2.9,x
1653397206461,102.34,25.55,2.83,x
1653397206465,102.44,25.55,2.75,x
1653397206469,102.54,25.6,2.64,x
1653397206476,102.65,25.7,2.53,x
1653397206480,102.77,25.82,2.41,x
1653397206484,102.9,25.98,2.29,x
1653397206489,103.03,26.15,2.17,x
1653397206494,103.17,26.33,2.06,x
1653397206500,103.31,26.51,1.97,x
1653397206508,103.45,26.69,1.9,x
1653397206510,103.61,26.85,1.83,x
1653397206514,103.75,26.99,1.75,x
1653397206518,103.86,27.11,1.7,x
1653397206532,103.94,27.22,1.7,x
1653397206534,103.99,27.32,1.73,x
1653397206538,104.02,27.42,1.77,x
1653397206545,104.04,27.5,1.82,x
1653397206550,104.05,27.59,1.86,x
1653397206551,104.05,27.66,1.87,x
1653397206562,104.01,27.79,1.82,x
1653397206562,104.04,27.73,1.85,x
1653397206566,103.98,27.83,1.76,x
1653397206568,103.93,27.86,1.68,x
1653397206572,103.86,27.88,1.6,x
1653397206580,103.78,27.88,1.53,x
1653397206580,103.68,27.86,1.46,x
1653397206584,103.58,27.83,1.41,x
1653397206591,103.47,27.79,1.38,x
1653397206597,103.36,27.75,1.38,x
1653397206600,103.25,27.71,1.39,x
1653397206606,103.13,27.68,1.43,x
1653397206609,103.02,27.66,1.5,x
1653397206614,102.9,27.66,1.59,x
1653397206619,102.79,27.68,1.69,x
1653397206624,102.69,27.73,1.79,x
1653397206630,102.6,27.8,1.89,x
1653397206634,102.51,27.91,1.97,x
1653397206639,102.44,28.04,2.04,x
1653397206643,102.37,28.21,2.09,x
1653397206647,102.31,28.41,2.13,x
1653397206655,102.26,28.63,2.16,x
1653397206659,102.22,28.88,2.17,x
1653397206663,102.19,29.14,2.17,x
1653397206668,102.17,29.41,2.15,x
1653397206675,102.15,29.68,2.1,x
1653397206677,102.15,29.94,2.02,x
1653397206682,102.14,30.19,1.91,x
1653397206687,102.14,30.42,1.77,x
1653397206691,102.14,30.63,1.61,x
1653397206697,102.13,30.8,1.43,x
1653397206701,102.13,30.94,1.22,x
1653397206705,102.12,31.05,1,x
1653397206710,102.1,31.13,0.77,x
1653397206716,102.08,31.17,0.53,x
1653397206721,102.06,31.18,0.28,x
1653397206729,102.04,31.16,0.02,x
1653397206732,102.02,31.13,-0.25,x
1653397206737,102.01,31.07,-0.52,x
1653397206740,102,31,-0.79,x
1653397206745,102,30.93,-1.07,x
1653397206749,102.01,30.86,-1.34,x
1653397206754,102.03,30.78,-1.6,x
1653397206758,102.06,30.72,-1.86,x
1653397206763,102.09,30.66,-2.09,x
1653397206769,102.13,30.61,-2.3,x
1653397206774,102.18,30.57,-2.48,x
1653397206781,102.23,30.55,-2.61,x
1653397206784,102.28,30.54,-2.7,x
1653397206797,102.32,30.55,-2.72,x
1653397206799,102.37,30.57,-2.68,x
1653397206800,102.41,30.6,-2.58,x
1653397206807,102.45,30.63,-2.43,x
1653397206808,102.48,30.65,-2.2,x
1653397206813,102.5,30.68,-1.92,x
1653397206818,102.53,30.69,-1.62,x
1653397206822,102.57,30.69,-1.32,x
1653397206826,102.61,30.67,-1.05,x
1653397206830,102.67,30.63,-0.83,x
1653397206835,102.73,30.57,-0.65,x
1653397206840,102.79,30.5,-0.52,x
1653397206845,102.85,30.42,-0.43,x
1653397206850,102.91,30.34,-0.38,x
1653397206861,102.97,30.26,-0.34,x
1653397206862,103.04,30.18,-0.31,x
1653397206866,103.1,30.11,-0.3,x
1653397206869,103.17,30.03,-0.29,x
1653397206874,103.25,29.95,-0.31,x
1653397206879,103.33,29.87,-0.33,x
1653397206884,103.4,29.79,-0.37,x
1653397206889,103.46,29.7,-0.4,x
1653397206895,103.5,29.62,-0.42,x
1653397206898,103.53,29.54,-0.43,x
1653397206905,103.55,29.44,-0.42,x
1653397206908,103.55,29.34,-0.39,x
1653397206915,103.53,29.23,-0.34,x
1653397206918,103.51,29.11,-0.26,x
1653397206921,103.47,28.98,-0.17,x
1653397206927,103.42,28.84,-0.07,x
1653397206932,103.36,28.69,0.04,x
1653397206937,103.29,28.53,0.14,x
1653397206941,103.22,28.37,0.24,x
1653397206946,103.14,28.2,0.31,x
1653397206950,103.06,28.03,0.37,x
1653397206956,102.99,27.87,0.41,x
1653397206961,102.92,27.73,0.45,x
1653397206978,102.86,27.6,0.47,x
1653397206978,102.81,27.49,0.49,x
1653397206978,102.79,27.4,0.51,x
1653397206980,102.77,27.32,0.51,x
1653397206988,102.77,27.26,0.5,x
1653397206992,102.78,27.22,0.49,x
1653397206994,102.79,27.18,0.48,x
1653397206998,102.82,27.16,0.47,x
1653397207005,102.84,27.14,0.45,x
1653397207009,102.87,27.13,0.44,x
1653397207014,102.9,27.13,0.43,x
1653397207017,102.92,27.12,0.42,x
1653397207023,102.95,27.12,0.4,x
1653397207027,102.98,27.12,0.38,x
1653397207032,103.01,27.13,0.35,x
1653397207038,103.04,27.13,0.32,x
1653397207043,103.06,27.13,0.28,x
1653397207047,103.09,27.14,0.25,x
1653397207051,103.12,27.14,0.21,x
1653397207057,103.14,27.14,0.18,x
1653397207071,103.17,27.13,0.14,x
1653397207073,103.19,27.13,0.1,x
1653397207076,103.2,27.11,0.06,x
1653397207078,103.21,27.1,0.03,x
1653397207082,103.21,27.08,-0.01,x
1653397207087,103.21,27.05,-0.03,x
1653397207095,103.21,27.03,-0.06,x
1653397207101,103.2,27,-0.08,x
1653397207105,103.2,26.97,-0.1,x
1653397207106,103.19,26.94,-0.12,x
1653397207109,103.19,26.9,-0.14,x
1653397207113,103.19,26.87,-0.16,x
1653397207118,103.2,26.84,-0.19,x
1653397207124,103.2,26.82,-0.2,x
1653397207129,103.21,26.79,-0.22,x
1653397207133,103.22,26.77,-0.22,x
1653397207138,103.23,26.75,-0.23,x
1653397207144,103.24,26.73,-0.22,x
1653397207152,103.25,26.72,-0.21,x
1653397207156,103.25,26.71,-0.2,x
1653397207158,103.25,26.7,-0.2,x
1653397207168,103.24,26.69,-0.19,x
1653397207170,103.24,26.69,-0.19,x
1653397207179,103.23,26.69,-0.19,x
1653397207179,103.23,26.68,-0.19,x
1653397207182,103.22,26.69,-0.18,x
1653397207186,103.21,26.7,-0.17,x
1653397207191,103.21,26.71,-0.16,x
1653397207196,103.22,26.73,-0.14,x
1653397207201,103.22,26.75,-0.12,x
1653397207206,103.23,26.78,-0.1,x
1653397207211,103.24,26.8,-0.08,x
1653397207215,103.25,26.83,-0.07,x
1653397207220,103.25,26.86,-0.05,x
1653397207225,103.25,26.89,-0.03,x
1653397207229,103.25,26.92,0,x
1653397207235,103.24,26.95,0.02,x
1653397207240,103.23,26.98,0.05,x
1653397207244,103.22,27.01,0.08,x
1653397207248,103.21,27.04,0.11,x
1653397207254,103.2,27.06,0.14,x
1653397207259,103.19,27.09,0.17,x
1653397207263,103.18,27.11,0.2,x
1653397207268,103.18,27.12,0.23,x
1653397207274,103.17,27.14,0.25,x
1653397207278,103.17,27.16,0.27,x
1653397207283,103.17,27.17,0.29,x
1653397207287,103.16,27.19,0.31,x
1653397207294,103.16,27.21,0.33,x
1653397207297,103.16,27.23,0.35,x
1653397207301,103.16,27.25,0.37,x
1653397207307,103.15,27.27,0.39,x
1653397207311,103.15,27.29,0.41,x
1653397207318,103.15,27.31,0.43,x
1653397207321,103.15,27.33,0.45,x
1653397207336,103.15,27.35,0.46,x
1653397207337,103.15,27.38,0.48,x
1653397207338,103.16,27.4,0.49,x
1653397207343,103.16,27.43,0.5,x
1653397207350,103.16,27.45,0.51,x
1653397207355,103.17,27.47,0.52,x
1653397207358,103.18,27.5,0.53,x
1653397207361,103.18,27.52,0.54,x
1653397207366,103.19,27.53,0.54,x
1653397207370,103.2,27.55,0.54,x
1653397207380,103.2,27.56,0.54,x
1653397207381,103.2,27.58,0.54,x
1653397207383,103.2,27.59,0.54,x
1653397207393,103.2,27.61,0.54,x
1653397207400,103.19,27.65,0.54,x
1653397207400,103.19,27.63,0.54,x
1653397207405,103.18,27.67,0.54,x
1653397207411,103.18,27.7,0.53,x
1653397207414,103.17,27.72,0.52,x
1653397207418,103.16,27.75,0.52,x
1653397207423,103.14,27.77,0.52,x
1653397207428,103.12,27.8,0.52,x
1653397207432,103.11,27.82,0.52,x
1653397207438,103.09,27.85,0.53,x
1653397207442,103.06,27.88,0.54,x
1653397207445,103.04,27.91,0.56,x
1653397207451,103.02,27.94,0.58,x
1653397207456,102.99,27.97,0.6,x
1653397207461,102.96,27.99,0.63,x
1653397207465,102.93,28.01,0.66,x
1653397207470,102.9,28.02,0.69,x
1653397207481,102.86,28.02,0.72,x
1653397207482,102.81,28.03,0.75,x
1653397207485,102.77,28.03,0.79,x
1653397207492,102.72,28.03,0.82,x
1653397207495,102.67,28.02,0.86,x
1653397207498,102.63,28.02,0.88,x
1653397207503,102.6,28.01,0.91,x
1653397207512,102.57,28.01,0.92,x
1653397207513,102.54,28,0.93,x
1653397207518,102.52,27.99,0.94,x
1653397207525,102.51,27.97,0.94,x
1653397207529,102.5,27.96,0.94,x
1653397207534,102.49,27.95,0.93,x
1653397207537,102.49,27.93,0.91,x
1653397207542,102.49,27.92,0.89,x
1653397207548,102.5,27.91,0.86,x
1653397207552,102.51,27.89,0.83,x
1653397207557,102.52,27.88,0.79,x
1653397207561,102.54,27.86,0.75,x
1653397207567,102.56,27.85,0.7,x
1653397207573,102.59,27.84,0.64,x
1653397207577,102.62,27.83,0.57,x
1653397207582,102.64,27.83,0.5,x
1653397207587,102.67,27.82,0.42,x
1653397207599,102.71,27.81,0.34,x
1653397207600,102.74,27.79,0.26,x
1653397207600,102.77,27.78,0.17,x
1653397207609,102.81,27.76,0.09,x
1653397207612,102.85,27.73,0,x
1653397207617,102.9,27.71,-0.09,x
1653397207620,102.95,27.68,-0.18,x
1653397207630,103.01,27.65,-0.27,x
1653397207633,103.07,27.62,-0.36,x
1653397207635,103.14,27.59,-0.45,x
1653397207637,103.21,27.56,-0.53,x
1653397207643,103.27,27.53,-0.61,x
1653397207647,103.33,27.51,-0.69,x
1653397207655,103.38,27.5,-0.75,x
1653397207659,103.43,27.49,-0.8,x
1653397207662,103.47,27.48,-0.84,x
1653397207668,103.5,27.47,-0.88,x
1653397207672,103.51,27.45,-0.91,x
1653397207680,103.52,27.43,-0.93,x
1653397207682,103.52,27.41,-0.95,x
1653397207687,103.52,27.39,-0.96,x
1653397207690,103.51,27.37,-0.97,x
1653397207697,103.5,27.34,-0.98,x
1653397207702,103.49,27.31,-1,x
1653397207706,103.48,27.28,-1.02,x
1653397207710,103.48,27.25,-1.03,x
1653397207715,103.47,27.23,-1.05,x
1653397207719,103.48,27.2,-1.05,x
1653397207725,103.48,27.18,-1.05,x
1653397207729,103.5,27.15,-1.04,x
1653397207734,103.51,27.13,-1.03,x
1653397207739,103.52,27.1,-1.02,x
1653397207744,103.54,27.07,-1.01,x
1653397207749,103.55,27.04,-1,x
1653397207752,103.55,27.02,-0.99,x
1653397207759,103.56,26.99,-0.98,x
1653397207764,103.56,26.97,-0.98,x
1653397207767,103.56,26.95,-0.97,x
1653397207775,103.56,26.94,-0.96,x
1653397207779,103.56,26.93,-0.95,x
1653397207783,103.57,26.93,-0.94,x
1653397207788,103.57,26.93,-0.94,x
1653397207792,103.59,26.94,-0.94,x
1653397207798,103.6,26.96,-0.94,x
1653397207801,103.61,26.98,-0.94,x
1653397207807,103.62,27,-0.94,x
1653397207811,103.63,27.02,-0.93,x
1653397207816,103.64,27.05,-0.92,x
1653397207820,103.64,27.08,-0.91,x
1653397207834,103.64,27.12,-0.9,x
1653397207835,103.64,27.16,-0.88,x
1653397207838,103.64,27.2,-0.87,x
1653397207840,103.64,27.24,-0.85,x
1653397207845,103.64,27.28,-0.84,x
1653397207849,103.64,27.31,-0.83,x
1653397207854,103.64,27.35,-0.81,x
1653397207858,103.64,27.38,-0.8,x
1653397207868,103.63,27.42,-0.78,x
1653397207869,103.64,27.45,-0.77,x
1653397207875,103.64,27.47,-0.76,x
1653397207882,103.63,27.49,-0.75,x
1653397207885,103.63,27.52,-0.74,x
1653397207889,103.63,27.54,-0.73,x
1653397207896,103.62,27.56,-0.72,x
1653397207901,103.61,27.58,-0.71,x
1653397207904,103.6,27.59,-0.7,x
1653397207906,103.6,27.6,-0.69,x
1653397207913,103.59,27.62,-0.68,x
1653397207917,103.58,27.62,-0.67,x
1653397207921,103.58,27.63,-0.66,x
1653397207927,103.58,27.64,-0.65,x
1653397207932,103.58,27.64,-0.64,x
1653397207939,103.58,27.64,-0.63,x
1653397207943,103.59,27.65,-0.62,x
1653397207945,103.59,27.65,-0.61,x
1653397207951,103.6,27.65,-0.61,x
1653397207956,103.6,27.64,-0.6,x
1653397207962,103.61,27.64,-0.59,x
1653397207968,103.61,27.64,-0.59,x
1653397207971,103.61,27.63,-0.58,x
1653397207974,103.61,27.62,-0.57,x
1653397207979,103.61,27.61,-0.55,x
1653397207985,103.6,27.6,-0.54,x
1653397207989,103.6,27.59,-0.52,x
1653397207997,103.59,27.57,-0.5,x
1653397208000,103.58,27.56,-0.47,x
1653397208010,103.57,27.54,-0.45,x
1653397208015,103.57,27.53,-0.42,x
1653397208016,103.56,27.51,-0.39,x
1653397208018,103.56,27.49,-0.37,x
1653397208024,103.56,27.47,-0.34,x
1653397208026,103.56,27.45,-0.32,x
1653397208033,103.56,27.43,-0.3,x
1653397208038,103.57,27.4,-0.29,x
1653397208042,103.58,27.38,-0.27,x
1653397208047,103.59,27.35,-0.26,x
1653397208051,103.61,27.33,-0.26,x
1653397208059,103.63,27.32,-0.25,x
1653397208063,103.65,27.3,-0.26,x
1653397208068,103.67,27.29,-0.26,x
1653397208074,103.7,27.28,-0.28,x
1653397208076,103.73,27.28,-0.29,x
1653397208081,103.76,27.28,-0.31,x
1653397208086,103.8,27.28,-0.34,x
1653397208092,103.84,27.27,-0.37,x
1653397208097,103.88,27.27,-0.4,x
1653397208105,103.92,27.27,-0.44,x
1653397208106,103.96,27.27,-0.48,x
1653397208111,104,27.28,-0.52,x
1653397208114,104.04,27.29,-0.57,x
1653397208118,104.07,27.3,-0.62,x
1653397208123,104.1,27.31,-0.66,x
1653397208136,104.13,27.33,-0.71,x
1653397208138,104.15,27.34,-0.75,x
1653397208139,104.16,27.35,-0.79,x
1653397208151,104.17,27.36,-0.83,x
1653397208152,104.17,27.37,-0.86,x
1653397208157,104.17,27.38,-0.88,x
1653397208160,104.17,27.38,-0.9,x
1653397208163,104.16,27.38,-0.92,x
1653397208174,104.15,27.38,-0.94,x
1653397208178,104.13,27.38,-0.95,x
1653397208178,104.14,27.38,-0.95,x
1653397208183,104.12,27.38,-0.96,x
1653397208186,104.11,27.37,-0.96,x
1653397208190,104.1,27.37,-0.96,x
1653397208200,104.09,27.36,-0.96,x
1653397208203,104.07,27.36,-0.96,x
1653397208206,104.05,27.36,-0.95,x
1653397208212,104.03,27.35,-0.95,x
1653397208214,104,27.35,-0.93,x
1653397208222,103.97,27.35,-0.91,x
1653397208224,103.94,27.34,-0.89,x
1653397208229,103.91,27.34,-0.87,x
1653397208233,103.88,27.33,-0.84,x
1653397208238,103.85,27.33,-0.81,x
1653397208244,103.83,27.32,-0.78,x
1653397208248,103.81,27.32,-0.75,x
1653397208252,103.79,27.31,-0.72,x
1653397208258,103.77,27.3,-0.69,x
1653397208264,103.75,27.3,-0.66,x
1653397208267,103.74,27.29,-0.64,x
1653397208275,103.73,27.28,-0.61,x
1653397208278,103.71,27.27,-0.58,x
1653397208284,103.7,27.26,-0.56,x
