time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285194712.8,0.6,0.1,-0.4,0.2,5.3,7.9,-5.3,-2.3,-0.9,
1664285194729,0.3,0.1,-0.6,0,5.4,7.7,-5.8,1.9,-4.1,x
1664285194745.5,-0.1,0.1,-0.3,-0.4,5.5,7.9,-7.8,6.6,-4.5,x
1664285194762.2,-0.2,0.1,-0.2,-0.4,5.5,8,-7.8,7.2,-3.9,x
1664285194779.1,-0.1,0.2,-0.2,-0.4,5.7,8,-6,4.8,-2.2,x
1664285194795.5,0,0.3,-0.4,-0.3,5.9,7.6,-3.7,1.7,-0.4,x
1664285194812.2,0,0.2,-0.4,-0.2,6,7.5,-3.8,1.7,2.4,x
1664285194828.8,0.2,0.2,-0.4,-0.1,6,7.5,-7.2,4.4,5.3,x
1664285194845.4,0,-0.1,0,-0.2,5.8,7.9,-10.6,6.9,7.5,x
1664285194862.3,-0.1,0,0.1,-0.3,5.8,8,-11.1,7,8.5,x
1664285194878.8,-0.1,0,0.2,-0.3,5.8,8.1,-9.9,5.4,9.6,x
1664285194895.4,0.1,-0.1,0.2,-0.1,5.7,8.1,-8,2.7,11,x
1664285194912.4,0.3,0,0.1,0.1,5.7,8.1,-7.8,2.6,11.2,x
1664285194929,0.4,0,0.2,0.3,5.7,8.1,-6.3,0.1,7.7,x
1664285194945.4,0.6,0.2,0.2,0.6,6,8.2,-5.7,-5,2.6,x
1664285194962.3,0.7,0.5,0.5,0.8,6.2,8.5,-5.6,-9.5,0,x
1664285194979,0.5,0.6,0.7,0.8,6.4,8.7,-4.8,-13.4,-3.4,x
1664285194995.6,-0.1,0.4,0.9,0.3,6.2,8.9,-2.2,-6,-1.4,x
1664285195012.2,-0.2,0.4,1,0.2,6.1,9,-1.1,-2.6,0.1,x
1664285195029,0,0.4,0.9,0.4,6.1,8.9,2.8,-2.3,0.6,x
1664285195045.4,-0.2,0.5,0.6,0.1,6.1,8.6,4.6,-6,-0.4,x
1664285195062.1,-0.2,0.6,0.5,0.1,6.3,8.5,5.5,-15.6,-3,x
1664285195079.1,-0.2,0.7,0.2,0,6.4,8.2,7.7,-13.6,-4.3,x
1664285195096.4,-0.1,0.5,0.3,0,6.3,8.2,3.7,-3.2,1.7,x
1664285195112,0.1,0.5,0.4,0.2,6.4,8.3,1.6,0,2.6,x
1664285195128.7,0.1,0.7,0.7,0.2,6.6,8.6,-4.8,1.9,1.5,x
1664285195150.9,-0.8,-0.3,1.4,-0.6,5.5,9.3,-15.6,6.3,1.9,x
1664285195162,-0.8,-0.8,1.7,-0.7,4.9,9.6,-20.2,4.4,4.1,x
1664285195179,-0.2,-1.1,2.5,-0.4,4.2,10.7,-26.5,-2.8,6.6,x
1664285195195.3,0,-0.9,3.4,-0.2,3.8,12,-16.8,2.1,2.4,x
1664285195212.8,-0.7,-0.9,3.4,-0.9,3.3,12.3,3.9,20.6,-2.2,x
1664285195228.9,-1.3,-0.8,3.1,-1.6,3.1,12.1,11.4,31.9,-2.8,x
1664285195245.3,-1.8,-0.4,2.6,-2.5,3,11.7,19.7,38.6,3.3,x
1664285195262.1,-1.6,-0.2,2.1,-2.4,3,11.3,21.8,32.9,9.2,x
1664285195279,-0.7,0,1,-1.9,3.1,10.2,24.3,12.5,19.3,x
1664285195295.4,0.2,0.4,-0.2,-1.1,3.4,9.1,20.1,-1,24.7,x
1664285195312.2,0.4,0.4,-0.4,-0.7,3.5,8.5,16.8,-0.8,26.7,x
1664285195329.6,0.8,0.3,-0.9,-0.4,3.5,8.3,11,5.6,32,x
1664285195345.3,1.5,0.4,-1,0.3,3.6,8.2,4.1,13.6,33.9,x
1664285195362,1.6,0.4,-1.1,0.5,3.6,8.1,1.3,15,32.6,x
1664285195379.2,1.8,0.3,-1.1,0.6,3.6,8.1,-3.4,11.9,28.1,x
1664285195395.9,2,0.4,-1.1,0.8,3.6,8.1,-5.4,8.1,23.4,x
1664285195412.6,2,0.8,-1.1,0.9,3.9,8.1,-1.8,3.2,11.8,x
1664285195428.4,2,0.8,-1.1,0.8,4.1,8.1,-1.8,3.2,11.8,x
1664285195445,1.5,1.1,-1.5,0.3,4.3,7.7,2.9,8.8,6,x
1664285195462.4,1.4,1,-1.6,0.2,4.3,7.6,2,9.2,5.3,x
1664285195478.5,1.4,1.1,-1.5,0.2,4.3,7.7,0.2,6.4,3.9,x
1664285195495.1,1.3,1.1,-1.6,0.1,4.4,7.6,0.8,0.4,-0.4,x
1664285195514.7,1.2,1.5,-1.9,0,4.7,7.2,2.1,-2.2,-3.7,x
1664285195528.9,1,1.6,-2,-0.2,4.8,7.1,1.6,-1,-4.6,x
1664285195545.4,0.5,1.6,-2,-0.8,4.8,7.1,-0.9,3.2,-4,x
1664285195562.6,0.2,1.5,-2,-1.1,4.8,7.1,-1.9,3.7,-2.5,x
1664285195578.9,0.3,1.4,-2,-1,4.6,7.1,-3.9,0.8,5.3,x
1664285195595.5,0.9,1.3,-1.8,-0.4,4.6,7.3,-6.6,-3.1,6.5,x
1664285195612.3,1.1,1.3,-1.7,-0.2,4.6,7.4,-6.4,-5.9,4.1,x
1664285195628.7,1.1,1.4,-1.7,-0.1,4.6,7.5,-4.9,-7.9,-3.2,x
1664285195676.8,0.9,2,-1.8,-0.2,5.3,7.4,3.5,-7.6,-14.7,x
1664285195678.4,0.9,2,-1.8,-0.2,5.3,7.4,3.5,-7.6,-14.7,x
1664285195696.5,0.9,2.2,-1.7,-0.3,5.5,7.5,5.2,-7.8,-18.2,x
1664285195711.8,0.6,2.3,-1.6,-0.6,5.6,7.6,5.8,-7,-19,x
1664285195728.5,0.4,2.4,-1.2,-0.7,5.7,7.9,2.7,-4.5,-15.5,x
1664285195747.7,0.7,2.3,-0.2,-0.5,5.6,8.9,-3.3,-4.4,-10,x
1664285195762.1,0.7,2.1,0.2,-0.5,5.3,9.4,-3.7,-6.9,-9.1,x
1664285195781,0.5,1.7,1,-0.6,5,10.2,-0.3,-12.1,-11.7,x
1664285195795.6,1.1,2.2,1.2,0,5.5,10.3,6.2,-19.7,-14.5,x
1664285195818.3,1.7,2.8,0.4,0.7,6.1,9.6,12.2,-33.1,-16.3,x
1664285195829.5,1.5,2.5,0.1,0.5,5.8,9.3,8.8,-31.2,-16.6,x
1664285195845.2,1.1,1.9,0.2,-0.2,4.6,9.9,-0.4,-22,-15.4,x
1664285195864.7,0.9,0.4,2.5,0,3.6,11.7,-31.3,2.8,-7.2,x
1664285195878.8,1.5,0.3,2.9,0.5,3.5,12.2,-26.2,-3.2,-7.2,x
1664285195895.3,2.4,0.5,2.8,1.4,3.6,12.1,-8.5,-8.5,-13.8,x
1664285195912.1,2.3,0.6,2.6,0.7,3.7,11.7,-2.8,-1.5,-18.5,x
1664285195928.7,0.9,0.4,2.5,0,3.5,11.7,-0.3,20.7,-22.9,x
1664285195945.4,-0.1,0.2,2.7,-1.2,3.3,11.9,-3.3,31.3,-17.6,x
1664285195962,-0.2,0.1,2.5,-1.3,3.2,11.8,-3.3,24.2,-8.5,x
1664285195979,0.4,-0.3,1.8,-0.8,2.7,11,0,-0.7,0.4,x
1664285195995.1,1,-0.3,1.1,-0.2,2.8,10.4,2.3,-12.8,0.9,x
1664285196015.7,1.7,-0.2,-0.3,0.6,3,9,8.5,-22,-4.4,x
1664285196032.7,1.2,0,-0.7,0.2,3.1,8.5,10.6,1.2,-9.8,x
1664285196045.2,1.1,0.1,-0.8,0,3.2,8.4,9.9,6.5,-9,x
1664285196062.4,1.1,0.3,-1.3,0,3.4,8,10,3,-4.8,x
1664285196078.9,1.1,0.3,-1.5,0,3.5,7.7,8.1,-0.4,-4,x
1664285196095.3,1,0.3,-1.5,-0.1,3.5,7.7,1.6,-6,-2.2,x
1664285196111.9,1,0.3,-1.3,-0.1,3.5,7.9,-1.1,-7,-0.8,x
1664285196129.9,0.9,0.2,-0.9,-0.2,3.4,8.3,-3,-4.8,1,x
1664285196146.6,1,0.2,-0.7,-0.1,3.4,8.5,1,2.6,1.8,x
1664285196162,1,0.2,-0.8,0,3.4,8.4,4.6,4.4,1.6,x
1664285196179.9,1.1,0.2,-1.4,0,3.5,7.8,11.1,2.2,0.8,x
1664285196195.4,1.1,0.4,-1.9,0.1,3.6,7.3,10.4,-2,0.4,x
1664285196212.2,1.1,0.5,-1.9,0.1,3.9,7.4,7.8,-2.5,0.9,x
1664285196230.6,1.1,0.7,-1.8,0.1,4,7.4,5.5,-2.2,1.8,x
1664285196245.7,1.1,1,-1.9,0.1,4.3,7.3,6.5,0.4,2.4,x
1664285196262.6,1.1,1.1,-1.9,0,4.5,7.3,7.2,1.8,2.9,x
1664285196279,0.9,1.2,-1.8,-0.1,4.6,7.3,8.4,3.5,4.9,x
1664285196296,0.9,1.4,-1.8,-0.1,4.8,7.3,8.3,4.3,7.3,x
1664285196312.2,0.9,1.4,-1.8,-0.1,4.9,7.3,7.2,4.9,8,x
1664285196328.7,1,1.7,-1.5,-0.1,5.1,7.6,4.3,5.3,9.2,x
1664285196345.4,1,1.9,-1.3,-0.1,5.4,7.8,3.4,5,9.1,x
1664285196362.2,0.9,2,-1.3,-0.1,5.5,7.8,3.1,6.3,9.3,x
1664285196378.5,0.8,2.2,-1.1,-0.3,5.7,8,1.2,10.9,10.3,x
1664285196395.5,0.8,2.3,-0.9,-0.2,5.8,8.2,-0.1,11.8,11.2,x
1664285196412.3,0.9,2.4,-0.5,-0.2,5.9,8.6,-1.9,10.9,11.2,x
1664285196429.7,1.2,2.4,-0.1,0.1,5.9,8.9,-2.6,5.4,9.5,x
1664285196446.1,1.3,2.6,0.5,0.2,6.1,9.6,0.8,4.5,6.2,x
1664285196462,1.3,2.7,0.9,0.2,6.2,10,4.4,9,5.8,x
1664285196478.7,1.5,3.5,1.2,0.4,7.1,10.3,15.7,6.9,5.8,x
1664285196495.8,0.5,2.6,0.2,-0.6,6.2,9.2,20.7,3.8,4.8,x
1664285196513.1,-0.8,1,-0.1,-2,4.7,8.9,-3.1,12.6,10.3,x
1664285196529.1,-0.9,0.5,0.5,-2,4.1,9.5,-20.2,14.2,14.7,x
1664285196545.3,0.2,0,2.3,-1,3.6,11.4,-39.1,-3.9,25.1,x
1664285196562.2,0.8,0,2.7,-0.4,3.5,11.8,-33.3,-13.3,24.2,x
1664285196578.9,1.1,0,3,0.1,3.4,12.2,-18.7,-13.6,14,x
1664285196613.8,-0.6,-0.1,2.9,-1.7,3.3,12.1,-2.7,23,4.7,x
1664285196628.5,-0.6,-0.1,2.5,-1.8,3.3,11.7,3.2,32.9,14.9,x
1664285196645.2,-0.6,-0.1,2.5,-1.8,3.3,11.7,3.2,32.9,14.9,x
1664285196662.1,-0.3,-0.1,1.5,-1.6,3.3,10.6,3.4,18.4,17.3,x
1664285196678.4,-0.1,0.1,0.4,-1.3,3.5,9.6,1.3,-1.3,16.7,x
1664285196695.2,0.5,0.3,-0.8,-0.6,3.8,8.3,-0.5,-10.3,22.5,x
1664285196712.5,1.2,0.4,-1.3,0.1,3.8,7.8,-0.4,-4.2,25.2,x
1664285196728.3,1.3,0.4,-1.5,0.2,3.9,7.6,0.1,-0.2,23,x
1664285196745,1.3,0.5,-1.7,0.2,4,7.4,4,0.4,18.4,x
1664285196761.8,1.2,0.5,-1.9,0.1,4,7.3,6.8,1.3,16.7,x
1664285196778.6,1,0.7,-2.1,0,4.2,7,11.8,3.5,14,x
1664285196795.1,1,0.9,-2.4,-0.1,4.4,6.6,14.2,7.6,12.9,x
1664285196811.9,0.8,0.9,-2.5,-0.2,4.5,6.5,12.3,9.4,13.9,x
1664285196828.6,0.8,0.8,-2.5,-0.2,4.4,6.6,6.9,10.1,15.5,x
1664285196845.3,0.8,0.6,-2,-0.2,4.2,7,0.2,6.5,16,x
1664285196861.8,1,0.5,-1.6,0,4.2,7.5,-3.1,2.4,14.3,x
1664285196878.3,0.9,0.5,-1.3,-0.1,4.2,7.7,-3.5,1.6,12.4,x
1664285196895.1,0.7,0.5,-1,-0.3,4.2,8,-0.4,1.6,9,x
1664285196911.6,0.7,0.6,-1,-0.4,4.2,8,2.5,-0.5,7.8,x
1664285196928.4,0.8,0.7,-1.5,-0.2,4.4,7.5,7.4,-6,4.8,x
1664285196945,0.9,0.9,-1.7,-0.1,4.6,7.3,5.2,-7.6,1.5,x
1664285196961.7,0.9,1,-1.7,-0.1,4.7,7.5,3.2,-7.3,-0.1,x
1664285196978.4,0.9,1.1,-1.4,-0.1,4.8,7.7,1.8,-7.3,-2.3,x
1664285196995,0.9,1.2,-1.4,0,4.9,7.6,5,-9.9,-4.3,x
1664285197011.7,0.9,1.4,-1.6,0,5.1,7.4,9.2,-9.8,-6.8,x
1664285197028.4,0.6,1.4,-1.6,-0.2,5.2,7.4,8.5,-8.4,-7.2,x
1664285197045.1,0.2,1.4,-1.5,-0.7,5.2,7.5,3.6,-6.5,-4.5,x
1664285197061.7,0.1,1.4,-0.8,-0.7,5.2,8.2,-5,-9.2,0.7,x
1664285197078.5,0.2,1.3,-0.4,-0.6,5.1,8.6,-9.3,-11.5,2.4,x
1664285197095.2,0.7,1.4,0.8,-0.1,5.1,9.8,-14.7,-15.8,3.5,x
1664285197112,1.2,1.6,1.2,0.4,5.3,10.3,-8.9,-21.4,0.1,x
1664285197128.5,1.5,2.1,1.1,0.8,5.8,10.1,-5.7,-25.1,-1.8,x
1664285197145.1,1.7,2.4,0.8,1,6.1,9.9,-4.8,-27.4,-3.4,x
1664285197161.7,1.1,1.7,0.6,0.5,5.4,9.7,-14.9,-19.2,-2.3,x
1664285197178.4,0.7,0.7,1.9,0.2,4.3,11,-35.8,0.5,2.2,x
1664285197195.6,1.3,0.2,3.6,0.7,3.7,12.8,-38.4,6.5,3.8,x
1664285197211.7,1.7,0.2,3.8,1.2,3.6,13,-23.2,2.6,0,x
1664285197228.7,1.8,0.4,3.2,1.3,3.7,12.4,-4.5,8.4,-12.7,x
