time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1655202340092.6,0.6,-2.1,2.4,1.4,2,11.2,17.1,-41.2,-29.5,x
1655202340100.3,0.7,-2.3,2.4,1.5,1.9,11.3,21.5,-31.5,-32.8,x
1655202340116.2,0.4,-2.3,2.5,1.3,1.9,11.4,28.5,-15.3,-33.7,x
1655202340132.6,0.2,-1.9,1.8,1,2.4,10.6,43.4,17.6,-38.3,x
1655202340149.7,-0.2,-1.7,0.4,0.5,2.7,9.1,32.6,39.6,-36.6,x
1655202340166.1,-0.5,-1.5,0.5,0.1,3,9.2,17.3,46.8,-33,x
1655202340182.7,-0.2,-2,0.6,0.2,2.6,9.3,-0.7,37,-24.7,x
1655202340199.1,0,-2.4,0.5,0.3,2.1,9.2,3.1,17.7,-23.4,x
1655202340216.1,-0.4,-2.2,0.1,-0.1,2.4,8.7,7,17.6,-23.2,x
1655202340232.9,-0.1,-2.6,-0.3,0,2,8.4,-0.1,46.7,-19.3,x
1655202340249.3,0.2,-2.4,0.5,0.2,2.2,9.2,-6.3,48.8,-18.1,x
1655202340266.9,0.3,-2.5,0,0.2,2,8.7,-2.6,38.6,-19.6,x
1655202340282.7,-0.1,-2.1,-0.7,-0.4,2.4,8,-1.2,13.4,-18.9,x
1655202340299.4,-0.6,-2.3,-1,-0.9,2.2,7.7,1.1,-20.5,-13.3,x
1655202340317.9,0.4,-1.8,-0.7,0.1,2.7,8,-1.7,-46.7,-6.4,x
1655202340332.7,0.5,-1.8,-0.2,0.3,2.7,8.5,-2.1,-50.7,-6.1,x
1655202340349.2,0.4,-1.6,-0.5,0.4,2.8,8.3,6.9,-28.6,-6,x
1655202340366,0.3,-1.5,-0.7,0.3,3,8.1,11.8,-14.4,-2.3,x
1655202340382.5,0.2,-1.2,-1.1,0.2,3.3,7.6,18.6,11.7,7.7,x
1655202340399.3,0.4,-1.2,-1.7,0.4,3.4,7,21.5,28.3,13.2,x
1655202340415.9,0.4,-1.2,-2,0.3,3.5,6.6,20,31.7,14,x
1655202340432.8,0.3,-1,-1.9,0.2,3.6,6.7,9,29.9,14.7,x
1655202340449.7,0.5,-0.6,-0.8,0.3,4.1,7.8,-2.6,24.9,17.7,x
1655202340465.9,0.7,-0.4,-0.4,0.5,4.3,8.2,-2.1,28.6,16.5,x
1655202340482.7,0.3,-0.5,0,0.1,4.2,8.6,4.2,32.1,20.5,x
1655202340499.4,0.6,-0.1,-0.4,0.2,4.6,8.2,7.3,20.7,30.4,x
1655202340516.1,0.9,-0.2,-0.5,0.6,4.5,8.1,5.2,9.8,32,x
1655202340532.7,1.4,-0.2,-0.3,1.1,4.5,8.3,-4.3,-1,31.1,x
1655202340549.4,2,-0.1,0.1,1.8,4.6,8.7,-14.2,-1.7,26.7,x
1655202340566,2.1,-0.1,0.5,1.9,4.6,9.1,-15.3,0.2,23.6,x
1655202340582.6,2.3,0.2,0.9,2.1,4.8,9.5,-12.3,10.3,16.5,x
1655202340599.4,2.2,0.5,0.7,2,5.1,9.3,-10.7,12.4,17.2,x
1655202340616.1,2.1,0.5,0.9,1.9,5,9.5,-17.9,16,18.2,x
1655202340633.3,1.2,-0.4,2.7,1,4.1,11.4,-39.5,24.1,16,x
1655202340649.4,0.5,-1.1,4.5,0.2,3.3,13.2,-32.1,12.6,11.6,x
1655202340666.4,0.4,-1.4,4.7,-0.1,2.7,13.5,-19,-0.7,7.9,x
1655202340682.6,-0.2,-1.8,4.5,-0.4,2.5,13.3,3.8,-27.6,-3.4,x
1655202340699.3,-1.3,-2.3,3.6,-1.4,2,12.4,8.3,-43.5,-7.4,x
1655202340716.1,-1.6,-2.5,3.5,-1.6,1.9,12.3,4.2,-49.3,-4.5,x
1655202340732.7,-1.2,-2.6,3.8,-1.1,1.7,12.6,-0.7,-50.6,8.2,x
1655202340749.4,-0.9,-2.7,3.4,-0.7,1.6,12.2,10.3,-31.9,13.8,x
1655202340766,-0.9,-2.7,2.8,-0.6,1.7,11.6,17,-19.3,14.7,x
1655202340782.7,-0.9,-2.4,1.5,-0.6,2,10.2,24,-3.5,13.4,x
1655202340805.1,-0.6,-1.8,0.4,-0.2,2.7,9.1,21.1,0.2,12,x
1655202340816.1,-0.3,-1.5,-0.3,0.1,3.1,8.4,18.1,-2.3,10.4,x
1655202340832.7,0,-1.2,-1.4,0.5,3.4,7.3,0.9,-13.5,4.2,x
1655202340849.4,0.4,-1.2,-1.5,0.9,3.4,7.2,-17.1,-14.1,1.7,x
1655202340866,0.5,-1.2,-1.3,1,3.3,7.4,-24.5,-10.1,0.7,x
1655202340882.7,-0.3,-1.5,-0.3,0.2,3,8.4,-33.5,10.5,0.2,x
1655202340899.3,1.2,-1.8,-0.5,1.7,2.6,8.3,-36.5,40.4,5.4,x
1655202340916.1,0.9,-1.9,0.1,1.3,2.4,9,-34.4,35.8,0.4,x
1655202340933.2,0.8,-1.6,0.9,1.1,2.6,9.7,-7.9,1.5,-18.9,x
1655202340949.4,0.2,-1.3,0,0.5,2.8,8.9,20.8,-16.4,-29,x
1655202340966,0.3,-1.1,-0.6,0.6,3.1,8.3,29.4,-17.6,-28.4,x
1655202340982.7,0.2,-1,-1.7,0.5,3.3,7.1,32.4,-9.8,-27.4,x
1655202341034.9,0.2,-0.8,-1.2,0.4,3.7,7.5,6.9,8.1,-18.9,x
1655202341049.2,0.4,-1.2,-1.5,0.6,3.2,7.2,4.5,-7.5,-20.3,x
1655202341065.9,0.4,-1.4,-1.3,0.6,3.1,7.4,-0.1,-12.6,-21.9,x
1655202341083.9,1,-1.5,-0.8,1.1,3,7.9,-5.1,-18,-25.9,x
1655202341099.2,1.7,-1.3,-0.9,1.8,3.2,7.9,-4.1,-22.9,-36.3,x
1655202341116,1.8,-1.1,-1.1,2,3.3,7.7,-1.7,-26.7,-45.8,x
1655202341132.7,1.8,-0.8,-1,2,3.7,7.7,-3.4,-24.2,-54.1,x
1655202341149.4,1.7,-0.6,-0.8,2,3.9,8.3,-6.2,-21.2,-56.2,x
1655202341166,2,-0.5,-0.2,2.2,4,8.6,-8.6,-20.7,-58.4,x
1655202341182.7,2.7,-0.6,0.3,2.8,3.8,9.1,-2.8,-19.7,-61.7,x
1655202341199.5,3.1,-0.9,0.7,3.2,3.5,9.4,2.5,-8.6,-65.7,x
1655202341216,3.4,-1.1,1,3.5,3.3,9.7,3.6,-2.7,-70.2,x
1655202341232.7,4.1,-1,1.6,4,3.4,10.4,-1.4,2.5,-85,x
1655202341249.3,3.6,-1.2,2.9,3.4,3.3,11.7,-13,12.4,-102.1,x
1655202341266,2.9,-1.5,3.9,2.6,2.9,12.6,-19.2,18.1,-106.7,x
1655202341282.5,1.6,-2.6,5.8,1.1,1.7,14.6,-24.9,19.4,-101.9,x
1655202341299.1,2.4,-3.6,6.3,1.7,0.6,15.2,-12.1,0.5,-88.7,x
1655202341315.9,4.5,-3.7,4.8,3.7,0.5,13.6,18.7,-13.7,-89.5,x
1655202341332.9,5.1,-3.6,3.7,4.2,0.6,12.5,26.5,-15,-98.3,x
1655202341349.3,5.1,-3.3,1.9,4.1,1,10.7,24.6,-18,-119.1,x
1655202341366,4.6,-3.1,1.6,3.6,1.2,10.3,17.7,-20.6,-127.6,x
1655202341382.6,3.6,-2.9,1.9,2.4,1.4,10.7,1.4,-25.5,-136.6,x
1655202341399.4,2.8,-3,2.7,1.6,1.2,11.5,-8.4,-25.6,-136.4,x
1655202341416.1,2.5,-3,2.7,1.2,1.1,11.5,-7.9,-25.6,-135.5,x
1655202341432.7,2.1,-3,2.6,0.7,1,11.4,-3.2,-28.8,-135.9,x
1655202341449.4,1.6,-2.9,1.7,0,1.1,10.6,6.9,-32.5,-137.9,x
1655202341466,1.3,-2.9,0.9,-0.2,1.1,9.7,11.8,-35.2,-137.8,x
1655202341482.7,1.2,-2.9,-0.8,-0.4,1.1,8.1,15,-45.3,-134.6,x
1655202341499.3,1.4,-2.8,-1.4,-0.3,1.1,7.5,1.9,-56.3,-128.1,x
1655202341517.4,1.8,-2.6,-1.4,0.1,1.2,7.5,-2.8,-61.6,-123.3,x
1655202341533.3,2,-2.6,-1.5,0.3,1.2,7.4,-1.7,-60.4,-121.6,x
1655202341549.4,2.1,-2.4,-1.6,0.5,1.3,7.3,2,-47.2,-119.7,x
1655202341566.3,2,-2.3,-1.7,0.3,1.4,7.3,3.5,-37.7,-119.3,x
1655202341582.6,1.5,-1.9,-1.6,-0.2,1.7,7.4,6.4,-24.6,-115.4,x
1655202341599.3,1.4,-1.5,-1.6,-0.3,2,7.4,9.1,-18,-102.7,x
1655202341617.3,1.6,-1.3,-1.4,-0.2,2.3,7.6,5.3,-16.4,-92.4,x
1655202341633.1,1.6,-1.3,-1,-0.2,2.2,7.9,1.8,-15,-88.5,x
1655202341649.3,1.6,-1.1,0,-0.3,2.4,9,-0.9,-12.3,-82.5,x
1655202341666.2,1.6,-0.9,0.4,-0.3,2.5,9.4,1.6,-10.2,-80.1,x
1655202341682.7,1.4,-0.5,0.6,-0.6,2.9,9.6,11.4,-4,-75.5,x
1655202341699.4,1.2,0,0.7,-0.9,3.3,9.7,17.4,-5.9,-71.3,x
1655202341716,1.1,0.2,0.8,-1,3.6,9.8,19.2,-10,-69.6,x
1655202341733.2,0.9,0.6,0.6,-1.3,3.9,9.5,22.7,-16,-63.3,x
1655202341749.4,1,0.7,0.1,-1.2,4.1,9.1,22.3,-18.4,-52.5,x
1655202341766.3,1.1,0.8,-0.1,-1,4.2,8.8,22.1,-19.4,-46.7,x
1655202341782.6,1.4,0.8,-0.8,-0.7,4.2,8.2,17.4,-19.2,-37.8,x
1655202341799,2,0.7,-0.7,-0.1,4.2,8.3,2,-15.1,-27.5,x
1655202341816,2.4,0.7,-0.3,0.3,4.1,8.6,-2.6,-15.2,-25.5,x
1655202341833.2,2.8,0.5,0.6,0.7,3.9,9.6,-5.4,-16.8,-27.3,x
1655202341849.3,2.5,0.1,1,0.4,3.5,9.9,-7.2,-9.1,-29.3,x
1655202341895.1,2.4,-0.2,2.4,0.3,3.1,11.4,-16.1,-8.4,-27.8,x
1655202341899.2,2.4,-0.2,2.4,0.3,3.1,11.4,-16.1,-8.4,-27.8,x
1655202341921.5,1.9,-1.6,3.3,-0.2,1.6,12.4,-18.4,-7.3,-24.7,x
1655202341932.9,1.8,-1.8,3.9,-0.3,1.4,13,-17.2,-7.7,-25,x
1655202341949.1,1.5,-2,4.7,-0.6,1.1,13.8,-2.9,-9.8,-26.6,x
1655202341971.3,1.1,-1.9,4,-1,1.1,13.1,17.3,-8.1,-27.9,x
1655202341983,1.1,-1.9,4,-1,1.1,13.1,17.3,-8.1,-27.9,x
1655202342000.7,1.4,-1.2,1.4,-0.6,1.9,10.4,29.9,-26.5,-26,x
1655202342015.8,1.9,-0.8,0.2,-0.1,2.4,9.3,18.8,-32.8,-24.4,x
1655202342034.1,2.1,-0.7,-0.1,0.1,2.6,9,12.6,-31.9,-23.8,x
1655202342049.3,2.2,-0.6,-0.3,0.3,2.7,8.8,1,-23.1,-21.9,x
1655202342068.4,2.2,-0.7,-0.1,0.3,2.5,8.9,-4.2,-17.7,-20.9,x
1655202342082.5,2.2,-0.7,-0.1,0.3,2.5,8.9,-4.2,-17.7,-20.9,x
1655202342099.1,2.1,-1.1,0.5,0.2,2,9.6,-5.6,-11.9,-19.5,x
1655202342116.3,2,-1.1,0.2,0.2,2,9.3,4,-16.1,-24.3,x
1655202342132.8,1.9,-1,-0.3,0.1,2.1,8.8,8,-17,-27.9,x
1655202342149.1,1.5,-0.7,-1,-0.2,2.4,8.1,12.9,-18,-33.2,x
1655202342165.9,1.5,-0.4,-1.7,-0.2,2.7,7.4,14.9,-15.3,-32.4,x
1655202342182.5,1.6,-0.3,-1.9,-0.2,2.9,7.2,14.6,-13.3,-31.3,x
1655202342199.2,1.6,-0.2,-2.2,-0.1,3,6.9,13.4,-11.1,-30.8,x
1655202342217.1,1.4,-0.1,-2.3,-0.3,3.1,6.8,12.1,-9.8,-31.2,x
1655202342232.9,1.3,-0.1,-2.4,-0.4,3.1,6.7,10.2,-8.7,-30.4,x
1655202342249.4,1.2,-0.1,-2.1,-0.5,3.1,6.9,1.9,-7.2,-27.7,x
1655202342267.1,1.2,-0.1,-1.5,-0.6,3.1,7.6,-5.1,-5.4,-25.7,x
1655202342282.5,1.2,-0.1,-1.2,-0.6,3.1,7.9,-4.2,-6.1,-25,x
1655202342299.3,1.1,0.1,-1,-0.6,3.3,8.1,1.3,-10.1,-22.7,x
1655202342315.9,1.3,0.2,-1,-0.4,3.4,8.2,4,-13.7,-21,x
1655202342332.6,1.8,0.3,-1,0,3.5,8.1,7.3,-18.7,-19.8,x
1655202342349.3,2.2,0.7,-0.8,0.5,3.9,8.4,5.7,-16.2,-22.5,x
1655202342365.9,2.2,0.8,-0.7,0.5,4,8.4,5.8,-13,-25.2,x
1655202342383.7,2.1,0.7,-0.5,0.5,3.9,8.6,3.3,-10.1,-26.8,x
1655202342399.3,2.4,0.4,0.4,0.7,3.6,9.5,-1.4,-9.1,-28.3,x
1655202342416,2.5,0.3,0.9,0.9,3.5,10,-0.4,-8.2,-30.4,x
1655202342433.2,3.1,0.3,1.8,1.4,3.5,11,3.3,-1.6,-36.2,x
1655202342449.3,3.3,0.1,2.5,1.6,3.2,11.7,8.4,14.6,-43.3,x
1655202342465.9,3.2,-0.3,2.9,1.5,2.9,12,7.2,35.7,-46.7,x
1655202342482.5,3.6,-0.9,3.7,1.7,2.3,12.8,1.8,52.4,-48.5,x
1655202342499.3,4.3,-1.5,4.3,2.1,1.6,13.3,5.1,26.7,-55.6,x
1655202342515.9,4.6,-1.6,4.2,2.4,1.5,13.2,12.7,4.4,-61.4,x
1655202342533,5.8,-1.2,2.6,3.5,1.9,11.6,28,-31.8,-72.7,x
1655202342551.2,5.9,-0.9,1.4,3.7,2.3,10.4,23.4,-44.9,-85.4,x
1655202342565.9,5.7,-0.7,1.6,3.5,2.4,10.6,9.2,-37.5,-90.9,x
1655202342582.7,5.2,-0.6,2.8,3,2.5,11.8,-4.7,-15.3,-93.8,x
1655202342599.3,4.1,-1.2,3.3,1.8,1.8,12.3,-9,4,-95.8,x
1655202342615.9,3.6,-1.5,3.6,1.2,1.4,12.7,-13.7,9.4,-98,x
1655202342633.1,2.7,-1.7,4,0.2,1.1,13.1,-18.3,-0.4,-103.7,x
1655202342649.3,2.6,-1.5,3.1,0,1.2,12.2,-2.8,-44.3,-107.4,x
1655202342666,2.8,-1.3,2,0.3,1.3,11.1,3.9,-59.8,-109.3,x
1655202342682.6,2.6,-1.5,0.7,0.2,1,9.8,5.2,-65,-112,x
1655202342699.3,3.2,-1.2,1,0.9,1.2,10.2,6,-30.7,-107.8,x
1655202342716.1,3.5,-1.2,0.8,1.1,1.2,10,15.8,-11,-105.2,x
1655202342733.2,3.6,-1.3,-0.7,1.2,1.1,8.5,38.7,6.9,-107,x
1655202342749.2,3.2,-1.3,-2.1,0.7,1.1,7.1,41,-3.8,-114.4,x
1655202342765.9,2.8,-1.3,-2.2,0.2,1.1,7,34,-11.9,-116.4,x
1655202342782.6,2.2,-1.1,-1.2,-0.4,1.3,7.9,20,-20,-114.1,x
1655202342799.9,1.9,-1.2,-0.8,-0.7,1.2,8.4,19.4,-23.7,-105.8,x
1655202342815.9,1.9,-1.2,-0.8,-0.6,1.3,8.2,21.5,-24.8,-101.9,x
1655202342833.3,2,-1,-1.3,-0.6,1.4,7.9,26,-26.3,-95.4,x
1655202342849.3,2,-0.5,-1.7,-0.6,1.9,7.5,22.9,-26.7,-88.5,x
1655202342865.9,2.1,-0.2,-1.7,-0.5,2.1,7.5,18.7,-25.9,-85.9,x
1655202342882.5,2.1,0.2,-1.4,-0.5,2.5,7.8,9.4,-23.7,-81.2,x
1655202342914.9,1.9,0.4,-0.9,-0.7,2.7,8.3,3.4,-16.3,-73.6,x
1655202342915.9,1.9,0.4,-0.9,-0.7,2.7,8.3,3.4,-16.3,-73.6,x
1655202342933.1,1.9,0.7,-0.8,-0.7,2.9,8.4,6.2,-15.4,-68.9,x
1655202342949.1,2.3,1.2,-1,-0.3,3.4,8.2,11.7,-19.6,-66.6,x
1655202342965.9,2.3,1.3,-1.2,-0.3,3.5,8,13.3,-19.6,-65.9,x
1655202342982.5,2.1,1.6,-1.8,-0.4,3.7,7.4,8.5,-14,-63,x
1655202342999.2,1.9,1.6,-1.2,-0.6,3.7,8,-8.9,-8.7,-56.6,x
1655202343015.9,2.2,1.4,-0.7,-0.3,3.5,8.6,-8.9,-8.7,-56.6,x
1655202343033.1,3.1,1,0.1,0.6,3,9.4,-12.6,-16.4,-48.8,x
1655202343049.5,3.5,0.7,0.3,1,2.6,9.6,2.4,-19.2,-60.1,x
1655202343066.1,3.5,0.6,0.4,1,2.5,9.7,7,-17.5,-65.7,x
1655202343082.5,3.3,0.7,0.8,0.8,2.6,10.1,15.3,-11.6,-74.9,x
1655202343099.3,3.4,1.5,1.3,0.9,3.4,10.6,22.7,-2.2,-81.3,x
1655202343116,3.2,1.9,1.4,0.7,3.8,10.6,26.3,-1.4,-84.4,x
1655202343133.1,2,1.5,0.4,-0.6,3.4,9.7,24.1,-11.8,-84.9,x
1655202343149.2,1.2,0.6,0.6,-1.3,2.4,9.9,-4.7,-25.2,-76.1,x
1655202343166.5,1.6,0.5,1.8,-1,2.3,11,-19.4,-33.2,-71.6,x
1655202343182.9,2.5,0.3,3.3,0,2,12.7,-25.3,-46.9,-69.2,x
1655202343199.1,2.8,0.3,3.7,0.5,1.8,13.1,-12.4,-47.5,-77.1,x
1655202343215.9,2.7,0.3,3.5,0.4,1.8,12.9,-4.5,-43.7,-82.7,x
1655202343243.4,2,0.7,2.2,-0.1,2.1,11.6,11.1,-36,-91.6,x
1655202343249.2,2.1,0.9,1.8,-0.1,2.3,11.3,12.9,-37,-91,x
1655202343266.4,2.1,1.1,1.4,0,2.5,10.8,15.3,-38,-90.9,x
1655202343282.7,2,1.5,0.3,0,2.9,9.8,19.8,-38.5,-90.2,x
1655202343305.7,1.8,1.7,-0.9,-0.1,3,8.7,17.8,-38.4,-85.7,x
1655202343328.1,1.8,1.5,-1.3,0,2.9,8.3,4.7,-36.2,-75.2,x
1655202343333.4,2,1.3,-1.4,0.2,2.7,8.2,-1.4,-36.6,-71.2,x
1655202343353.4,2.3,1,-0.8,0.6,2.3,8.7,-11,-39.7,-67,x
1655202343366.6,2.2,0.7,-0.5,0.7,2,9.1,-8.5,-40.7,-65.5,x
1655202343382.3,2.2,0.6,-0.7,0.7,1.9,9,-4,-40.2,-65,x
1655202343399.1,1.9,0.7,-1.2,0.4,1.8,8.4,5.6,-36.8,-65.7,x
1655202343415.8,1.6,0.7,-1.5,0.3,1.8,8.1,8.2,-33.3,-66.4,x
1655202343432.6,1.1,0.8,-1.8,-0.2,2,7.8,7,-24.1,-64.9,x
1655202343449.1,0.4,0.9,-1.4,-0.8,2.1,8.3,2.4,-20.6,-62,x
1655202343465.8,0.2,1,-1.1,-1,2.1,8.5,1.7,-20.2,-59.1,x
1655202343482.5,0.2,1.2,-1,-1,2.3,8.6,7.7,-23.8,-53.5,x
1655202343499.2,0.2,1.4,-1.6,-0.9,2.6,8.1,14.6,-28.2,-49.6,x
1655202343515.9,0.2,1.6,-1.8,-0.8,2.8,7.9,15.7,-29.3,-48.6,x
1655202343533.2,-0.4,1.9,-2.1,-1.4,3.1,7.6,11.4,-27,-47.7,x
1655202343549.4,-0.7,2.2,-1.8,-1.7,3.5,7.9,3.6,-22.7,-41.3,x
1655202343565.9,-0.8,2.3,-1.7,-1.7,3.5,7.9,1.8,-22.9,-37.5,x
1655202343585.6,-0.5,2.3,-1.6,-1.3,3.5,8.1,-0.2,-28.5,-31.1,x
1655202343599.2,-0.2,2.3,-1.4,-0.9,3.5,8.3,-0.1,-32.8,-28.1,x
1655202343616,0,2.3,-1.2,-0.7,3.5,8.5,0.2,-31.8,-26.8,x
1655202343635.3,0.5,2.5,-0.8,-0.1,3.7,8.9,2.8,-27.7,-25.4,x
1655202343649.2,0.7,2.4,-0.4,0.2,3.6,9.3,6.9,-24.3,-26.1,x
1655202343665.8,0.8,2.3,-0.2,0.4,3.6,9.6,6.9,-21.7,-26.4,x
1655202343682.5,0.8,1.9,0.8,0.4,3.2,10.5,4.4,-17.4,-28.1,x
1655202343699.5,0.4,1.5,1.8,0.1,2.8,11.5,1.9,-18.4,-32.3,x
1655202343716,0.2,1.1,2.3,-0.1,2.4,12,-1,-20.1,-33.5,x
1655202343732.7,0.4,1,3.4,0.1,2.2,13.1,0.1,-25.4,-34.2,x
1655202343749.2,1.1,1.6,3.4,0.9,2.9,13.1,18.6,-38.5,-41,x
1655202343765.9,1.2,2,2.5,1,3.3,12.3,28.6,-43.1,-44.6,x
1655202343782.6,1.3,2.6,0.9,1.2,4,10.6,25,-34.9,-41.3,x
1655202343799.2,0.7,1.8,1.5,0.8,3.3,11.2,-16.5,3.1,-25,x
1655202343815.9,0.3,0.9,2.6,0.3,2.3,12.3,-32.5,21.5,-11.7,x
1655202343845.7,0.3,-0.5,6.4,0.1,0.8,16.1,-53.1,47,1.1,x
1655202343855,0.3,-0.4,6.7,0.1,0.7,16.4,-43.1,38.5,-1.9,x
1655202343865.6,0.4,-0.3,6,0.1,0.8,15.7,-25.6,20.8,-8.3,x
1655202343882.4,0.1,0.4,3,-0.2,1.4,12.8,6.8,-11.1,-20.7,x
1655202343899.4,-0.5,0.5,-0.3,-0.8,1.6,9.4,13.2,-12.8,-16.6,x
1655202343916.1,-0.4,0.5,-1.2,-0.7,1.5,8.6,3,-9.4,-12.1,x
1655202343932.7,0.2,0.6,-1,0,1.7,8.7,-15.3,-6.4,-8.9,x
1655202343949.1,0.5,0.7,-1.1,0.2,1.7,8.6,-8.9,-11.9,-11.7,x
1655202343965.9,0.4,0.8,-1.6,0.2,1.8,8.1,-0.3,-14,-13.3,x
1655202343982.5,0.4,0.8,-3,0.2,1.8,6.8,17,-14.9,-13.3,x
1655202343999.2,0.2,0.5,-4,0.1,1.6,5.8,23.8,0.9,-9.6,x
