time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285094167,-0.2,1.5,-1.2,0.4,5,8.4,1.8,-2.8,12.6,x
1664285094185.3,-0.3,1.5,-0.7,0.4,5,8.4,1.3,-4.1,11.4,x
1664285094200.5,-0.3,1.3,0,0.5,4.9,9.1,10,-7.3,9.6,x
1664285094217,-0.2,1.4,0.3,0.8,5.1,9.5,11.9,-8.4,8.5,x
1664285094234.9,0.1,1.8,0.6,1,5.4,9.7,15.4,-13.4,0.9,x
1664285094250.4,0.5,3.1,1.7,1.4,6.8,10.8,13,-3.7,-3.4,x
1664285094267,0.1,3.1,2.3,1,6.8,11.3,9.6,6.2,-4.2,x
1664285094283.7,-2.2,1.1,2.7,-1.3,4.9,11.7,0.6,15.5,-3.8,x
1664285094300.6,-2.2,0.6,4,-1.4,4.3,13,-21.5,2.6,8,x
1664285094317.1,-1.3,0.5,5.2,-0.5,4.2,14.2,-27.3,-10.4,15.2,x
1664285094353.3,-1.4,0.1,5.7,-0.5,3.6,14.8,-3.8,16.3,6.1,x
1664285094370.7,-2,-0.1,4.3,-1.2,3.4,13.4,9,27.7,7.6,x
1664285094383.8,-1.8,-0.2,2.9,-1,3.4,12,14.2,23.4,10.2,x
1664285094400.6,-1.1,0.1,0.5,-0.4,3.8,9.6,14.8,11.8,10.4,x
1664285094417,-0.9,0.3,-0.4,-0.1,4,8.6,11.2,9.6,8.3,x
1664285094433.7,-0.7,0.6,-1.9,0,4.3,7.2,-2.7,8.4,5.7,x
1664285094450.3,-0.5,0.7,-2,0.2,4.4,7.1,-17.8,6.9,6.4,x
1664285094467,-0.5,0.7,-1.7,0.3,4.3,7.7,-23.4,7.9,6.5,x
1664285094485.3,-0.4,0.6,-1.1,0.2,4.1,8,-23.4,10.3,5.6,x
1664285094500.5,-0.6,0.3,-0.9,0.1,3.8,8.2,-11.2,13.3,2.2,x
1664285094516.8,-0.9,0.2,-1.5,-0.3,3.7,7.7,1.5,14.1,-1.6,x
1664285094534,-1.1,0.2,-1.8,-0.6,3.6,7.3,14.7,13.3,-4.4,x
1664285094550.2,-1.3,0.1,-2.5,-0.8,3.7,6.7,21.6,7.4,-2.9,x
1664285094567.1,-1,0.2,-3,-0.5,3.8,6.1,23.9,-0.9,-0.1,x
1664285094583.8,-1,0.3,-3.1,-0.5,3.9,5.9,23,-3.7,0.6,x
1664285094600.2,-1,0.3,-3.3,-0.4,4,5.8,20.7,-4.5,1.3,x
1664285094616.7,-1,0.3,-3.2,-0.5,4.1,5.8,18.7,-3.2,2.2,x
1664285094633.4,-1.1,0.4,-3.3,-0.5,4.2,5.7,17.1,0.5,4.5,x
1664285094650,-1,0.3,-3.2,-0.5,4.2,5.8,11.6,2.4,6.5,x
1664285094666.9,-0.8,0.4,-2.5,-0.2,4.3,6.5,2.5,-3.7,6.6,x
1664285094683.5,-0.7,0.5,-1.9,-0.1,4.4,7.1,-0.5,-8.5,5.9,x
1664285094701.2,-0.6,0.6,-0.9,0,4.5,8.1,0,-11.8,1.4,x
1664285094732.3,-0.8,1,-0.4,-0.1,4.9,8.5,19.6,-4.8,-6.8,x
1664285094750.7,-1.1,1.2,-0.9,-0.5,5.2,8,25.9,-0.7,-7,x
1664285094767.2,-1.1,1.3,-0.7,-0.5,5.4,8.2,15.9,1,-3,x
1664285094783.4,-0.9,1.3,-0.3,-0.3,5.4,8.5,7.8,0,-0.5,x
1664285094800.2,-0.9,1.3,-0.3,-0.3,5.4,8.5,7.8,0,-0.5,x
1664285094817.5,0.6,2.6,1.2,1.3,6.7,10.1,-2.1,-31.4,-8.6,x
1664285094844.3,-1.5,1.4,2.3,-0.7,5.5,11.2,-15.9,-5.8,-13.8,x
1664285094850.1,-2,0.9,3,-1.2,5,11.9,-24.8,6,-9,x
1664285094866.7,-0.9,0.5,4.2,-0.1,4.5,13.1,-27.5,-2.5,5.9,x
1664285094884.8,0.5,0.5,4.1,1.2,4.5,13.1,-19.8,-14.4,9.4,x
1664285094900.7,1.5,0.8,3.1,2.3,4.7,12,-1.4,-11.5,-1,x
1664285094918.6,0.4,0.6,2.6,1.3,4.5,11.5,-5.5,12.5,-11.7,x
1664285094933.4,-0.5,0.3,2.7,0.3,4.2,11.7,-8.7,20.2,-13,x
1664285094950,-1,0.2,2.2,-0.2,4,11.2,-8,15,-7.1,x
1664285094966.7,-0.2,0.3,1.1,0.4,4.1,10.1,-4,-1.2,-2,x
1664285094983.4,0,0.3,0.5,0.7,4.2,9.5,-4.3,-3.5,-1.8,x
1664285095000.3,0,0.1,-0.3,0.7,3.9,8.7,-7.3,1.5,-3.9,x
1664285095016.7,-0.2,-0.1,-0.7,0.5,3.7,8.3,-9.8,1.8,-6.8,x
1664285095033.3,-0.3,-0.2,-0.8,0.4,3.6,8.3,-9.1,0.5,-8,x
1664285095050.1,-0.4,-0.2,-1,0.2,3.5,8,-1.7,-1.1,-11.3,x
1664285095066.7,-0.7,-0.3,-1.3,-0.3,3.5,7.4,7.1,0.2,-13.8,x
1664285095084.6,-1,-0.2,-1.8,-0.4,3.6,7.2,9.3,0.6,-13.3,x
1664285095100.6,-1,-0.1,-2.2,-0.4,3.7,6.9,11.8,2.7,-10,x
1664285095116.9,-1,-0.1,-2.5,-0.4,3.8,6.5,14.2,1.1,-6.5,x
1664285095135.2,-0.9,-0.1,-2.7,-0.3,3.8,6.3,14.5,0.8,-4.4,x
1664285095150.6,-0.7,0.1,-2.8,-0.2,4,6.2,13.2,-1.1,0,x
1664285095167.1,-0.7,0.1,-2.8,0,4.2,6.2,12.3,-2.8,1.7,x
1664285095184.5,-0.6,0.2,-2.6,-0.1,4.2,6.3,8.3,-5.5,4.2,x
1664285095200.4,-0.6,0.2,-2.6,-0.1,4.2,6.3,8.3,-5.5,4.2,x
1664285095217,-0.6,0.6,-2.3,0.1,4.8,6.8,6.7,-5.3,10.1,x
1664285095233.5,-0.5,0.9,-2,0.1,4.9,6.9,6.6,-4.9,12.2,x
1664285095249.9,-0.5,1.1,-1.6,0.2,5.1,7.3,5.8,-4.6,14.6,x
1664285095268.7,-0.5,1.1,-1.4,0.2,5.2,7.5,5.7,-4.3,15.5,x
1664285095284.3,-0.6,1.2,-0.8,0.1,5.3,8.1,5.3,-2.8,17.1,x
1664285095300.3,-0.8,1.2,-0.5,0,5.2,8.4,6.6,-1.2,18.4,x
1664285095316.7,-0.7,1,-0.2,0.1,5.1,8.7,3.9,-1.5,21.4,x
1664285095333.3,-0.4,1,0.2,0.4,5.1,9,2.3,-3.8,22.2,x
1664285095350,0.4,1.2,1.5,1.3,5.4,10.4,0.6,-5.6,20,x
1664285095366.9,1.1,2.7,2.2,2,6.8,11.1,10.5,-5.1,10.9,x
1664285095383.7,0.7,2.7,1.8,1.7,6.9,10.6,22.6,-0.8,5,x
1664285095403.7,-1.8,0.6,-0.2,-0.9,4.7,8.6,7.8,20.9,4.7,x
1664285095416.8,-2.2,-0.2,1.2,-1.3,3.9,10.1,-44.3,18.2,16.1,x
1664285095434.1,-1.5,-0.2,3.2,-0.7,3.9,12.1,-59.9,0,19.4,x
1664285095450.2,-0.8,-0.1,5.8,0.1,3.8,14.7,-48.8,-26.9,13.2,x
1664285095467.5,-1.4,0,5.3,-0.4,3.8,14.3,-0.9,1.2,1.1,x
1664285095484.5,-2.1,0.1,4.2,-1.1,3.9,13.2,12.1,18.5,-0.2,x
1664285095500.6,-2.7,0.1,2.2,-1.8,3.9,11.1,22.8,33.6,6.8,x
1664285095518.1,-2.5,0.2,0.5,-1.7,4.1,9.4,13.5,26.1,14.7,x
1664285095533.7,-2.2,0.4,0,-1.4,4.3,8.9,4.5,19.4,17.5,x
1664285095550.4,-1.5,0.7,-0.7,-0.8,4.7,8.3,-9.5,4.5,22.5,x
1664285095567.2,-1.2,0.8,-0.9,-0.4,4.7,8,-13.9,0.1,25,x
1664285095592.4,0,0.7,-1.5,0.8,4.5,7.5,-20.8,4.5,30.9,x
1664285095600.3,0.3,0.6,-1.6,1.2,4.3,7.4,-21.4,7.4,30.1,x
1664285095617,0.3,0.5,-1.4,1.2,4.2,7.6,-21.7,12.3,23.3,x
1664285095633.9,0.2,0.5,-1.2,1.1,4.2,7.8,-20.5,11.9,19.4,x
1664285095650.6,-0.2,0.6,-0.9,0.6,4.2,8.2,-9.9,6.3,12.1,x
1664285095667,-0.5,0.6,-0.9,0.3,4.2,8.2,-1.5,3.3,9.6,x
1664285095683.9,-0.6,0.7,-1.7,0.2,4.3,7.4,20.5,4,9.7,x
1664285095700.6,-0.5,0.8,-2.7,0.3,4.4,6.4,24.3,8.7,10.5,x
1664285095717,-0.6,0.7,-3,0.1,4.4,6,16.7,6.7,9.2,x
1664285095734.3,-0.6,0.6,-2.9,0.1,4.4,6.1,11.8,3.3,9.3,x
1664285095750.1,-0.6,0.5,-2.8,0.4,4.3,6.4,5.3,-3.7,8.5,x
1664285095767,-0.3,0.6,-2.5,0.5,4.4,6.5,3.4,-5.8,6,x
1664285095783.7,-0.2,0.8,-2.3,0.6,4.6,6.7,2.6,-1.7,-0.1,x
1664285095800.7,-0.5,1,-1.9,0.4,4.8,7.1,2.3,4.8,-5.3,x
1664285095817.4,-0.7,1.2,-1.7,0.1,5,7.3,5.5,7.8,-7.1,x
1664285095833.8,-0.7,1.2,-1.7,0.1,5.1,7.3,7,6.9,-6.8,x
1664285095850.1,-0.6,1.4,-1.6,0.2,5.4,7.5,8.2,-0.1,-8.3,x
1664285095866.9,-0.5,1.7,-0.7,0.3,5.6,8.2,6.9,-3.3,-12.6,x
1664285095883.6,-0.6,1.8,-0.4,0.1,5.7,8.5,9,-4.8,-14.3,x
1664285095900.4,-0.8,1.9,-0.1,0,5.9,8.8,13.7,-8.3,-16,x
1664285095916.9,-0.9,2,-0.1,-0.1,5.9,8.8,15.1,-8.6,-16,x
1664285095933.9,-0.9,2,0.2,-0.2,6,9.1,12.4,-5.1,-12.6,x
1664285095950.2,-0.4,2.5,1,0.3,6.5,9.9,1.8,-6.3,-8.1,x
1664285095984.3,-0.8,1.8,1.7,0,5.8,10.6,-8.8,-10,-9.2,x
1664285096000.3,-1,1.3,1.8,-0.3,5.4,10.7,-15.1,-6.6,-7.2,x
1664285096016.8,-0.5,0,3.4,0.3,4,12.4,-37.7,-4.6,-1.5,x
1664285096033.4,0.2,-0.1,3.8,1,3.8,12.7,-33.6,-13.7,-4.4,x
1664285096050.2,1.2,0.5,3.4,2,4.3,12.4,-0.9,-21.5,-19.4,x
1664285096068.6,1.2,0.8,2.7,1.9,4.8,10.9,24.3,2.2,-31.3,x
1664285096083.8,0.6,1.1,1,1.5,5,9.9,28.6,19.1,-34.2,x
1664285096100.5,-0.2,1.3,-0.1,0.5,5.2,8.9,18.9,38.9,-33.7,x
1664285096117.2,-0.7,1.1,-0.1,-0.1,5.1,8.8,8.9,35.2,-31.6,x
1664285096134,-1.2,0.6,0.5,-0.7,4.6,9.4,-12.2,11.3,-24.6,x
1664285096150.3,-0.7,0.4,1.2,-0.3,4.3,10.2,-17.4,-9.1,-13.5,x
1664285096181.1,-0.5,-0.1,0.3,-0.1,3.8,9.3,0.5,1.1,-5.4,x
1664285096184.2,-0.5,-0.1,0.3,-0.1,3.8,9.3,0.5,1.1,-5.4,x
1664285096200.4,-0.5,-0.4,-0.5,0,3.6,8.5,7.6,10.7,-1.4,x
1664285096216.8,-0.6,-0.7,-1.2,-0.2,3.3,7.8,9.6,8.3,-0.3,x
1664285096241.9,-0.7,-0.8,-1.6,-0.3,3.2,7.4,11.9,-6.3,-0.2,x
1664285096250.1,-0.6,-0.8,-1.9,-0.3,3.2,7.1,13.7,-9.6,0.3,x
1664285096266.7,-0.6,-0.7,-2.2,-0.2,3.3,6.8,15.4,-9.5,1.3,x
1664285096283.4,-0.4,-0.5,-2.7,0.1,3.5,6.2,14.2,-4.3,3.8,x
1664285096300.2,-0.3,-0.6,-2.8,0.2,3.5,6.1,8.7,-1.9,5.3,x
1664285096316.8,0,-0.4,-2.8,0.5,3.7,6.1,7.6,-5.3,6,x
1664285096333.5,0,-0.4,-2.8,0.5,3.8,6.1,8,-6.9,4.7,x
1664285096350.4,-0.1,0.1,-2.6,0.4,4.2,6.2,6.6,-8.1,1.9,x
1664285096367,-0.1,0.3,-2.6,0.4,4.5,6.3,6.3,-8.1,1.7,x
1664285096383.9,0,0.7,-2.6,0.6,4.9,6.2,5.9,-8.1,4.2,x
1664285096401,0.3,0.8,-2.5,0.9,5.1,6.4,2.4,-7,6.1,x
1664285096417,0.4,0.9,-2.2,1,5.2,6.6,0.3,-7.3,6,x
1664285096433.7,0.4,1.2,-1.5,1,5.4,7.3,-1.9,-5.9,2.1,x
1664285096452.6,0.3,1.5,-1,0.9,5.7,7.8,1.8,-4.6,-0.8,x
1664285096466.9,0.2,1.6,-1,0.8,5.8,7.9,4.3,-3,-1.8,x
1664285096483.7,0,1.7,-0.8,0.6,5.9,8,5.6,2.2,-2.5,x
1664285096500.5,-0.1,1.9,-0.7,0.5,6.2,8.1,4.7,1.4,-2,x
1664285096518.1,0.4,2.2,0,1,6.5,8.9,-1.1,-0.8,0.8,x
1664285096533.9,0.6,2.3,0.6,1.2,6.6,9.4,-6.2,0.6,0.2,x
1664285096550.4,0.4,2.6,2.1,1,6.8,10.9,-8.7,4.1,-4.8,x
1664285096568,-0.6,2.4,2.7,0,6.6,11.5,-0.3,2.2,-5.4,x
1664285096590.9,-1.7,0.6,1.6,-1.1,4.8,10.4,-1.7,6.2,1.3,x
1664285096603.7,-1.5,0.4,1.7,-0.9,4.6,10.5,-13.2,5.5,4.2,x
1664285096617,-0.7,0.2,3.2,-0.1,4.3,12.1,-31.6,-11.8,6.1,x
1664285096633.7,-0.3,0.2,3.8,0.3,4.3,12.7,-23.9,-25.5,1.9,x
1664285096650.2,-0.5,0.4,3.8,0.2,4.5,12.7,-1.9,-8.5,-4.4,x
1664285096667,-1,0.2,3.2,-0.3,4.3,12.1,5.1,10,-4.3,x
1664285096684.1,-1.8,-0.3,2.3,-1.2,3.8,11.2,8,26.5,-0.4,x
1664285096700.6,-1.4,-0.4,1.7,-0.9,3.7,10.6,0.2,11.1,3.9,x
1664285096717,-1.2,-0.4,1.6,-0.5,4,10.3,-3.3,-0.6,3,x
1664285096733.9,-1,0.1,1,-0.5,4.2,9.9,-0.2,-11.4,-0.8,x
1664285096750.3,-0.9,0.5,-0.3,-0.3,4.6,8.6,3.9,-2.3,3.2,x
1664285096768.4,-0.4,0.6,-1.5,0.2,4.7,7.4,1.6,1.5,8.6,x
1664285096783.7,0,0.6,-2,0.6,4.7,6.9,-3.2,-0.5,10.1,x
1664285096800.5,0.3,0.4,-2,1.2,4.5,7.1,-9.7,-4.7,10.2,x
1664285096817.4,0.7,0.2,-1.2,1.4,4.3,7.7,-17.3,-17,2.3,x
1664285096836.3,0.7,0.1,-1,1.4,4.1,7.9,-13.9,-16.9,-0.7,x
1664285096850.3,0.6,0,-0.9,1.4,4,8.1,-3,-11,-8,x
1664285096866.9,0.2,-0.1,-1.3,0.9,3.9,7.6,9.1,-5.3,-16.2,x
1664285096883.8,-0.1,0,-1.7,0.7,4,7.2,14.4,-4.6,-19.2,x
1664285096901,-0.5,0,-2.5,0.2,4.1,6.4,19.7,-6.4,-22,x
1664285096917.1,-0.7,0.1,-2.6,0,4.1,6.2,17.5,-9.1,-22.2,x
1664285096933.5,-0.8,0.2,-2.6,0,4.3,6.3,12.6,-13.5,-21.3,x
1664285096950.3,-0.6,0.3,-2.4,0.2,4.4,6.5,11.4,-17.6,-21.4,x
1664285096966.9,-0.6,0.4,-2.3,0.2,4.6,6.5,12.1,-17.7,-22.5,x
1664285096983.4,-0.8,0.5,-2.2,0,4.8,6.6,14.4,-13.9,-22.9,x
1664285097000.5,-0.8,0.6,-2.3,0,4.9,6.5,14,-8,-20.9,x
1664285097017.1,-0.7,0.8,-2,0.1,5.1,6.8,5.9,-9.1,-19.5,x
1664285097033.9,-0.6,0.8,-1.7,0.2,5.1,7.1,1.5,-11.5,-20,x
1664285097050.3,-0.5,0.8,-0.8,0.3,5.2,8,-3,-19.2,-23.4,x
1664285097067.6,-0.5,0.8,-0.4,0.3,5.2,8.3,-1.8,-23.8,-25.7,x
1664285097083.6,-0.2,1,0.2,0.7,5.4,8.9,2.8,-32.9,-27.7,x
1664285097100.4,0.4,1.3,0.2,1.2,5.7,8.9,13.8,-34.5,-32.1,x
1664285097117.9,0.3,1.4,0,1.2,5.9,8.7,13.5,-15.9,-38.5,x
1664285097133.5,0,1.5,0.1,1,6,8.8,10.3,-10,-40.2,x
1664285097150.5,0.4,2.7,0.1,1.3,7.2,8.8,1.9,-13.2,-38.6,x
1664285097181,0.1,1.1,1.3,1,5.6,9.9,-34.3,-12.1,-31,x
1664285097189.3,0.1,1.1,1.3,1,5.6,9.9,-34.3,-12.1,-31,x
1664285097200.8,0.2,0,4.1,1.1,4.4,12.8,-63.3,-13.2,-30.8,x
1664285097216.8,1,0.1,5.9,1.8,4.4,14.7,-57,-23.2,-33.2,x
1664285097233.5,1.4,0.5,5.2,2.3,4.7,14.1,-11.8,-39.6,-42.2,x
1664285097250.4,1.3,1.1,2.8,2.2,5.2,11.6,22,-13.4,-46.4,x
1664285097267,0.7,1,1.6,1.6,5.2,10.4,24.3,9.1,-45.2,x
1664285097285.1,-0.3,0.4,0.9,0.5,4.7,9.6,7.3,32.3,-36.8,x
1664285097300.9,-0.2,-0.1,1.1,0.5,4.2,9.8,-18.5,-5.6,-25.3,x
1664285097317.3,0.4,-0.4,1.5,1,3.9,10.3,-24.7,-33.9,-23.7,x
1664285097340.7,0.4,-0.6,1.2,1.2,3.6,10.1,-14.3,-31.8,-24.4,x
1664285097350.4,0.4,-0.7,0.7,1.2,3.4,9.5,-4.9,-25.4,-24.8,x
1664285097366.8,0.4,-0.7,-0.8,1.2,3.5,8,13.6,-11.4,-25.7,x
1664285097384.4,0.3,-0.7,-1.8,1.2,3.5,7,18.6,-7.1,-25.5,x
1664285097400.6,0.3,-0.6,-2.7,1.1,3.6,6.1,11.7,-7.3,-28.2,x
1664285097416.8,0,-0.5,-2.4,0.8,3.8,6.3,2.3,-12.9,-31.3,x
1664285097433.8,-0.2,-0.6,-2.3,0.5,3.7,6.5,-0.2,-15.3,-31.6,x
1664285097450.2,-0.5,-0.6,-1.8,0.3,3.7,6.9,-1,-14.7,-29.4,x
1664285097467,-0.6,-0.6,-1.8,0.1,3.7,7,0.7,-12.8,-28,x
1664285097483.9,-0.6,-0.4,-1.9,0.2,4,6.8,5.5,-10.6,-23.5,x
1664285097500.4,-0.2,-0.1,-2.3,0.6,4.2,6.5,7.8,-10.9,-19.2,x
1664285097528.4,0,-0.2,-2.5,0.7,4.2,6.2,3.5,-14.2,-18.3,x
1664285097537,0,-0.1,-2.2,0.8,4.3,6.5,-3.1,-14.5,-17.1,x
1664285097550.1,0.2,0,-1.8,1,4.4,6.9,-6.9,-12.5,-16.2,x
1664285097566.7,0.5,0.3,-1.1,1.3,4.6,7.7,-8,-12.9,-17.6,x
1664285097583.8,0.6,0.4,-1,1.4,4.7,7.7,-2.5,-14.9,-20.3,x
1664285097600.5,0.4,0.7,-1.2,1.3,5.1,7.6,4.4,-14.2,-23.3,x
1664285097616.8,0.4,1.3,-1.4,1.3,5.7,7.4,7.7,-10,-24.1,x
1664285097634.1,0.3,1.5,-1.6,1.2,5.9,7.2,7.6,-7.8,-24.3,x
1664285097650,0.1,1.6,-1.5,1,6,7.2,2.5,-5.8,-22.4,x
1664285097666.7,0.2,1.5,-0.7,1,6,8,-5,-7.2,-18.7,x
1664285097683.7,0.4,1.4,-0.2,1.2,5.9,8.5,-6.3,-10.7,-17.4,x
1664285097700.4,0.8,1.6,0.5,1.6,6,9.3,-0.1,-13,-20.4,x
1664285097717.5,0.8,1.8,0.5,1.6,6.2,9.2,10.1,-8.5,-25.1,x
1664285097734.2,0.8,1.9,0.5,1.6,6.3,9.1,11.3,-2.5,-26.8,x
1664285097750.1,0.7,2.6,1.2,1.5,7.1,9.8,5.1,7.8,-29.5,x
1664285097767.8,0.1,2.2,1.2,0.8,6.7,9.8,1.5,1.6,-29.1,x
1664285097786,-0.8,1,0.8,-0.1,5.5,9.4,-11.8,-1.4,-26,x
1664285097800.4,-0.7,-0.4,1.9,0,4.1,10.6,-48.6,-20.7,-19.8,x
1664285097829,1.3,-0.2,4.6,2.1,4.1,13.4,-27.3,-59.1,-29.1,x
1664285097833.7,1.3,-0.2,4.6,2.1,4.1,13.4,-27.3,-59.1,-29.1,x
1664285097850.3,1.1,0.3,3.1,2,4.5,11.9,10.9,-29.9,-40.5,x
1664285097868.4,0,0.2,1.8,0.9,4.5,10.6,14.3,15.9,-41,x
1664285097883.8,-0.4,0,1.6,0.5,4.3,10.4,8.1,13.9,-38.2,x
1664285097900.5,-0.2,-0.4,1.5,0.6,4,10.2,-6.5,-13,-33.5,x
1664285097917,0,-0.3,1.7,0.8,4,10.5,-11.1,-28.5,-35,x
1664285097933.6,0.1,0.1,1.3,0.9,4.4,10.1,-5.4,-42.5,-38.1,x
1664285097950.3,0.2,0,-0.2,1.1,4.3,8.6,4.8,-33.5,-33.8,x
1664285097967,0.5,0,-0.8,1.4,4.3,8,6.3,-26.5,-30.5,x
1664285097983.8,0.9,-0.4,-1.5,1.8,4,7.2,0.2,-20.9,-27.9,x
1664285098000.8,1.1,-0.8,-1.4,2,3.6,7.3,-6.8,-26.6,-33.3,x
1664285098017.9,0.9,-0.8,-0.9,1.9,3.5,7.8,-5.8,-33.8,-43,x
1664285098033.5,0.6,-0.8,-0.9,1.6,3.5,7.9,-2.3,-33.5,-48,x
1664285098050.3,-0.1,-0.8,-1,0.9,3.6,7.7,5,-26,-53.4,x
1664285098067.6,-0.4,-0.6,-1.3,0.6,3.8,7.4,10.2,-19.9,-54.4,x
1664285098083.8,-0.4,-0.5,-1.4,0.6,3.9,7.3,10.2,-19.5,-54.6,x
1664285098115.9,-0.7,-0.6,-1.4,0.3,3.9,7.3,4.2,-24.4,-53,x
1664285098134.7,-0.5,-0.6,-0.9,0.5,3.9,7.8,-0.1,-29.1,-51.9,x
1664285098151.2,-0.5,-0.6,-0.5,0.5,3.9,8.2,1.4,-28,-54.2,x
1664285098166.7,-0.8,-0.6,-0.6,0.2,4,8.1,10.3,-21.2,-57.7,x
1664285098183.5,-1,-0.5,-0.7,-0.1,4,7.9,13.5,-19.2,-57.4,x
1664285098201.9,-0.9,-0.4,-1.2,0,4.3,7.4,15.6,-18,-53.3,x
1664285098216.7,-0.7,-0.3,-1.3,0.1,4.4,7.2,10.1,-20.9,-51.4,x
1664285098233.5,-0.7,-0.2,-1.2,0.2,4.5,7.3,6.3,-24.1,-51.9,x
1664285098250.2,-0.4,0,-0.7,0.5,4.8,7.9,1.4,-32.4,-53.4,x
1664285098266.9,-0.3,0.2,-0.3,0.7,5.1,8.5,2.8,-33.6,-55.1,x
1664285098283.8,-0.1,0.5,0,0.8,5.3,8.5,12.2,-29.5,-57.6,x
1664285098300.6,-0.3,0.6,-0.4,0.6,5.4,8.1,18.7,-22.5,-58.9,x
