time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1666170585173.8,-1.4,2.6,1.6,0.7,5.8,10.5,14,8.3,-2.9,x
1666170585190.5,-0.6,2.7,1.6,1.3,5.9,10.5,19.2,3.9,10.1,x
1666170585207.3,0.1,2.7,1.8,2.5,6.1,11,17.9,-8.5,17.5,x
1666170585223.8,1.7,2.8,2.8,3.9,6.2,11.9,9.7,-30.7,16.9,x
1666170585240.5,3.2,2.5,4.3,5.3,6,13.1,1.5,-46.4,6.4,x
1666170585257.5,3.2,2.2,5.5,5.8,5.8,14.3,-3.9,-47.9,-10.4,x
1666170585273.9,2.7,2.1,6,5.2,5.6,15.1,-5.7,-33.5,-26.5,x
1666170585290.5,1.5,1.5,6.4,4.3,5.1,15.4,-3.3,-9.2,-38.6,x
1666170585307.2,0,0.3,6.2,3,4.2,15.5,10,21.1,-43.8,x
1666170585323.8,-0.9,-0.5,5.6,1.4,3.1,14.7,38.3,48.7,-38.8,x
1666170585340.5,-2.4,-1.8,3.2,-0.1,2.2,12.8,72.4,66.1,-23.9,x
1666170585359.5,-2.7,-2.7,0.1,-0.7,1.6,10.1,99.9,69.1,-3.9,x
1666170585373.7,-2.6,-2.9,-1.2,-0.8,1.4,7.7,112,57.5,15,x
1666170585390.6,-2.3,-2.9,-3,-0.6,1.6,6.1,109.3,35.7,28.6,x
1666170585407.2,-2.1,-2.8,-3.4,-0.4,2,5.4,95.2,6.9,38.4,x
1666170585423.9,-1.7,-2.6,-3.5,0,2.4,5.1,74,-20.6,45.6,x
1666170585440.5,-1.3,-2.5,-3.3,0.9,2.7,5.6,74,-20.6,45.6,x
1666170585457.1,-0.4,-2.2,-2.1,1.8,3.1,6.5,33.3,-44.4,39.5,x
1666170585473.9,0,-1.7,-0.9,2.1,3.5,7.5,21,-43.4,26.3,x
1666170585490.5,-0.5,-1.2,0.1,1.9,3.9,8.3,12.7,-36.7,14.2,x
1666170585511.8,-0.5,-1.2,0.1,1.9,3.9,8.3,12.7,-36.7,14.2,x
1666170585523.9,-1.3,-1.2,1.4,1.5,4.1,9.1,8.5,-26.9,5.5,x
1666170585540.5,-2,-1.3,1.7,0.5,3.9,9.9,14.7,0.2,1.8,x
1666170585557.1,-2.2,-1.4,1.6,0.2,3.8,9.6,23.5,15.5,4.8,x
1666170585573.7,-2.2,-1.5,1.2,0.2,3.8,9.6,23.5,15.5,4.8,x
1666170585590.5,-2.2,-1.4,-0.6,0.1,3.9,7.7,30.8,42.1,7.2,x
1666170585626.5,-2.5,-0.9,-1.7,-0.6,4.5,6.4,24.4,51.3,11.6,x
1666170585640.4,-2.7,-0.6,-1.8,-0.9,4.8,6.3,21.3,46.8,18.2,x
1666170585657.1,-2.7,-0.5,-1.8,-0.9,5.1,6.3,18.8,39.9,26.8,x
1666170585673.7,-2.4,-0.1,-1.5,-0.7,5.4,6.5,16.9,29.7,35.5,x
1666170585690.5,-1.7,0.2,-0.7,-0.1,5.7,7.2,17.6,19.4,42.2,x
1666170585707.2,-0.9,0.3,0.1,0.6,5.8,7.9,23.4,11.4,44.3,x
1666170585723.8,-0.7,0.3,0.3,1.1,5.9,8.3,31.7,6.8,43.2,x
1666170585740.4,-0.5,0.2,0.2,1.3,5.8,8.1,37.4,7.5,42.1,x
1666170585757.1,-0.3,0.1,0,1.6,5.8,7.8,37.1,14.4,40.6,x
1666170585773.8,0,0,-0.2,1.9,5.8,7.6,33.7,23.4,37.7,x
1666170585790.5,0.3,-0.2,-0.3,2.2,5.7,7.5,30.7,31.6,33.2,x
1666170585807.1,0.4,-0.4,-0.4,2.3,5.4,7.3,30.2,38.9,28.5,x
1666170585823.8,0.4,-0.9,-0.8,2.2,5.1,6.9,29.5,44.3,26.2,x
1666170585840.4,0.2,-1,-1.2,2,5,6.5,26.3,46.6,26.5,x
1666170585857.1,0.2,-1,-1.3,1.9,5.1,6.3,20.5,45.9,27.7,x
1666170585873.8,0.2,-0.8,-1.5,1.9,5.3,6.1,12.3,43,26.8,x
1666170585890.5,0.3,-0.9,-1.9,1.9,5.1,5.8,0.3,41.6,25.4,x
1666170585907.1,0.5,-0.8,-1.9,2.1,5.3,5.8,-20,30.4,21.8,x
1666170585923.8,0.6,-0.6,-1.6,2.1,5.3,5.8,-20,30.4,21.8,x
1666170585940.5,0.6,0.1,0.7,2.3,5.9,8.2,-68.7,-21,11.3,x
1666170585958,0.3,-0.4,2.1,1.8,5,10.3,-68.6,-36.6,6.1,x
1666170585973.9,-0.9,-1.4,3.9,1,4,11.9,-50.1,-26.8,15.4,x
1666170585999.6,-0.9,-2.1,4.4,0.9,3.3,12.5,-19.5,-1.5,32.5,x
1666170586007.1,-0.7,-2.2,3.9,1.2,3.2,11.7,7.9,19.3,47,x
1666170586023.8,-0.5,-1.8,2,1.5,3.5,10.1,22.6,24.3,57.4,x
1666170586040.8,0,-1.6,0.3,1.9,3.7,8.6,27.4,18.5,63.9,x
1666170586057.1,0.3,-1.6,-0.3,2.4,3.7,7.6,26.4,10.6,65.4,x
1666170586073.8,0.8,-1.8,-1.1,3,3.5,6.9,24.5,5.9,62.9,x
1666170586090.5,1.1,-2,-1.8,3.3,3.4,6.3,21.9,3.3,57.6,x
1666170586107.1,1.1,-1.9,-2.1,3.4,3.5,5.7,15.3,-0.3,49.7,x
1666170586123.7,1.2,-1.4,-2.8,3.6,3.9,5.1,2.3,-3.7,38.5,x
1666170586140.5,1.2,-1.1,-3.3,3.6,4.1,4.6,-16.7,-4.6,23.7,x
1666170586157.1,1.1,-0.9,-3.5,3.5,4.3,4.5,-40.3,-4,7,x
1666170586173.8,0.4,-0.6,-3.1,2.9,4.4,4.8,-63,-3.4,-7,x
1666170586190.5,-0.5,-0.5,-2,2.1,4.3,5.8,-80.7,-2.4,-15.1,x
1666170586207.1,-0.8,-0.5,-1.3,1.5,4.2,7.1,-88.8,1.8,-16.7,x
1666170586223.7,-0.8,-0.5,-1.3,1.5,4.2,7.1,-88.8,1.8,-16.7,x
1666170586240.4,-1.3,-0.4,0,0.7,4.3,9.1,-87.7,8.5,-14.8,x
1666170586260.8,-1.7,0.1,0.9,0.7,4.3,9.1,-79.4,17.9,-11.6,x
1666170586273.7,-2,0.7,1.2,0.2,4.7,9.8,-53.3,29.4,-1.4,x
1666170586290.5,-2.1,1,1,0.1,4.8,9.7,-41.7,31.8,8.2,x
1666170586307.1,-2,1.2,0.9,0.1,5,9.7,-32.2,33.2,20.1,x
1666170586323.7,-1.8,1.4,0.9,0.4,5.3,9.8,-32.2,33.2,20.1,x
1666170586340.4,-0.9,2,1.1,0.9,5.6,9.9,-14.1,28.7,35.8,x
1666170586357.1,-0.7,2.2,1.2,1.3,5.9,10.2,-6.6,25.7,38.9,x
1666170586373.7,-0.1,2.5,1.7,1.8,6.1,10.6,0.1,23.2,40,x
1666170586390.4,0.7,2.7,2.4,2.4,6.3,11.2,5.9,20.1,38,x
1666170586407.2,1.1,2.7,2.8,3,6.3,11.8,9.8,18.2,32.1,x
1666170586423.8,1.6,2.5,3.3,3.5,6.2,12.3,10.3,21.6,24.5,x
1666170586440.8,1.8,2.1,3.6,3.6,5.8,12.5,6.2,28.6,17.1,x
1666170586457.1,1.7,2,3.8,3.4,5.7,12.9,-0.6,35.3,11.3,x
1666170586473.7,1.6,2,4,3,5.6,13.3,-0.6,35.3,11.3,x
1666170586490.5,0.7,1.6,4.7,2.4,5.3,13.7,-4.3,39.3,6.6,x
1666170586507.3,0.2,1.3,4.8,1.5,4.9,14.1,10,38.8,10.3,x
1666170586524.5,-0.2,1,4.9,0.8,4.3,13.9,10,38.8,10.3,x
1666170586552.4,-0.4,-0.5,3.2,0.8,3.6,12.7,63.6,42.5,33.4,x
1666170586557.1,0,-0.9,2,1.3,3.1,10.8,85,37.9,43,x
1666170586573.7,0.3,-1.2,-0.2,1.5,3.1,8.8,91.5,22.9,50.1,x
1666170586590.4,0.8,-1,-1.4,2,3.4,7.7,84.7,1.9,52.8,x
1666170586607,1.1,-0.8,-1.5,2.6,3.9,7.3,68.2,-16.3,46.9,x
1666170586642.4,1.5,-1.3,0.2,3.1,3.7,8.6,39.5,-4.1,23.5,x
1666170586657.1,1.1,-1.5,0.6,2.6,3.4,9.2,41,15,14.7,x
1666170586673.8,0.2,-1.8,0.8,1.8,3.3,9.3,51.2,22.5,12.3,x
1666170586690.4,-0.4,-1.8,0.1,1.2,3.4,8.7,62.6,15.2,16,x
1666170586707.1,-0.3,-1.7,-0.4,1.3,3.6,7.9,67.1,-1.1,22,x
1666170586723.7,0.6,-1.6,-1,2.2,3.9,7.2,65.3,-15.9,23.7,x
1666170586740.5,1.8,-1.5,-1.3,3.2,4,6.9,59.5,-23.5,16.7,x
1666170586757.1,2.1,-1.5,-1.4,3.8,4.2,6.6,52.5,-21.2,3.2,x
1666170586773.7,2.1,-1.5,-1.6,3.9,4.3,6.3,45.9,-10.6,-11.4,x
1666170586790.4,1.6,-1.6,-2.1,3.5,4.3,5.8,38.1,2.3,-23.3,x
1666170586807.1,1.3,-1.6,-2.3,3,4.4,5.5,30.2,10.1,-29.7,x
1666170586831.6,0.8,-1.6,-2.4,2.3,4.5,5.2,20.9,7.3,-37.7,x
1666170586840.5,0.7,-1.6,-2.5,2.3,4.5,5.2,20.9,7.3,-37.7,x
1666170586860.4,0.4,-1.6,-2.5,1.8,4.5,5.2,17,2.1,-38.5,x
1666170586873.7,0.3,-1.7,-2.4,1.8,4.5,5.2,13.5,-4.6,-37,x
1666170586890.4,0.4,-1.6,-2.2,1.8,4.6,5.2,11.4,-14.1,-35.1,x
1666170586907.1,0.5,-1.7,-2.2,1.9,4.6,5.2,8.6,-28.4,-35.8,x
1666170586923.8,0.6,-1.6,-2.3,2,4.6,5.1,0.8,-42.5,-38.5,x
1666170586940.4,0.7,-1.6,-2.3,2.2,4.6,5.3,-13.2,-49.5,-43.5,x
1666170586957.1,0.8,-1.8,-1.6,2.2,4.4,5.9,-29.1,-45.2,-49.4,x
1666170586973.7,0.3,-2.1,-0.6,1.8,4.1,6.8,-40.9,-35.7,-53.2,x
1666170586990.4,-0.1,-2.1,0.1,1.4,4,7.5,-46.7,-26.4,-52.7,x
1666170587007.1,-0.1,-2.1,0.3,1.4,3.9,8,-53.4,-28.6,-50,x
1666170587023.8,0.4,-1.6,0.7,1.8,4.2,8.3,-64.5,-37.8,-49.6,x
1666170587040.4,0.6,-1,1.6,2,4.6,9.2,-79.7,-50.4,-53.4,x
1666170587057.1,0.5,-0.6,2.4,1.8,4.9,10.6,-94.2,-55.9,-57.5,x
1666170587073.8,-0.1,-0.3,4.8,1.4,5,12.8,-96,-44.9,-57.8,x
1666170587090.5,-0.2,-0.4,6,1.1,4.5,14.7,-77.9,-21.3,-55.7,x
1666170587107.1,-0.7,-0.8,6.9,0.6,4.1,15.2,-43.9,2.1,-46.6,x
1666170587123.8,-1,-0.9,5.5,0.3,4,14.1,-10.8,12.7,-32,x
1666170587140.4,-0.8,-0.8,4.2,0.7,4.1,12.1,9.7,3,-15.5,x
1666170587157.1,0.3,-0.7,2.1,1.8,4.3,10.4,18.6,-17.9,-5.3,x
1666170587173.7,2.1,-0.7,0.4,3.3,4.3,9,20.4,-31,-9.5,x
1666170587190.4,2.4,-0.8,-0.4,3.8,4.2,7.6,14.3,-31.9,-23.8,x
1666170587207.2,2,-0.8,-1.9,3.3,4.3,6.3,0.7,-23.3,-38,x
1666170587223.8,1.3,-0.8,-2.9,2.8,4.2,5.6,-15.3,-11.1,-49.3,x
1666170587240.5,1.1,-0.9,-3.1,2.3,4.1,5.2,-29,-0.8,-58.3,x
1666170587257,0.5,-1,-3.2,1.7,4,5.2,-36.1,1.1,-63.7,x
1666170587273.7,0.1,-0.9,-3.1,1,4,5.4,-36.1,1.1,-63.7,x
1666170587290.4,-0.7,-0.8,-2.8,0.6,4,5.6,-33.6,-19.6,-61.9,x
1666170587311.1,-0.7,-0.8,-2.8,0.6,4,5.6,-33.6,-19.6,-61.9,x
1666170587323.7,-0.9,-0.7,-2.7,0.2,4.1,5.9,-27.6,-29.5,-57.7,x
1666170587340.3,-0.8,-0.5,-2.5,0.3,4.2,6,-18.2,-41.3,-49.4,x
1666170587357.9,-0.9,-0.4,-2.4,0.3,4.3,6.1,-17.2,-44.6,-45.1,x
1666170587374,-0.7,-0.1,-2.2,0.5,4.5,6.3,-18.8,-46.2,-41.4,x
1666170587391,-0.5,0.1,-2,0.8,4.8,6.6,-23.4,-44.9,-41.5,x
1666170587407.1,-0.2,0.6,-1.7,1.2,5.2,6.9,-33.7,-43.7,-45.9,x
1666170587424,0,0.9,-1.4,1.5,5.6,7.5,-33.7,-43.7,-45.9,x
1666170587440.4,0.1,1.3,-0.3,1.4,5.7,8.7,-62.4,-33.6,-60,x
1666170587457,-0.5,1.4,1.5,0.8,5.6,10.2,-66.2,-20,-62,x
1666170587473.8,-1.4,1.2,2.9,0,5.3,11.5,-58.5,-1.1,-56.9,x
1666170587503,-2.5,1.3,3.5,-1,5.2,12.2,-41.3,15.4,-43.3,x
1666170587508.1,-2.8,1.5,3.4,-1.8,5.5,12.2,-20.3,21.7,-23.4,x
1666170587524.7,-3,2.1,2.4,-2,6,11.5,-5.5,19.2,-2.7,x
1666170587540.4,-1.9,2.7,1.8,-1.3,6.4,10.8,-8.2,1.7,15.6,x
1666170587557,-1.3,3.1,2,-0.2,7,11.1,-27.2,-24.6,27.2,x
1666170587573.7,-0.5,3.4,4,0.6,7.2,12.8,-41.5,-38.3,31.6,x
1666170587590.4,-0.1,3.2,5.2,1.3,6.6,14.8,-35.7,-28.9,28.8,x
1666170587607.1,0.1,2.2,6.5,1.3,5.8,15.7,-13.5,-3.2,24.9,x
1666170587623.7,-1,1.5,5.6,0.4,5.3,15,15,24.7,27.6,x
1666170587640.4,-1.8,0.9,3.2,-0.4,4.8,13.1,42.1,45.7,37.1,x
1666170587658,-1.8,0.5,1.9,-0.6,4.3,10.9,63.2,53.1,47.6,x
1666170587673.9,-1.7,-0.1,-0.5,-0.6,4,8.9,74.8,45.3,57,x
1666170587690.4,-1.7,-0.2,-1.3,-0.6,4,7.4,75,23.6,65.5,x
1666170587707.1,-1.5,-0.2,-2.2,-0.4,4.1,6.8,64.5,-4.1,72.9,x
1666170587723.8,-1.2,-0.3,-2.1,0.4,4.1,7.1,64.5,-4.1,72.9,x
1666170587740.4,0.6,-0.8,-0.2,1.7,3.9,8.2,39.8,-29,75.3,x
1666170587757.1,1,-1,0.5,2.6,3.7,9.3,38.9,-22.3,65.2,x
1666170587773.7,1.1,-1,1.3,2.8,3.8,9.9,45.4,-10.5,52.3,x
1666170587790.3,0.9,-1,1.2,2.5,3.8,9.6,52.3,1,39.5,x
1666170587807.2,0.2,-1.2,0.2,1.9,3.7,8.7,52,10,30.9,x
1666170587823.7,-0.2,-1.4,-0.3,1.4,3.5,7.9,52,10,30.9,x
1666170587840.4,-0.8,-1.8,-0.9,1.1,3.4,7.5,41.7,12.8,27.1,x
1666170587857.1,-0.9,-1.9,-1,1,3.3,7.3,39.8,9.6,26.9,x
1666170587873.6,-0.8,-2,-1.1,1.1,3.1,7.1,39.8,9.6,26.9,x
1666170587890.4,-0.6,-2.3,-1.4,1.3,2.9,6.7,41.6,9.1,22.4,x
1666170587907.1,-0.4,-2.5,-1.9,1.4,2.9,6.2,40.2,11.8,18.4,x
1666170587923.9,-0.5,-2.5,-2.6,1.3,2.9,5.6,34.7,15,14.5,x
1666170587940.8,-0.6,-2.5,-2.9,1.2,3,5.2,25.9,18.2,11.7,x
1666170587957.2,-0.6,-2.5,-2.9,1.2,3.1,5.1,17.3,19.2,11.4,x
1666170587973.8,-0.5,-2.3,-2.7,1.3,3.2,5.2,10.4,17,11.9,x
1666170587990.5,0,-2,-2.4,1.6,3.4,5.5,5.6,13.2,11,x
1666170588007.3,0.3,-1.9,-2.2,2,3.6,5.7,1,7,7.8,x
1666170588023.7,0.5,-1.6,-1.8,2.3,3.8,6,-4.7,-1.5,3.8,x
1666170588040.3,0.7,-1.5,-1.5,2.5,4,6.5,-12.8,-10.3,-0.6,x
1666170588057.1,0.9,-1.3,-0.8,2.7,4.1,7.1,-22.4,-10.9,-5.8,x
1666170588073.7,1.3,-1.2,-0.2,3.1,4.1,7.7,-31.8,-0.6,-13.2,x
1666170588090.4,1.5,-1.1,-0.1,3.4,4.1,7.9,-44.6,11.9,-22.7,x
1666170588107.1,2,-0.8,0,3.7,4.4,8.2,-64.7,14.9,-33.4,x
1666170588126.2,2.2,0.1,0.9,3.8,5,9,-89.2,0.9,-46,x
1666170588140.5,1.7,0.5,1.7,3.1,5.3,10.5,-110.9,-23.4,-55.5,x
1666170588157,0.5,0.8,4.1,2.1,5.3,12.7,-117.8,-33.4,-56.4,x
1666170588173.9,0.1,0.6,5.6,1.6,4.5,15.2,-117.8,-33.4,-56.4,x
1666170588190.4,-0.2,-0.2,7.4,1.3,3.8,16.2,-54.6,13.3,-39.2,x
1666170588207,-0.4,-0.4,7.2,1.3,3.8,16.2,-54.6,13.3,-39.2,x
1666170588223.7,-0.7,0,3.1,0.7,4,12.5,28.8,31.3,-3.3,x
1666170588240.4,0.1,0.3,0.7,1.1,4.3,10.3,42.4,4.1,12.4,x
1666170588257.3,0.8,0.4,-0.2,2.2,4.6,8.7,42.9,-25.1,19.4,x
1666170588273.7,2.1,0.5,-1.3,3.5,4.9,7.6,34.8,-41.4,13.4,x
1666170588290.3,2.5,0.6,-1.7,4.1,5,6.9,19.4,-42.6,-2.4,x
1666170588307.1,2.6,0.7,-2,4.1,5,6.9,19.4,-42.6,-2.4,x
1666170588323.7,1.8,0.5,-1.7,3.6,5,6.8,-16.9,-24.1,-39.2,x
1666170588340.3,1.4,0.3,-1.4,3,4.7,7.4,-26.1,-10.9,-53.1,x
1666170588357,0.5,0,-0.8,2.2,4.3,8,-25.5,0.1,-61.3,x
1666170588373.7,0,-0.2,-0.6,1.3,4.1,8.1,-25.5,0.1,-61.3,x
1666170588390.3,-0.9,-0.4,-0.8,0.6,4,7.9,-5.8,8.8,-58.8,x
1666170588407.1,-1.3,-0.5,-1.4,0.6,4,7.9,-5.8,8.8,-58.8,x
1666170588433.5,-1.3,-0.6,-2.4,0,3.9,6.5,13.2,2.4,-46,x
1666170588440.3,-1.3,-0.6,-2.4,0,3.9,5.7,14.8,-3.6,-39.7,x
1666170588457,-1.1,-0.4,-3.4,0.2,4.1,5.2,10.5,-9,-35.4,x
1666170588473.7,-0.7,-0.2,-3.5,0.5,4.3,5.1,2,-12.5,-33.8,x
1666170588490.3,-0.6,-0.1,-3.4,0.5,4.5,5.3,-9.3,-15.8,-34,x
1666170588507,-0.7,0.3,-2.8,0.5,4.8,5.8,-20.7,-18.2,-34,x
1666170588523.7,-0.7,0.5,-1.6,0.5,5,6.8,-30.5,-19.5,-33.6,x
1666170588540.4,-0.7,0.7,-0.9,0.5,5.1,8,-35.9,-15.9,-33.1,x
1666170588557,-0.9,0.9,0.4,0.2,5.2,9,-36.4,-6.5,-31.9,x
