time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664105999970.9,16.1,22.7,7.6,x
1664106000006.1,16.3,22.9,7.9,x
1664106000037.1,16.3,23.2,8.1,x
1664106000058.7,16.3,23.3,8.2,x
1664106000087.1,16.3,23.4,8.3,x
1664106000103.8,16.5,23.4,8.1,x
1664106000120.4,16.6,23.5,7.8,x
1664106000139.1,16.6,23.6,7.6,x
1664106000154.8,16.5,23.6,7.5,x
1664106000171.1,16.4,23.8,7.4,x
1664106000188.5,16.3,24,7.3,x
1664106000204.6,16.2,24,7.2,x
1664106000237.1,16,23.9,7,x
1664106000254.4,16,23.7,6.9,x
1664106000270.9,16,23.3,6.7,x
1664106000287.2,15.8,22.9,6.4,x
1664106000304.3,15.7,22.9,6.2,x
1664106000321.5,15.3,23,5.8,x
1664106000370.4,14.6,23.5,5.5,x
1664106000387,14.4,23.4,5.7,x
1664106000408.1,14.2,23.3,6.1,x
1664106000420,14.1,23.3,6.3,x
1664106000437.2,13.9,23.4,6.5,x
1664106000455.1,13.9,23.5,6.6,x
1664106000470.6,13.9,23.5,6.5,x
1664106000487,13.9,23.6,6.2,x
1664106000504.8,14,23.6,6,x
1664106000520.4,14,23.7,5.8,x
1664106000537.1,14,23.6,6,x
1664106000555.7,14,23.5,6.1,x
1664106000571.3,13.9,23.4,6.3,x
1664106000593.9,13.9,23.3,6.5,x
1664106000604.2,13.9,23.2,6.6,x
1664106000620.4,13.9,23.1,6.7,x
1664106000637.2,13.8,23.1,6.8,x
1664106000671.1,13.8,23.3,7.1,x
1664106000687.2,13.8,23.4,7.2,x
1664106000704.1,13.8,23.4,7.3,x
1664106000720.6,13.7,23.6,7.5,x
1664106000738.3,13.8,23.8,7.6,x
1664106000754,13.9,24,7.6,x
1664106000770.8,14,24.3,7.5,x
1664106000788.2,14.2,24.7,7.3,x
1664106000804,14.3,24.9,7.2,x
1664106000861.1,14.6,25.6,6.9,x
1664106000920.3,14.5,25.6,6.7,x
1664106000937.1,14.3,25.9,6.5,x
1664106000955.3,14.3,26.1,6.4,x
1664106000971.4,14.3,26.4,6.4,x
1664106001004.7,14.4,26.2,6.7,x
1664106001020.7,14.5,26,6.6,x
1664106001037.1,14.7,26,6.4,x
1664106001075,14.9,25.9,6.1,x
1664106001087.1,14.9,25.8,6,x
1664106001105.1,15,25.6,6,x
1664106001120.3,15,25.7,6.1,x
1664106001171,14.8,25.7,6.1,x
1664106001196.2,14.7,25.7,5.9,x
1664106001220.4,14.6,25.9,5.5,x
1664106001240.2,14.5,25.8,5.4,x
1664106001270.2,14.3,25.6,5.5,x
1664106001286.6,14.2,25.6,5.6,x
1664106001304,14.2,25.7,5.6,x
1664106001320.3,14,25.9,5.5,x
1664106001354.9,13.6,26.2,5.3,x
1664106001378.7,13.1,26.4,5.2,x
1664106001389.3,12.9,26.4,5.2,x
1664106001404.1,12.6,26.5,5.2,x
1664106001428.3,11.9,26.5,5.1,x
1664106001439.8,11.6,26.5,5.1,x
1664106001455.3,11.3,26.5,5,x
1664106001471,10.7,26.3,4.9,x
1664106001487.3,10.4,26.2,4.8,x
1664106001504.2,9.7,25.9,4.8,x
1664106001520.5,9,25.6,4.7,x
1664106001537.1,8.4,25.4,4.6,x
1664106001554,8,25.4,4.6,x
1664106001571.2,7.2,25.7,4.5,x
1664106001590.6,6.4,26.1,4.7,x
1664106001604,6.1,26.3,4.8,x
1664106001620.3,5.3,26.6,5.3,x
1664106001636.9,4.9,26.6,5.5,x
1664106001654.3,4.2,26.6,5.8,x
1664106001670.8,3.7,26.5,6,x
1664106001686.9,3.5,26.3,6,x
1664106001704.9,3.4,26.2,5.8,x
1664106001721.4,3.3,26.1,5.5,x
1664106001744.9,3.1,26,5.1,x
1664106001779.9,2.8,25.8,4.3,x
1664106001803.3,2.6,25.7,4,x
1664106001820.3,2.4,25.6,3.7,x
1664106001837.1,2.1,25.7,3.4,x
1664106001854.5,2,25.7,3.3,x
1664106001870.8,1.7,25.8,3.1,x
1664106001888.6,1.5,25.8,3,x
1664106001929,1.3,25.8,2.7,x
1664106001953.3,1.2,25.8,2.4,x
1664106001970,1.1,25.8,2.2,x
1664106001986.7,1.1,25.9,1.9,x
1664106002003.8,1.1,25.9,1.8,x
1664106002020.1,1.1,26,1.6,x
1664106002036.9,0.9,26.2,1.3,x
1664106002071.5,0.6,26,1,x
1664106002087.6,0.2,25.8,0.8,x
1664106002103.9,0,25.6,0.7,x
1664106002120.5,359.6,25.2,0.6,x
1664106002191.4,357.5,24.4,1,x
1664106002203.5,357.2,24.4,1.2,x
1664106002220.5,356.6,24.7,1.7,x
1664106002239.1,356.1,24.9,2.1,x
1664106002261,355.7,25.1,2.3,x
1664106002270.3,355.6,25.1,2.3,x
1664106002290.2,355.5,25.2,2.3,x
1664106002304.2,355.5,25.1,2.3,x
1664106002320.4,355.4,24.9,2.3,x
1664106002337.1,355.4,24.7,2.3,x
1664106002355.8,355.4,24.5,2.3,x
1664106002395.3,355.3,24.2,2.3,x
1664106002405.3,355.3,24.1,2.3,x
1664106002420,355.4,24,2.2,x
1664106002437,355.4,23.9,2.1,x
1664106002454.5,355.4,23.9,2.2,x
1664106002470.8,355.3,23.9,2.2,x
1664106002505.3,355.1,24.2,2.2,x
1664106002520.5,354.9,24.5,2.2,x
1664106002538.9,354.8,24.7,2.2,x
1664106002570.5,354.7,24.9,2.2,x
1664106002586.4,354.6,25,2.2,x
1664106002603.8,354.5,25.1,2.2,x
1664106002619.8,354.3,25.4,2.2,x
1664106002636.7,354.1,25.6,2.2,x
1664106002669.6,353.9,25.7,2.1,x
1664106002686.8,353.9,25.7,2,x
1664106002704.1,353.9,25.5,1.8,x
1664106002720.3,353.9,25.2,1.4,x
1664106002736.8,353.9,25,1.2,x
1664106002787.3,352.8,24.9,-0.1,x
1664106002809.9,352.3,24.7,-0.3,x
1664106002819.9,352,24.6,-0.4,x
1664106002839.4,351.5,24.8,-0.7,x
1664106002857.5,351,25.1,-0.8,x
1664106002870.3,350.8,25.3,-0.8,x
1664106002887,350.4,25.6,-0.9,x
1664106002904.7,350.3,25.7,-0.9,x
1664106002920.7,350,25.9,-0.8,x
1664106002954.4,350.1,25.8,-0.6,x
1664106002970.6,350.4,25.4,-0.4,x
1664106002987.2,350.6,25,-0.3,x
1664106003003.7,350.9,24.4,-0.2,x
1664106003020.5,351.2,24,-0.3,x
1664106003054.9,351.4,24,-0.3,x
1664106003070.9,351.4,24,0,x
1664106003087.2,351.4,23.9,0.2,x
1664106003104.4,351.4,23.8,0.3,x
1664106003120.6,351.6,23.8,0.4,x
1664106003137.1,351.7,23.9,0.5,x
1664106003171.2,351.9,24.4,0.6,x
1664106003204.8,352.2,24.9,0.5,x
1664106003220.6,352.7,25.1,0.5,x
1664106003237.2,352.9,25.3,0.5,x
1664106003255.8,353.5,25.5,0.5,x
1664106003270.7,354,25.7,0.5,x
1664106003288.3,354.6,26,0.5,x
1664106003312.1,354.9,26.1,0.4,x
1664106003354.1,356.6,26.1,0.1,x
1664106003371,357.4,25.8,-0.2,x
1664106003387,358.1,25.3,-0.6,x
1664106003404.4,358.4,25.1,-0.8,x
1664106003420.1,359.1,24.5,-1.3,x
1664106003436.9,359.7,24.2,-1.7,x
1664106003454.7,360,24.1,-1.9,x
1664106003470.6,0.5,24,-1.9,x
1664106003486.9,1,24,-1.7,x
1664106003504.5,1.2,23.9,-1.5,x
1664106003520.3,1.7,23.7,-1.3,x
1664106003538.2,2.2,23.6,-1.2,x
1664106003554,2.5,23.6,-1.2,x
1664106003570.6,3.1,23.6,-1.1,x
1664106003587.6,3.7,23.5,-0.9,x
1664106003603.7,3.9,23.4,-0.8,x
1664106003620.3,4.5,23.1,-0.5,x
1664106003637.9,4.7,23,-0.3,x
1664106003653.6,5.3,22.8,-0.1,x
1664106003670.5,5.8,22.8,0.2,x
1664106003687.2,6,22.8,0.3,x
1664106003715.7,6.8,23.2,0.7,x
1664106003736.2,7.3,23.4,0.8,x
1664106003753.1,7.5,23.5,0.9,x
1664106003770,8,23.7,1,x
1664106003786.9,8.6,23.9,1.2,x
1664106003804.1,8.9,24,1.3,x
1664106003820.6,9.5,24.1,1.4,x
1664106003837.4,10,24.2,1.5,x
1664106003855.2,10.3,24.2,1.6,x
1664106003871.7,10.9,24.2,1.8,x
1664106003887,11.6,24.1,1.8,x
1664106003904.2,12,24.1,1.6,x
1664106003925.4,12.8,24,1.1,x
1664106003937,13.2,23.9,0.8,x
1664106003953.4,13.8,23.8,0.2,x
1664106003970.5,14.2,23.6,-0.1,x
1664106003986.5,14.3,23.6,-0.3,x
1664106004003.2,14.3,23.6,-0.5,x
1664106004019.9,14.2,23.7,-0.6,x
1664106004038.4,14.2,23.6,-0.6,x
1664106004053.9,14.2,23.5,-0.5,x
1664106004086.6,14.5,23.5,-0.4,x
1664106004103.7,14.6,23.6,-0.3,x
1664106004119.9,15,23.9,0,x
1664106004136.4,15.4,24.3,0.5,x
1664106004153.3,15.7,24.4,0.7,x
1664106004170,16.2,24.7,1,x
1664106004186.7,16.9,25,1.2,x
1664106004203.2,17.2,25.2,1.3,x
1664106004219.8,18,25.1,1.5,x
1664106004236.4,18.9,24.8,1.7,x
1664106004253.2,19.3,24.6,1.8,x
1664106004270.1,20.1,24.3,1.8,x
1664106004286.7,20.7,24.2,1.9,x
1664106004304.2,21,24.2,1.9,x
1664106004323.3,21.7,24.2,2,x
1664106004336.1,22.2,24.2,2.2,x
1664106004355.6,22.7,24.3,2.4,x
1664106004369.5,22.9,24.3,2.5,x
1664106004386.2,23.3,24.5,2.5,x
1664106004403.1,23.5,24.7,2.6,x
1664106004419.4,23.9,25,2.6,x
1664106004436.1,24.4,25.3,2.6,x
1664106004452.9,24.6,25.5,2.6,x
1664106004470.4,25.1,25.8,2.8,x
1664106004486.8,25.7,26,2.9,x
1664106004503.2,26,26.1,3,x
1664106004520.2,26.5,26.4,3.1,x
1664106004539,27,26.6,3.3,x
1664106004553.4,27.2,26.8,3.4,x
1664106004570.3,27.9,26.9,3.7,x
1664106004587,28.6,26.9,4,x
1664106004604.4,29,26.8,4.1,x
1664106004663.6,31.6,26.1,4.3,x
1664106004687.1,32.8,26.6,4.2,x
1664106004703.8,33.2,26.8,4.2,x
1664106004720.2,34.1,27.1,4.2,x
1664106004736.6,35,27.2,4.4,x
1664106004755.8,35.5,27.1,4.4,x
1664106004770.8,36.5,26.9,4.3,x
1664106004787.5,37.4,26.8,4,x
1664106004803.9,37.8,26.8,3.9,x
1664106004820.2,38.2,26.9,3.8,x
1664106004838.8,39.2,26.9,4.1,x
1664106004854.8,39.5,26.8,4.2,x
1664106004870.8,40.2,26.7,4.4,x
1664106004886.9,40.8,26.6,4.5,x
1664106004904.9,41.1,26.7,4.5,x
1664106004920.6,41.6,26.9,4.7,x
1664106004937,41.9,27,4.8,x
1664106004954.5,42.5,27.1,4.9,x
1664106004970.3,43.1,27.2,4.9,x
1664106004986.9,43.5,27.3,4.9,x
1664106005004.5,44.1,27.4,4.8,x
1664106005020.6,44.7,27.6,4.9,x
1664106005037,45.2,27.8,5.1,x
1664106005055.8,45.4,27.9,5.2,x
1664106005086.2,46,28,5.6,x
1664106005103.4,46.6,28,5.6,x
1664106005120,46.8,28,5.5,x
1664106005136.5,47.2,28.3,5.1,x
1664106005153.1,47.3,28.3,5,x
1664106005173.5,47.3,28.4,4.9,x
1664106005203.9,47.4,28.2,4.6,x
1664106005219.9,47.4,28.2,4.3,x
1664106005236.9,47.2,28.1,4.1,x
1664106005254.6,47.2,28.1,4,x
1664106005271.2,47.1,28,3.8,x
1664106005287.6,47.1,27.8,3.7,x
1664106005303.6,47.1,27.8,3.6,x
1664106005320.8,47,27.9,3.6,x
1664106005337.1,47,28,3.7,x
1664106005356.9,47,28,4.1,x
1664106005384.1,47.2,27.7,4.8,x
1664106005386.9,47.3,27.6,4.9,x
1664106005403.5,47.5,27.4,5,x
1664106005420.2,47.8,27.2,4.9,x
1664106005436.9,48,27.1,4.8,x
1664106005452.9,48.3,26.9,4.7,x
1664106005469.9,48.6,26.7,4.7,x
1664106005486.6,48.9,26.3,4.7,x
1664106005503.2,49,26.1,4.7,x
1664106005519.8,49.2,25.8,4.7,x
1664106005536.7,49.3,25.6,4.7,x
1664106005570.8,49.4,25.6,4.9,x
1664106005629.2,49.8,26.1,4.6,x
1664106005653.1,50,26.4,4.4,x
1664106005670.1,50.1,26.7,4.3,x
1664106005687.9,50.3,27,4.5,x
1664106005704.2,50.4,27.1,4.5,x
1664106005720.1,50.6,27.4,4.6,x
1664106005737.4,50.7,27.7,4.5,x
1664106005756.7,50.9,28,4.5,x
1664106005770.9,51,28.1,4.5,x
1664106005787.5,51.3,28.2,4.6,x
1664106005803.8,51.5,28.1,4.6,x
1664106005820.3,51.8,27.8,4.7,x
1664106005838.5,52,27.7,4.8,x
1664106005856.1,52.2,27.8,4.8,x
1664106005887.1,52.5,28.1,4.6,x
1664106005904.1,52.6,28.3,4.4,x
1664106005920.6,52.9,28.6,4.1,x
1664106005940.9,53.1,28.7,3.9,x
1664106005954,53.5,28.9,3.9,x
1664106005971,53.9,28.7,4,x
1664106005987.1,54.4,28.4,4.2,x
1664106006003.9,54.6,28.3,4.3,x
1664106006020.5,54.8,28.3,4.3,x
1664106006037.2,55.1,28.5,4.2,x
1664106006053.5,55.2,28.7,4.1,x
1664106006070,55.3,28.8,4.1,x
1664106006121.6,56.2,28.8,4.2,x
1664106006136.9,56.5,28.7,4.4,x
1664106006153.3,56.8,28.6,4.4,x
1664106006170.5,57.2,28.4,4.5,x
1664106006188.4,57.7,28.3,4.4,x
1664106006203.4,57.9,28.2,4.3,x
1664106006220.3,58.4,28,4.3,x
1664106006237,58.6,27.9,4.3,x
1664106006254,58.7,27.9,4.4,x
1664106006270.7,58.8,28,4.5,x
1664106006287.8,58.8,28.2,4.7,x
1664106006320.4,59.1,28.5,4.4,x
1664106006337.2,59.4,28.6,4.1,x
1664106006353.9,59.5,28.6,3.9,x
1664106006370.7,59.8,28.6,3.5,x
1664106006387.5,60,28.5,3.2,x
1664106006403.9,60.1,28.5,3.1,x
1664106006420.4,60.1,28.5,3,x
1664106006437,60.1,28.6,3,x
1664106006456.5,59.9,28.8,2.9,x
1664106006471,59.8,28.9,2.8,x
1664106006487.5,59.7,29,2.7,x
1664106006503.2,59.6,29.3,2.5,x
1664106006520.3,59.5,29.5,2.5,x
1664106006536.6,59.5,29.8,2.7,x
1664106006590.9,59.7,31.1,2.6,x
1664106006604.1,59.8,31.3,2.4,x
1664106006619.7,59.9,31.7,2.3,x
1664106006636.1,60.2,31.7,2.4,x
1664106006653,60.4,31.6,2.6,x
1664106006674.5,60.5,31.2,3.2,x
1664106006686.8,60.3,30.9,3.8,x
1664106006703.4,60.3,30.8,4,x
1664106006720.9,60.1,30.9,4.2,x
1664106006737,59.9,30.9,4.4,x
1664106006770.3,59.9,30.7,4.7,x
1664106006788.5,60,30.4,4.7,x
1664106006803.4,60,30.3,4.7,x
1664106006820.2,60.2,30.1,4.6,x
1664106006837,60.3,29.9,4.4,x
1664106006870.4,60.4,29.7,4.4,x
1664106006887.1,60.5,29.6,4.3,x
1664106006904.9,60.6,29.5,4.2,x
1664106006920.3,60.6,29.5,3.9,x
1664106006937,60.6,29.6,3.7,x
1664106006954.8,60.6,29.7,3.6,x
1664106006970.8,60.7,29.8,3.7,x
1664106006987.2,60.7,29.7,3.8,x
1664106007004.5,60.8,29.8,3.9,x
1664106007020.5,60.8,30,3.9,x
1664106007037,60.8,30.2,3.9,x
1664106007055.6,60.8,30.5,3.9,x
1664106007071.3,60.9,30.9,4,x
1664106007105.1,61.2,31.1,4,x
1664106007120,61.4,31,4,x
1664106007137,61.5,30.8,3.9,x
1664106007187.5,61.3,30.9,3.9,x
1664106007203.8,61.2,31,3.8,x
1664106007220.3,61.2,31.3,3.5,x
1664106007238.2,61.2,31.4,3.4,x
1664106007254.4,61.3,31.4,3.5,x
1664106007270.7,61.4,31.2,3.6,x
1664106007287.2,61.5,31,3.7,x
1664106007303.8,61.5,30.9,3.6,x
1664106007320.5,61.5,30.8,3.5,x
1664106007337.1,61.6,30.8,3.5,x
1664106007354.1,61.6,30.9,3.5,x
1664106007370.8,61.7,30.8,3.4,x
1664106007387.2,61.8,30.7,3.4,x
1664106007403.9,61.9,30.6,3.5,x
1664106007420.2,62,30.4,3.5,x
1664106007436.8,62.2,30.2,3.6,x
1664106007453.6,62.3,30.1,3.7,x
1664106007471.8,62.5,30,3.8,x
1664106007487.1,62.6,30,3.8,x
1664106007555.3,62.8,29.9,4.4,x
1664106007569.8,62.9,29.9,4.6,x
1664106007603.3,63,30.1,4.7,x
1664106007622,63,30.4,4.7,x
1664106007636.2,63.1,30.5,4.6,x
1664106007654.6,63.2,30.4,4.5,x
1664106007669.5,63.3,30.3,4.4,x
1664106007686.2,63.4,30.1,4.1,x
1664106007703,63.4,30,3.9,x
1664106007719.4,63.2,29.9,3.6,x
1664106007736.1,62.9,29.8,3.4,x
1664106007752.8,62.7,29.7,3.3,x
1664106007769.6,62.3,29.6,3.2,x
1664106007786.3,61.8,29.6,3.1,x
1664106007803.3,61.4,29.5,3.1,x
1664106007819.5,61.3,29.4,3.1,x
1664106007836.1,60.9,29.3,3.1,x
1664106007853.1,60.8,29.3,3.1,x
1664106007870,60.5,29.6,3.1,x
1664106007886.3,60.1,30.1,3.3,x
1664106007902.8,59.9,30.3,3.6,x
1664106007919.1,59.6,30.5,4.2,x
1664106007936,59.4,30.7,4.8,x
1664106007952.5,59.3,30.7,5,x
1664106007969.4,59,30.9,5.3,x
1664106007986.3,58.7,31.3,5.4,x
1664106008003.3,58.5,31.4,5.5,x
1664106008020.4,58.4,31.5,5.6,x
1664106008036.1,58.1,31.3,6,x
1664106008053.3,58,31.3,6.1,x
1664106008069.4,57.8,31.1,6.2,x
1664106008086.1,57.7,31.1,6.2,x
1664106008119.2,57.7,31,6.4,x
1664106008136,57.7,30.8,6.5,x
1664106008152.9,57.7,30.8,6.6,x
1664106008186,57.6,31,6.7,x
1664106008202.7,57.5,31.2,6.8,x
1664106008219.3,57.5,31.5,7.1,
1664106008239,57.6,31.6,7.4,
1664106008252.8,57.7,31.7,7.5,
1664106008270.1,57.9,31.7,7.5,
1664106008285.7,58.1,31.7,7.4,
1664106008302.2,58.2,31.8,7.4,
1664106008318.9,58.4,31.8,7.4,
1664106008336.1,58.6,31.8,7.4,
1664106008353,58.7,31.8,7.5,
1664106008369.4,59,31.6,7.7,
1664106008386.1,59.2,31.2,7.8,
1664106008402.7,59.3,31.1,7.9,
1664106008424,59.4,30.9,8.1,
1664106008436.3,59.5,31,8.2,
1664106008452.6,59.6,31,8.1,
1664106008485.9,60,31.2,7.5,
1664106008503.2,60.2,31.2,7.5,
1664106008519.4,60.6,31.1,7.5,
1664106008536.1,60.9,31,7.7,
1664106008555.6,61.3,30.9,7.7,
1664106008569.9,61.5,31,7.7,
1664106008586.9,61.7,31.1,7.4,
1664106008603.5,61.8,31.1,7.3,
1664106008619.4,62.1,31,7.1,
1664106008635.8,62.4,30.8,7,
1664106008652.5,62.5,30.6,7,
1664106008669.1,62.5,30.4,6.9,
1664106008702.7,62.2,30.6,7,
1664106008719.2,61.9,30.9,7.1,
1664106008735.8,61.6,31.1,7.2,
1664106008752.7,61.5,31.2,7.2,
1664106008769.1,61.3,31.3,7.2,
1664106008786,61.1,31.4,7.1,
1664106008802.6,60.9,31.5,7.2,
1664106008819.2,60.6,31.6,7.3,
1664106008836.2,60.2,31.7,7.5,
1664106008852.7,60,31.7,7.6,
1664106008869.1,59.6,31.9,7.7,
1664106008886,58.9,32.2,7.7,
1664106008902.4,58.6,32.3,7.7,
1664106008919.2,58,32.5,7.7,
1664106008935.9,57.4,32.7,7.7,
1664106008952.6,57.2,32.7,7.7,
1664106008969.2,56.7,32.7,7.7,
1664106008986,56.3,32.6,7.5,
1664106009002.7,56.1,32.5,7.4,
1664106009020.8,55.6,32.4,7.3,
1664106009035.7,54.9,32.4,7.2,
1664106009053.4,54.2,32.6,7.2,
1664106009069.2,53.8,32.7,7.1,
1664106009086,53.1,32.8,7,
1664106009102.6,52.7,32.7,7,
1664106009119.7,52.1,32.5,6.8,
1664106009135.8,51.5,32.3,6.9,
1664106009152.6,51.2,32.3,6.9,
1664106009169.2,50.5,32.2,7,
1664106009186.1,49.9,32.3,7.1,
1664106009202.4,49.6,32.4,7.1,
1664106009219.1,48.9,32.5,7.4,
1664106009235.8,48.4,32.5,7.7,
1664106009252.5,48.2,32.5,7.9,
1664106009269.2,47.8,32.4,8.3,
1664106009286.1,47.4,32.2,8.5,
1664106009302.7,47.3,32.1,8.6,
1664106009319.1,47,31.8,8.7,
1664106009335.8,46.7,31.6,8.9,
1664106009352.5,46.5,31.5,9,
1664106009369.1,46.2,31.4,9.1,
1664106009386,45.7,31.4,9.2,
1664106009417.6,45,31.5,9.5,
1664106009435.8,44.5,31.6,9.7,
1664106009452.9,44.2,31.6,9.8,
1664106009470.3,43.8,31.7,9.8,
1664106009485.6,43.4,31.5,9.7,
1664106009502.2,43.2,31.3,9.6,
