time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664285194281.9,13.4,32.1,3.4,
1664285194298.6,13.6,32.1,3.4,x
1664285194315.4,13.8,32.2,3.4,x
1664285194331.9,13.7,32.1,3.3,x
1664285194365.3,13.7,32,3.3,x
1664285194482,13.5,32,3.3,x
1664285194548.6,13.3,31.9,3.3,x
1664285194615.3,13.5,32,3.3,x
1664285194632,13.6,31.9,3.3,x
1664285194683.2,13.8,31.9,3.3,x
1664285194715.8,14.1,32.2,2.6,x
1664285194732.5,14.4,32.6,2.1,x
1664285194749,14.5,33.4,1.7,x
1664285194765.6,14.5,33.6,1.8,x
1664285194782.2,14.3,33.9,2.2,x
1664285194798.9,14.3,34.6,2.3,x
1664285194815.8,14.4,35.6,2.1,x
1664285194832.5,14.6,36.1,1.9,x
1664285194848.9,14.9,36.6,1.6,x
1664285194865.8,15.2,36.5,1.6,x
1664285194882.4,15.2,36.3,1.7,x
1664285194898.9,15.4,36,1.7,x
1664285194915.7,15.9,35.9,1.2,x
1664285194932.4,16.3,35.7,0.8,x
1664285194949.1,16.9,35.6,-0.2,x
1664285194965.7,17.7,35.7,-1.6,x
1664285194983,18,35.9,-2.3,x
1664285194998.9,18.2,35.9,-3,x
1664285195015.6,18,35.7,-2.8,x
1664285195033.1,17.8,35.2,-2.4,x
1664285195049.9,17.7,35,-2.3,x
1664285195065.6,17.2,35.2,-1.9,x
1664285195082.4,17,35.5,-1.7,x
1664285195101.9,16.5,36.2,-1.2,x
1664285195117.1,16.5,36.4,-1.1,x
1664285195132.8,16.7,36.8,-1.4,x
1664285195151.8,16.6,36.7,-1.1,x
1664285195165.5,15.7,34.3,0.5,x
1664285195183.4,15.5,32.7,1,x
1664285195198.8,15.5,28.8,1.2,x
1664285195215.5,15.5,25,1.3,x
1664285195232.4,15.4,23.2,1.9,x
1664285195248.9,14.7,20.4,4.2,x
1664285195265.6,14.2,18.7,6.6,x
1664285195282.4,14.4,18.9,6.8,x
1664285195298.9,14.8,19.4,6.8,x
1664285195315.6,15.3,19.9,6.6,x
1664285195333.5,15.9,20.2,6.5,x
1664285195348.8,16.2,20.3,6.5,x
1664285195365.6,16.9,20.4,6.5,x
1664285195382.4,17.2,20.4,6.5,x
1664285195399,17.6,20.4,6.5,x
1664285195415.7,18.2,20.4,6.4,x
1664285195448.6,18.5,20.4,6.5,x
1664285195465.5,18.6,20.5,6.6,x
1664285195498.7,18.7,20.6,6.7,x
1664285195565.6,18.5,20.6,6.7,x
1664285195582.2,18.5,20.6,6.8,x
1664285195598.9,18.7,20.6,6.8,x
1664285195618.7,18.8,20.5,6.6,x
1664285195676,18.4,20.4,6.3,x
1664285195699.1,18.1,20.4,6.3,x
1664285195715.5,17.6,20.5,6.3,x
1664285195732.3,17.3,20.6,6.3,x
1664285195748.6,17.2,20.6,6.3,x
1664285195766.1,17.1,20.5,6.3,x
1664285195782.2,16.9,20.5,6.2,x
1664285195798.8,16.6,20.5,6,x
1664285195819.2,16.3,20.7,5.6,x
1664285195832.3,16.1,20.8,5.4,x
1664285195848.8,15.7,20.9,4.9,x
1664285195865.6,15.5,20.5,4.9,x
1664285195882.4,15.5,20.2,5,x
1664285195899,15.3,19.7,4.9,x
1664285195915.6,15,19.6,4.9,x
1664285195932.5,14.8,19.6,5.1,x
1664285195948.8,14.3,19.5,5.7,x
1664285195965.5,14,19.4,6.4,x
1664285196050.3,13.6,19.8,5.8,x
1664285196065.4,13.5,20,6,x
1664285196083.3,13.4,20.2,6,x
1664285196132.4,13.3,20.2,5.8,x
1664285196148.9,13.3,20.2,5.7,x
1664285196182.6,13.4,20.3,5.8,x
1664285196198.8,13.4,20.5,5.8,x
1664285196215.5,13.4,20.7,5.8,x
1664285196232.4,13.4,20.8,5.7,x
1664285196251,13.4,20.9,5.7,x
1664285196265.6,13.4,21.1,5.7,x
1664285196298.9,13.6,21.3,5.7,x
1664285196315.6,13.7,21.5,5.7,x
1664285196332.4,13.8,21.6,5.8,x
1664285196348.9,14,21.7,5.8,x
1664285196365.6,14.1,21.8,5.8,x
1664285196382.3,14.3,21.9,5.9,x
1664285196398.8,14.5,21.9,6,x
1664285196416.3,14.8,21.9,6.1,x
1664285196433.1,15,21.9,6.2,x
1664285196448.9,15.1,21.9,6.2,x
1664285196482.3,15.3,22.1,6.3,x
1664285196498.9,15.4,22.5,6.4,x
1664285196515.4,15.4,22.9,6.5,x
1664285196532.4,15.6,22.9,6.5,x
1664285196548.8,16,22.3,6.6,x
1664285196565.5,16.7,21.7,6.2,x
1664285196613.1,17.2,21.1,5.7,x
1664285196622.8,17.3,21.1,5.9,x
1664285196632.3,17.4,21.1,6.2,x
1664285196665.5,17.7,21.2,6.7,x
1664285196682.4,18.2,21.3,6.7,x
1664285196698.8,18.6,21.4,6.4,x
1664285196715.4,19.1,21.4,6,x
1664285196732.2,19.4,21.4,5.9,x
1664285196748.6,19.9,21.5,5.7,x
1664285196765.3,20.2,21.7,5.6,x
1664285196782.1,20.5,21.9,5.6,x
1664285196798.7,20.7,22.1,5.6,x
