time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658234518982.2,0.2,-0.1,0,0,4.1,8.9,-3,0.6,4.6,x
1658234518998.9,0.3,-0.1,0,0.1,4,8.9,-3.6,-0.1,4,x
1658234519015.6,0.2,-0.1,0.1,0.1,4,9,-2.1,-0.4,-0.5,x
1658234519032.3,-0.1,0.1,-0.1,-0.1,4.1,8.8,0.5,5.1,-3.9,x
1658234519049,-0.2,0.1,-0.1,-0.3,4.1,8.8,-1.7,6.6,-5,x
1658234519065.6,-0.3,-0.2,0,-0.4,3.9,8.9,-4,3.1,-5.5,x
1658234519083.2,-0.2,-0.2,-0.1,-0.3,3.9,8.9,-4.2,3,-5.7,x
1658234519099.9,0,0,0.1,-0.3,4,9.1,-2.1,4.2,-7.8,x
1658234519116.1,-0.1,0.1,0,-0.3,4.1,8.9,1.8,4.5,-9.9,x
1658234519132.7,0,0.1,-0.1,-0.3,4.2,8.8,2.7,5.1,-10.5,x
1658234519149.6,-0.2,0.2,-0.2,-0.4,4.2,8.7,1.9,5,-10.7,x
1658234519166.2,-0.3,0.2,-0.2,-0.6,4.3,8.7,-1.3,3.3,-7.5,x
1658234519182.7,-0.3,0.2,-0.1,-0.7,4.4,8.7,-3.9,2,-4.4,x
1658234519199.7,0,0.1,0.2,-0.4,4.3,9,-8.3,-2.1,1.3,x
1658234519216.1,0.2,0,0.4,-0.2,4.2,9.2,-7.1,-1.9,1.8,x
1658234519232.7,0.2,0,0.3,-0.2,4.2,9.2,-5.5,-0.3,1.7,x
1658234519249.7,0,0,0.3,-0.3,4.2,9.2,-2.7,-2.3,1.7,x
1658234519266.4,-0.1,-0.1,0.2,-0.4,4.1,9.1,-0.8,-4.2,2.1,x
1658234519282.6,0,0,0.1,-0.4,4.1,9,-1.3,-2.3,3.2,x
1658234519299.8,-0.1,0,0.1,-0.4,4.1,9,-2.3,-1,4.2,x
1658234519316.1,0.3,-0.1,0.2,-0.1,4,9.1,-3.4,-2.2,7.3,x
1658234519332.7,0.4,0,0.2,0.1,4,9.1,-2.4,-3,6.2,x
1658234519349.7,0.3,0.1,0.1,0.1,4.1,9,0.2,-0.9,0,x
1658234519366.3,-0.2,0,0,-0.3,4.1,8.9,0.8,0.7,-1.7,x
