time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1652785775708.4,40.2,32.9,1.8,x
1652785775725,40.1,33.7,2,x
1652785775742.4,40.1,34.2,2.1,x
1652785775759,40.1,34.9,2.4,x
1652785775775,40.2,35.6,2.9,x
1652785775791.8,40.3,35.9,3.4,x
1652785775809.7,40.8,36.2,4.2,x
1652785775825.7,41.5,35.9,4.4,x
1652785775841.9,42.2,34.9,3.9,x
1652785775859.4,42.5,34.2,3.5,x
1652785775875.7,42.8,33.1,3,x
1652785775891.8,43,32.8,3.5,x
1652785775908.9,43.1,33.3,4.5,x
1652785775926.1,43.3,33.7,4.9,x
1652785775942.3,43.8,34.5,5.1,x
1652785775958.2,44.5,35,4.6,x
1652785775976.2,45,35.1,4.2,x
1652785775991.7,46,35.3,3.2,x
1652785776008.3,47.1,35.5,2.1,x
1652785776026.3,48,35.8,1.2,x
1652785776042.8,48.4,35.9,0.8,x
1652785776058.3,49,36.2,0.3,x
1652785776075,49.5,36.4,0.1,x
1652785776092,50.1,36.6,-0.1,x
1652785776108.3,50.3,36.7,-0.2,x
1652785776125.7,50.9,36.9,-0.5,x
1652785776142.5,51.2,37,-0.6,x
1652785776164.7,51.7,37.4,-1,x
1652785776174.9,51.8,37.6,-1.1,x
1652785776191.7,51.9,37.8,-1.1,x
1652785776208.3,52,38.2,-1.3,x
1652785776224.9,51.9,38.4,-1.3,x
1652785776244.6,51.7,38.3,-1.4,x
1652785776258.2,51.3,38,-1.3,x
1652785776274.9,50.7,37.5,-1.2,x
1652785776291.8,50.2,37.3,-1.1,x
1652785776308.2,48.8,36.9,0.1,x
1652785776326.5,47.9,36.9,1.1,x
1652785776342.6,46,37,3.5,x
1652785776358.9,45.1,37.1,4.5,x
1652785776375.7,43.4,37.1,5.9,x
1652785776391.8,41.5,36.5,6.6,x
1652785776416.9,38.4,34.1,7.9,x
1652785776424.8,37.4,33.1,8.5,x
1652785776442.4,36.6,32.3,9.1,x
1652785776458.1,35.5,31.3,10.1,x
1652785776474.9,35.1,31.3,10.2,x
1652785776492.5,35.4,32.2,9.4,x
1652785776508.4,35.6,32.7,8.7,x
1652785776525.1,36.3,33.8,7,x
