time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1655202296514.4,6.7,29.9,2.8,x
1655202296527.7,6.8,29.9,2.8,x
1655202296578.5,6.9,30.2,2.9,x
1655202296610.8,7,30.4,2.9,x
1655202296627.5,7,30.5,2.8,x
1655202296644.1,7,30.5,2.7,x
1655202296663.7,7.1,30.5,2.7,x
1655202296694.1,7.1,30.5,2.6,x
1655202296744.6,7.2,30.5,2.5,x
1655202296861.3,7.1,30.6,2.4,x
1655202296910.6,7.1,30.7,2.6,x
1655202296927.3,7,30.7,2.6,x
1655202296943.9,7,30.8,2.7,x
1655202296961.4,7,30.8,2.8,x
1655202296994.2,7,30.8,2.9,x
1655202297127.3,7.2,30.7,2.9,x
1655202297143.9,7.2,30.7,2.8,x
1655202297160.7,7.3,30.7,2.9,x
1655202297294.3,7.5,30.7,2.8,x
1655202297310.8,7.5,30.6,2.8,x
1655202297360.1,7.6,30.4,2.7,x
1655202297377.2,7.6,30.3,2.7,x
1655202297394.2,7.5,30.3,2.8,x
1655202297410.7,7.5,30.2,3,x
1655202297444.3,7.4,30,3.1,x
1655202297469.8,7.4,29.9,3.2,x
1655202297494.2,7.4,29.8,3.3,x
1655202297510.7,7.4,29.8,3.4,x
1655202297614.5,7.6,29.8,3.5,x
1655202297694.1,7.8,29.7,3.4,x
1655202297735.4,7.9,29.7,3.3,x
1655202297744.7,7.9,29.8,3.2,x
1655202297760.8,8,29.8,3.1,x
1655202297794.3,8.1,29.9,3,x
1655202297828.2,8.2,30,2.8,x
1655202297844.7,8.2,30,2.7,x
1655202297878.5,8.2,30,2.6,x
1655202297910.6,8.3,30.1,2.6,x
1655202297927.5,8.3,30.1,2.5,x
1655202297944.4,8.2,30.2,2.5,x
1655202297960.9,8.2,30.2,2.6,x
1655202298010.9,8.1,30.2,2.6,x
1655202298127.6,8.1,30.3,2.5,x
1655202298144.1,8.1,30.3,2.6,x
1655202298323.7,8.2,30.3,2.5,x
1655202298365,8.2,30.4,2.4,x
1655202298593.8,8.1,30.3,2.6,x
1655202298628.1,8.1,30.2,2.5,x
1655202298743.9,8.2,30.2,2.4,x
1655202298760.8,8.2,30.2,2.3,x
1655202298777.3,8.1,30.3,2.3,x
1655202298844,8.1,30.3,2.4,x
1655202298860.9,8.1,30.4,2.4,x
1655202299010.7,8,30.6,2.5,x
1655202299044.1,8,30.7,2.4,x
1655202299144.2,8,30.9,2.5,x
1655202299177.5,7.9,30.9,2.6,x
1655202299210.9,7.9,31,2.7,x
1655202299270.4,7.8,31,2.8,x
1655202299344.3,7.7,31,2.8,x
1655202299361,7.7,31.1,2.8,x
1655202299394.1,7.8,31.1,2.9,x
1655202299410.7,7.8,31.1,2.8,x
1655202299427.7,7.8,31.2,2.8,x
1655202299444.3,7.7,31.2,2.9,x
1655202299494,7.7,31.1,3.1,x
1655202299527.3,7.7,31.1,3.2,x
1655202299543.9,7.7,31,3.2,x
1655202299631.6,7.8,30.9,3.1,x
1655202299643.9,7.8,30.9,3,x
1655202299665.7,7.8,31,3.1,x
1655202299694,7.9,31.1,3,x
1655202299760.9,7.9,31,3,x
1655202299927.7,8,31.1,2.8,x
1655202299944.1,8,31.1,2.7,x
1655202299977.9,8,31.2,2.7,x
1655202300061,8,31.2,2.8,x
1655202300210.4,8,31.1,2.8,x
1655202300310.4,8,31.1,2.9,x
1655202300327.1,8,31,2.9,x
1655202300344,8,31.1,2.9,x
1655202300362.1,8,31.1,2.8,x
1655202300527.5,7.9,31.2,2.8,x
1655202300544.1,7.9,31.2,2.9,x
1655202300827.3,8.1,31.4,2.9,x
1655202300877.3,8.2,31.5,3,x
1655202300910.6,8.2,31.6,3,x
1655202300977.5,8.3,31.5,3,x
1655202301043.7,8.4,31.3,3,x
1655202301094,8.6,31.1,3,x
1655202301145.8,8.6,31,3.2,x
1655202301177.1,8.6,31,3.4,x
1655202301210.5,8.6,30.9,3.6,x
1655202301227.1,8.6,30.9,3.8,x
1655202301243.9,8.6,30.9,3.9,x
1655202301266.6,8.6,31,4.1,x
1655202301294.2,8.7,30.9,4.3,x
1655202301310.6,8.8,30.9,4.4,x
1655202301327.2,8.9,30.8,4.6,x
1655202301343.7,9,30.8,4.8,x
1655202301360.5,9.2,30.8,4.9,x
1655202301393.8,9.4,30.7,5.1,x
1655202301410.5,9.6,30.7,5.2,x
1655202301426.9,9.7,30.7,5.3,x
1655202301443.7,10,30.7,5.4,x
1655202301460.9,10.2,30.7,5.4,x
1655202301477.6,10.3,30.6,5.4,x
1655202301493.8,10.4,30.5,5.6,x
1655202301510.6,10.6,30.5,5.7,x
1655202301544.7,11,30.5,5.6,x
1655202301562,11.3,30.4,5.4,x
1655202301577.3,11.5,30.4,5.3,x
1655202301594.3,11.8,30.4,5.1,x
1655202301610.6,12.1,30.4,5,x
1655202301627.3,12.2,30.3,5,x
1655202301650.4,12.5,30.3,4.8,x
1655202301677.2,12.8,30.3,4.7,x
1655202301710.6,13.1,30.3,4.7,x
1655202301744,13.4,30.3,4.6,x
1655202301761.2,13.6,30.3,4.5,x
1655202301794,13.9,30.2,4.4,x
1655202301811.1,14.2,30.2,4.2,x
1655202301827.3,14.5,30.1,4,x
1655202301843.9,14.8,30,4,x
1655202301861.2,15,29.8,4,x
1655202301877.3,15.1,29.7,4,x
1655202301897.3,15.3,29.5,4,x
1655202301927.6,15.7,29.5,4.1,x
1655202301944,15.9,29.6,4.2,x
1655202301960.8,16.5,29.7,4.3,x
1655202301977.5,16.7,29.7,4.3,x
1655202301994,17.1,29.6,4.3,x
1655202302012,17.6,29.6,4.3,x
1655202302027.2,17.9,29.6,4.3,x
1655202302043.9,18.4,29.7,4.2,x
1655202302093.1,19.5,29.9,4,x
1655202302110.5,20,30,3.8,x
1655202302127,20.5,29.9,3.7,x
1655202302143.8,21.1,29.9,3.5,x
1655202302161,21.6,29.9,3.4,x
1655202302177.3,21.8,29.8,3.4,x
1655202302193.9,22.2,29.7,3.3,x
1655202302211.3,22.5,29.7,3.2,x
1655202302227,22.8,29.5,3.1,x
1655202302243.8,23.2,29.4,3,x
1655202302277.8,23.7,29.3,2.8,x
1655202302297.6,24,29.1,2.6,x
1655202302310.6,24.3,28.8,2.4,x
1655202302327.3,24.4,28.7,2.2,x
1655202302344.6,24.6,28.4,1.9,x
1655202302360.8,24.7,28.3,1.8,x
1655202302377.2,24.8,28.2,1.5,x
1655202302394.4,25,28.2,1.2,x
1655202302410.4,25,28.5,1,x
1655202302427.1,25,28.7,0.9,x
1655202302443.9,25,29,0.8,x
1655202302460.8,24.9,29.2,0.7,x
1655202302493.9,24.8,29.1,0.3,x
1655202302510.7,24.8,29,0.1,x
1655202302528.1,24.8,28.9,-0.2,x
1655202302544,24.9,28.9,-0.6,x
1655202302660.1,25,28.7,-1.1,x
1655202302677.5,24.9,28.6,-1.1,x
1655202302693.8,24.9,28.4,-1.1,x
1655202302710.6,24.8,28.2,-1.1,x
1655202302727.2,24.8,28.1,-1,x
1655202302743.9,24.7,28,-0.9,x
1655202302760.7,24.6,27.9,-0.8,x
1655202302793.9,24.5,27.8,-0.6,x
1655202302810.4,24.5,27.8,-0.5,x
1655202302861,24.4,27.7,-0.3,x
1655202302877.1,24.3,27.8,-0.2,x
1655202302893.7,24.2,27.8,0,x
1655202302910.5,24.1,27.9,0.1,x
1655202302927.5,24,28,0.3,x
1655202302944.2,23.8,28.1,0.4,x
1655202302960.8,23.7,28.3,0.6,x
1655202302996.8,23.5,28.5,0.8,x
1655202303011.9,23.2,28.7,1.1,x
1655202303054,22.8,28.9,1.4,x
1655202303061.1,22.6,29,1.5,x
1655202303076.8,22.4,29.1,1.9,x
1655202303101.9,21.9,29.3,2.7,x
1655202303113,21.8,29.3,2.7,x
1655202303127.1,21.7,29.3,2.8,x
1655202303144.7,21.5,29.3,3,x
1655202303169.5,21.3,29.3,3.2,x
1655202303177.2,21.2,29.3,3.3,x
1655202303193.8,21,29.3,3.5,x
1655202303210.7,20.8,29.4,3.7,x
1655202303227.5,20.7,29.5,3.8,x
1655202303244.2,20.6,29.6,4,x
1655202303261.1,20.4,29.6,4.1,x
1655202303293.9,20.3,29.6,4.4,x
1655202303329.2,20.2,29.6,4.6,x
1655202303344,20.1,29.7,4.8,x
1655202303360.7,20,29.9,5,x
1655202303388.1,19.8,30.1,5.2,x
1655202303393.7,19.8,30.3,5.3,x
1655202303427.5,19.6,30.6,5.5,x
1655202303443.8,19.6,30.6,5.6,x
1655202303460.3,19.5,30.6,5.7,x
1655202303477.1,19.5,30.5,5.7,x
1655202303510.5,19.4,30.1,5.6,x
1655202303547.9,19.2,29.8,5.6,x
1655202303561,19.1,29.8,5.5,x
1655202303661.4,18.4,29.8,5.7,x
1655202303677.9,18.3,29.9,5.7,x
1655202303693.6,18.2,30,5.7,x
1655202303710.3,18.1,30.1,5.6,x
1655202303728,18,30.2,5.6,x
1655202303743.9,17.9,30.3,5.5,x
1655202303760.7,17.8,30.3,5.5,x
1655202303777.8,17.7,30.4,5.4,x
1655202303794.1,17.5,30.5,5.4,x
1655202303827.4,17.3,30.5,5.3,x
1655202303848.3,17.2,30.5,5.3,x
1655202303877.7,16.9,30.5,5.3,x
1655202303893.9,16.7,30.6,5.3,x
1655202303914.8,16.6,30.7,5.2,x
1655202303927.3,16.5,30.7,5.2,x
1655202303960.6,16.3,30.8,5.1,x
1655202304000,16,31,4.9,x
1655202304026.9,15.9,31.1,4.7,x
1655202304043.9,15.9,31.1,4.5,x
1655202304077.1,15.8,31.2,4.6,x
1655202304110.5,15.6,31.2,4.6,x
1655202304143.9,15.5,31.3,4.7,x
1655202304193.8,15.6,31.1,4.6,x
1655202304211.4,15.6,31,4.5,x
1655202304243.8,15.8,30.9,4.4,x
1655202304261.6,15.9,30.9,4.2,x
1655202304277.4,15.9,30.8,4.2,x
1655202304310.5,16.1,30.7,4,x
1655202304327.4,16.2,30.5,3.8,x
1655202304344.2,16.3,30.4,3.7,x
1655202304361.3,16.4,30.2,3.5,x
1655202304377.5,16.4,30.1,3.4,x
1655202304394.1,16.5,29.9,3.2,x
1655202304410.7,16.5,29.8,3.1,x
1655202304427.6,16.5,29.7,3,x
1655202304443.8,16.6,29.5,2.7,x
1655202304477.7,16.6,29.5,2.6,x
1655202304493.9,16.6,29.6,2.6,x
1655202304543.8,16.6,29.7,2.5,x
1655202304577.2,16.7,29.7,2.3,x
1655202304612.8,16.8,29.7,2.2,x
1655202304643.9,16.8,29.8,2.1,x
1655202304660.2,16.8,29.9,2.1,x
1655202304677.4,16.8,30,2,x
1655202304693.8,16.9,30.1,2,x
1655202304710.4,16.9,30.2,2,x
1655202304743.5,16.9,30.4,1.9,x
1655202304760.1,16.8,30.6,1.9,x
1655202304776.8,16.8,30.7,2,x
1655202304793.5,16.8,31,2,x
1655202304810.3,16.8,31.2,2.1,x
1655202304843.8,16.7,31.5,2.2,x
1655202304860.9,16.7,31.6,2.3,x
1655202304893.7,16.7,31.6,2.5,x
1655202304910.4,16.7,31.5,2.6,x
1655202304961.3,16.8,31.1,2.9,x
1655202304977.6,16.8,31,2.9,x
1655202304994.5,16.9,30.9,3,x
1655202305076.9,17.1,30.8,3.1,x
1655202305093.6,17.2,30.8,3.2,x
1655202305110.4,17.2,30.8,3.1,x
1655202305127.3,17.3,30.8,3.1,x
1655202305143.7,17.3,30.9,3.2,x
1655202305177.6,17.4,30.9,3.2,x
1655202305213.6,17.4,31,3.1,x
1655202305227.4,17.5,31.1,3.1,x
1655202305243.6,17.5,31.1,2.9,x
1655202305276.9,17.5,31,2.8,x
1655202305310.3,17.5,31.2,2.8,x
1655202305343.7,17.5,31.4,2.8,x
1655202305394.3,17.4,31.5,2.7,x
1655202305411.5,17.4,31.5,2.6,x
1655202305443.9,17.5,31.4,2.5,x
1655202305462.1,17.5,31.5,2.6,x
1655202305493.9,17.5,31.7,2.7,x
1655202305543.7,17.6,31.7,2.7,x
1655202305560.9,17.7,31.6,2.6,x
1655202305593.6,17.8,31.6,2.5,x
1655202305627,17.8,31.6,2.3,x
1655202305645.4,17.8,31.7,2.3,x
1655202305677.3,17.7,31.6,2.2,x
1655202305727.5,17.6,31.5,2.3,x
1655202305760.6,17.6,31.4,2.4,x
1655202305777.8,17.5,31.4,2.4,x
1655202305904,17.5,31.4,2.3,x
1655202305927.1,17.5,31.3,2.2,x
1655202306010.5,17.3,31.2,2.2,x
1655202306044.1,17.3,31.3,2.3,x
1655202306060.6,17.2,31.4,2.4,x
1655202306143.9,17.2,31.4,2.6,x
1655202306193.8,17.2,31.3,2.6,x
1655202306260.7,17.3,31.3,2.6,x
1655202306293.8,17.3,31.4,2.5,x
1655202306310.4,17.4,31.5,2.5,x
1655202306410.6,17.4,31.5,2.7,x
1655202306427.3,17.4,31.4,2.8,x
1655202306444.1,17.3,31.3,3,x
1655202306460.6,17.3,31.3,3.1,x
1655202306477.3,17.2,31.2,3.3,x
1655202306494,17.3,31.2,3.2,x
1655202306544,17.3,31.1,3.2,x
1655202306577.3,17.4,31,3.3,x
1655202306667.7,17.6,30.8,3.3,x
1655202306760.2,17.8,30.8,3.2,x
1655202306777.5,17.9,30.8,3.2,x
1655202306835.5,18,30.9,3.2,x
1655202306860.3,18.1,30.9,3.1,x
1655202306877,18.2,30.9,2.9,x
1655202306893.7,18.3,30.9,2.8,x
1655202306910.6,18.3,30.9,2.7,x
1655202306927.3,18.4,30.9,2.7,x
1655202306943.7,18.4,30.9,2.6,x
1655202307011,18.4,31,2.7,x
1655202307027,18.4,31,2.8,x
1655202307061.4,18.3,31,2.9,x
1655202307111.5,18.4,31,2.9,x
1655202307127.1,18.4,31,2.8,x
1655202307161.7,18.4,31,2.7,x
1655202307243.7,18.4,31,2.6,x
1655202307293.7,18.3,31,2.5,x
1655202307327.3,18.3,31,2.6,x
1655202307361.5,18.2,30.9,2.6,x
1655202307393.8,18.1,30.9,2.7,x
1655202307444,18,31,2.7,x
1655202307493.5,17.9,31.1,2.7,x
1655202307510.3,17.8,31.1,2.8,x
1655202307526.9,17.8,31.2,2.9,x
1655202307610.3,17.7,31.3,2.9,x
1655202307644,17.7,31.4,2.9,x
1655202307743.6,17.7,31.4,2.8,x
1655202307810.2,17.6,31.4,2.9,x
1655202307927.2,17.5,31.5,3,x
1655202307977.2,17.5,31.6,3,x
1655202308027.2,17.5,31.5,3,x
1655202308277.2,17.5,31.3,3,x
1655202308293.8,17.6,31.4,3,x
1655202308378.1,17.6,31.3,2.9,x
1655202308393.7,17.6,31.3,2.8,x
1655202308460.2,17.6,31.3,2.9,x
1655202308593.6,17.6,31.4,2.9,x
1655202308625.3,17.6,31.4,2.8,x
1655202308643.8,17.6,31.5,2.9,x
1655202308774.2,17.5,31.5,2.9,x
1655202308860.4,17.6,31.5,2.9,x
1655202308893.9,17.5,31.5,3,x
1655202308911,17.5,31.6,3,x
1655202308927.2,17.6,31.6,3,x
1655202308960.6,17.6,31.7,3,x
1655202309110.4,17.7,31.7,2.8,x
1655202309127.1,17.8,31.7,2.8,x
1655202309227.2,17.9,31.7,2.8,x
1655202309243.8,17.9,31.7,2.7,x
1655202309260.9,17.9,31.6,2.7,x
1655202309327.2,18,31.7,2.6,x
1655202309360.3,18,31.6,2.6,x
1655202309377.1,18.1,31.6,2.6,x
1655202309394,18.1,31.6,2.5,x
1655202309427.9,18.1,31.5,2.5,x
1655202309477.4,18.1,31.4,2.6,x
1655202309493.9,18,31.4,2.6,x
1655202309710.5,18,31.3,2.6,x
1655202309810.2,17.9,31.3,2.7,x
1655202309876.8,18,31.3,2.8,x
1655202309910.6,18,31.3,2.7,x
1655202309943.7,18,31.3,2.8,x
1655202309977.5,18,31.4,2.7,x
1655202310010.5,18.1,31.4,2.6,x
1655202310226.9,18.2,31.4,2.7,x
1655202310260.3,18.3,31.4,2.6,x
1655202310293.8,18.3,31.5,2.5,x
1655202310327.7,18.4,31.4,2.4,x
1655202310343.5,18.5,31.4,2.3,x
1655202310377.6,18.5,31.4,2.2,x
1655202310427.4,18.6,31.5,2.1,x
1655202310527,18.6,31.6,2.1,x
1655202310577.5,18.7,31.7,2.1,x
1655202310593.9,18.8,31.7,2.1,x
1655202310610.5,18.8,31.7,2,x
1655202310651,18.8,31.7,2.1,x
1655202310678.2,18.8,31.8,2.2,x
1655202310693.4,18.9,31.9,2.2,x
1655202310743.5,19,31.9,2.1,x
1655202310760.8,19,31.9,2,x
1655202310777.6,19.1,31.9,2,x
1655202310793.6,19.2,31.8,1.9,x
1655202310810.2,19.2,31.9,1.7,x
1655202310843.6,19.3,31.9,1.6,x
1655202310877.4,19.2,32,1.7,x
1655202310910.1,19.1,32,1.8,x
1655202310977.4,19,32,1.9,x
1655202311060.8,18.9,32.1,2,x
1655202311077,18.9,32.2,2,x
1655202311093.6,18.9,32.2,2.1,x
1655202311111.2,18.8,32.2,2.1,x
1655202311160.3,18.8,32.2,2.2,x
1655202311210.7,18.7,32.2,2.2,x
1655202311245.9,18.7,32.2,2.3,x
1655202311309.9,18.6,32.2,2.4,x
1655202311343.6,18.5,32.2,2.5,x
1655202311377.7,18.4,32.1,2.5,x
1655202311393.6,18.3,32.1,2.5,x
1655202311410.8,18.3,32,2.5,x
1655202311467.3,18.3,32,2.3,x
1655202311589.6,18.4,32.2,2.6,x
1655202311610,18.5,32.3,2.7,x
1655202311643.7,18.5,32.3,2.8,x
1655202311660.2,18.6,32.3,2.9,x
1655202311693.8,18.7,32.2,2.9,x
1655202311710.2,18.9,32.2,2.8,x
1655202311727.1,18.9,32.2,2.7,x
1655202311743.8,19,32,2.7,x
1655202311776.9,19.1,31.8,2.7,x
1655202311793.9,19,31.6,2.7,x
1655202311843.6,19,31.7,2.8,x
1655202311862.9,19,31.8,2.9,x
1655202311893.6,19.1,31.7,3.1,x
1655202311910.4,19.1,31.7,3.2,x
1655202311927.5,19.2,31.6,3.2,x
1655202311943.6,19.2,31.6,3.1,x
1655202311960.1,19.4,31.6,3,x
1655202311994.6,19.5,31.6,2.8,x
1655202312010.2,19.5,31.7,2.8,x
1655202312026.9,19.5,31.7,2.9,x
1655202312060.2,19.5,31.8,3.1,x
1655202312093.6,19.5,31.9,3.1,x
1655202312111.3,19.6,31.9,3.1,x
1655202312160.2,19.7,32,3.1,x
1655202312179.4,19.7,32,3,x
1655202312210.2,19.6,32,2.9,x
1655202312227.2,19.6,32,2.8,x
1655202312243.6,19.5,32.2,2.8,x
1655202312260.2,19.5,32.3,2.9,x
1655202312327,19.4,32.2,2.9,x
1655202312360.6,19.4,32.1,2.9,x
1655202312381.6,19.4,32,2.9,x
1655202312410,19.3,31.9,2.9,x
1655202312427,19.3,31.9,2.8,x
1655202312514.2,19.2,31.8,2.7,x
1655202312543.5,19.2,31.8,2.8,x
1655202312560,19.1,31.8,2.8,x
1655202312610.1,19,31.9,2.8,x
1655202312660.2,18.9,32,2.9,x
1655202312677.1,18.8,31.9,2.9,x
1655202312693.6,18.8,31.8,3,x
1655202312710.2,18.7,31.7,3.1,x
1655202312760.1,18.7,31.9,3.2,x
1655202312793.8,18.7,31.8,3.2,x
1655202312810.5,18.7,31.6,3.1,x
1655202312826.9,18.6,31.5,3.1,x
1655202312893.5,18.6,31.6,3.1,x
1655202312927.6,18.7,31.6,3,x
1655202312960,18.8,31.6,3,x
1655202312976.8,18.8,31.5,2.9,x
1655202312993.3,18.9,31.5,2.8,x
1655202313010.1,19,31.5,2.7,x
1655202313027.1,19.1,31.4,2.6,x
1655202313043.6,19.2,31.3,2.5,x
1655202313060.3,19.2,31.2,2.3,x
1655202313077.2,19.2,31.1,2.2,x
1655202313093.8,19.2,31,2.1,x
1655202313110.2,19.2,30.9,2,x
1655202313143.8,19.3,30.8,2,x
1655202313193.8,19.2,30.6,2.1,x
1655202313210.4,19.1,30.6,2.2,x
1655202313227.1,19.1,30.5,2.2,x
1655202313243.8,19.1,30.5,2.3,x
1655202313260.1,19.2,30.4,2.4,x
1655202313293.7,19.3,30.3,2.3,x
1655202313318.9,19.4,30.3,2.2,x
1655202313410,19.5,30.2,1.9,x
1655202313448,19.5,30.5,1.8,x
1655202313459.9,19.5,30.6,1.8,x
1655202313476.7,19.6,30.7,1.8,x
1655202313511.6,19.6,30.8,1.6,x
1655202313527.3,19.6,30.8,1.5,x
1655202313543.4,19.6,30.9,1.5,x
1655202313577,19.6,31,1.6,x
1655202313595.7,19.6,30.8,1.6,x
1655202313610.1,19.7,30.5,1.7,x
1655202313643.5,19.6,30.3,1.8,x
1655202313660.1,19.6,30.4,1.9,x
1655202313693.5,19.5,30.6,1.8,x
1655202313710.2,19.5,30.7,1.8,x
1655202313727.6,19.6,30.8,1.9,x
1655202313760.2,19.7,30.6,1.7,x
1655202313777.7,19.8,30.5,1.6,x
1655202313793.5,19.9,30.4,1.4,x
1655202313810.1,20,30.4,1.3,x
1655202313843.5,20.1,30.5,1.3,x
1655202313893.8,20.1,30.3,1.2,x
1655202313943.8,20.2,30.3,1.3,x
1655202313960.2,20.2,30.3,1.4,x
1655202314030,20.3,30.4,1.6,x
