time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658226224710.7,0,0,0,-0.3,5.4,8.2,-1.7,-0.3,0.7,x
1658226224727.3,0.1,0,0,-0.3,5.4,8.2,-2,-1.1,0.9,x
1658226224743.9,0,0,0,-0.3,5.4,8.2,-0.9,-0.6,0.5,x
1658226224760.4,0.1,0,0,-0.2,5.3,8.3,-0.5,-0.9,0.5,x
1658226224777,0,0,0,-0.3,5.4,8.2,-0.5,-0.9,0.2,x
1658226224794.2,0,0,0,-0.3,5.4,8.2,-1.4,-0.3,-0.4,x
1658226224810.6,-0.1,0,0,-0.4,5.4,8.2,-2.2,-0.1,-0.4,x
1658226224827.2,-0.1,0,0,-0.4,5.4,8.2,-2.5,-0.6,-0.1,x
1658226224849.3,0,0,0.1,-0.3,5.4,8.3,-3.3,-0.9,0.5,x
1658226224861.8,0,0,0.1,-0.3,5.3,8.3,-2.2,0.2,0.3,x
1658226224877.2,0,0,0.1,-0.3,5.3,8.3,-2,0,0.2,x
1658226224894,0,0,0.2,-0.3,5.4,8.4,-1.8,-0.6,0.1,x
1658226224910.5,0,0,0.2,-0.3,5.4,8.4,-1.3,-0.4,0.2,x
1658226224927.9,0,0,0.1,-0.3,5.4,8.3,-0.9,0,0.3,x
1658226224944.2,0,0,0,-0.3,5.3,8.2,-0.9,0.6,0.5,x
1658226224966.8,0,0,0.1,-0.3,5.3,8.3,-2,-0.7,0.4,x
1658226224977.4,0,0,0.1,-0.3,5.4,8.4,-1.7,-1,0.4,x
1658226224994.1,0,0,0.1,-0.3,5.3,8.3,-0.5,-0.4,0.3,x
1658226225010.4,0,0,0,-0.3,5.3,8.3,-0.1,0.3,0.2,x
1658226225028,0,0,0,-0.3,5.3,8.2,-1,0.6,0.4,x
1658226225044.2,0,0,0.1,-0.3,5.3,8.3,-2.2,-0.5,0.7,x
1658226225061,0.1,0,0.2,-0.2,5.3,8.4,-1.3,-0.1,0.7,x
1658226225077.4,0,0,0.2,-0.3,5.3,8.4,-0.6,0.2,0.3,x
1658226225094,0,0,0.1,-0.3,5.3,8.4,1.3,0.9,0.4,x
1658226225110.5,0.1,0.1,0,-0.2,5.4,8.3,1.9,0.9,0.3,x
1658226225127.1,0,0.1,0,-0.2,5.4,8.2,0.4,0.5,-0.4,x
1658226225145,0,0.1,0,-0.3,5.4,8.2,-2.1,-1,-1.2,x
1658226225160.4,-0.1,0,0.1,-0.3,5.3,8.4,-2.7,-0.8,-0.8,x
1658226225177.1,-0.1,0,0.1,-0.4,5.2,8.4,-2.1,-0.1,-0.2,x
1658226225193.9,0,0,0.1,-0.3,5.2,8.4,-0.7,0.9,0.7,x
1658226225210.5,0,0,0.1,-0.3,5.3,8.3,1.1,0.8,1.2,x
1658226225227.4,0,0.1,0,-0.3,5.3,8.3,2,0,1.2,x
1658226225244.2,0,0.1,-0.1,-0.3,5.4,8.2,1.1,-0.7,0.1,x
1658226225260.5,0,0.1,-0.1,-0.3,5.4,8.2,0.2,-0.7,-0.2,x
1658226225277.2,0,0,0,-0.3,5.3,8.3,-1.5,0.1,0.1,x
1658226225293.8,0,0,0.1,-0.3,5.3,8.4,-2.3,-0.2,-0.1,x
1658226225310.8,0,0,0.1,-0.3,5.2,8.4,0,-0.3,0.3,x
1658226225327.5,0,0,0.1,-0.3,5.3,8.4,0.8,0,0.4,x
1658226225344.1,0,0.1,0.1,-0.3,5.3,8.3,1.4,0.2,0.1,x
1658226225361.3,0,0.1,0.1,-0.3,5.4,8.3,-0.4,-0.4,0,x
1658226225377.4,0,0.1,0.1,-0.3,5.3,8.3,-1.3,-1.1,0,x
1658226225394.2,0.1,0,0.2,-0.2,5.3,8.4,-1,-1.7,-0.1,x
1658226225413.8,0,0.1,0.1,-0.2,5.3,8.4,1.5,0.6,-0.7,x
1658226225427.4,0,0.1,0.1,-0.3,5.4,8.3,2.5,0.8,-0.7,x
1658226225444.1,0,0.1,-0.2,-0.3,5.3,8.1,3,0.7,0,x
1658226225460.7,-0.1,0,-0.2,-0.3,5.3,8.1,0.6,1.1,0.1,x
1658226225477.4,-0.1,0,-0.1,-0.3,5.3,8.1,-0.7,0.6,-0.1,x
1658226225494.2,0,0,0.1,-0.3,5.3,8.3,-2.3,-0.3,-0.1,x
1658226225526,0.1,0,0,-0.2,5.3,8.3,-0.4,-1.1,0,x
1658226225526.7,0.1,0,0,-0.2,5.3,8.3,-0.4,-1.1,0,x
1658226225543.7,0,0,0.1,-0.3,5.3,8.3,-0.6,-0.7,-0.6,x
1658226225561.4,-0.1,0,0.1,-0.3,5.3,8.3,-2.2,0.3,-0.8,x
1658226225577.1,0,0,0.1,-0.3,5.3,8.4,-2.4,0.2,-0.9,x
1658226225593.6,0,0,0.1,-0.3,5.3,8.3,-2,0.3,-0.8,x
1658226225610.6,-0.1,0,0.1,-0.3,5.3,8.3,-0.9,-1.1,-0.6,x
1658226225627.1,0,0,0.1,-0.3,5.3,8.4,-0.5,-1.4,-0.4,x
1658226225644,0,0.1,0.1,-0.3,5.3,8.4,0.8,-1.1,0.2,x
1658226225661.5,0,0.1,0.1,-0.2,5.3,8.4,0.7,0.5,0.3,x
1658226225677.6,0.1,0.1,0.1,-0.2,5.3,8.4,0.4,0.5,0,x
1658226225694,0,0,0.1,-0.3,5.3,8.3,-0.3,-0.7,-0.5,x
1658226225711.3,-0.1,0,0.2,-0.4,5.3,8.4,0.7,-2.1,0.3,x
1658226225727.4,0,0,0.2,-0.3,5.3,8.4,1.4,-2.7,0.4,x
1658226225743.8,0,0,0.2,-0.3,5.3,8.4,2.7,-2.5,0.4,x
1658226225760.5,-0.1,0,0,-0.3,5.3,8.3,3.2,-3.2,0.6,x
1658226225777.4,-0.1,0.1,0,-0.3,5.3,8.3,2.5,-4.4,1.1,x
1658226225802.9,0.1,0.1,0.2,-0.1,5.4,8.5,2.4,-5.1,1.4,x
1658226225810.4,0.1,0.1,0.3,-0.1,5.4,8.5,3.4,-4.1,0.7,x
1658226225827.2,0.1,0.1,0.1,-0.1,5.4,8.3,4.6,-2.5,-0.1,x
1658226225843.7,0.4,-0.1,-0.5,0.1,5.2,7.8,3.9,0.4,-2.4,x
1658226225860.4,0,-0.1,-0.4,-0.3,5.2,7.9,-0.8,1.5,-3.9,x
1658226225885.6,-0.2,-0.1,0.1,-0.4,5.2,8.3,-2.6,-2.4,-1.3,x
1658226225893.7,-0.1,0,0.1,-0.3,5.3,8.4,-2.3,-4.5,1,x
1658226225910.4,0,0.1,0.3,-0.2,5.4,8.6,-1,-1.5,1,x
1658226225927.1,0.1,0.1,0.3,-0.1,5.4,8.5,0,0.2,0.1,x
1658226225943.8,0.1,0.1,0,-0.1,5.4,8.3,1.4,1.4,-1.5,x
1658226225961.2,0,0.1,-0.1,-0.3,5.3,8.1,0.1,-0.4,-2,x
1658226225977.3,-0.1,0.1,0,-0.3,5.4,8.2,-0.9,-1.8,-1.5,x
1658226225993.8,0,0.1,0.2,-0.3,5.4,8.4,-1.5,-3.7,-0.3,x
1658226226011.1,0.1,0,0.1,-0.2,5.3,8.4,-0.1,-2,0.1,x
1658226226027.3,0.1,0,0,-0.1,5.3,8.2,0.4,0,0,x
1658226226044.1,0,0,-0.1,-0.2,5.3,8.2,-0.3,1.3,-0.5,x
1658226226060.7,-0.1,0.1,0,-0.3,5.3,8.3,-1.2,-0.8,0.3,x
1658226226077.8,-0.1,0.1,0,-0.3,5.4,8.3,-1.3,-0.6,0.9,x
1658226226094.2,-0.1,0,0.3,-0.3,5.3,8.6,0.3,-0.3,1.3,x
1658226226110.5,0,0.1,0.3,-0.2,5.4,8.6,2.4,0.3,1.6,x
1658226226127.7,0.1,0.1,0,-0.2,5.4,8.2,4.9,4.4,2,x
1658226226144,0.1,0,-0.2,-0.2,5.3,8,2.7,4.7,2.1,x
1658226226161,0.1,0,-0.3,-0.1,5.3,8.1,0.7,3.1,2,x
1658226226177.7,0.2,0,0,-0.1,5.3,8.2,-3,-1.6,1.3,x
1658226226193.9,0.2,0.1,0.1,-0.1,5.3,8.4,-2.3,-2,-0.9,x
1658226226210.5,0,0.1,0,-0.2,5.3,8.2,-1.7,0.2,-2.2,x
1658226226231.5,-0.1,0,0,-0.3,5.3,8.2,-3.1,-0.1,-1.5,x
1658226226243.8,-0.1,0,0,-0.3,5.2,8.2,-3.9,-0.2,-0.5,x
1658226226260.4,0,0,0,-0.3,5.2,8.3,-4.3,-0.4,0.2,x
1658226226277.3,0,0.1,0.1,-0.2,5.3,8.4,-4.5,0.7,1.6,x
1658226226294.1,0,0.1,0.1,-0.2,5.3,8.4,-2.5,-0.1,1,x
1658226226310.4,0,0.2,0.1,-0.2,5.4,8.4,-0.6,-0.7,0.3,x
1658226226327.2,0,0.1,0.1,-0.2,5.4,8.4,0.1,-0.8,0.2,x
1658226226343.9,0,0.1,-0.1,-0.3,5.3,8.2,-0.8,0.9,0.4,x
1658226226360.6,0,0,0,-0.3,5.2,8.3,-2.1,0.8,0.8,x
1658226226377.2,0,0,0,-0.2,5.2,8.3,-2.6,0,1.2,x
1658226226394.1,0.1,0,0.2,-0.1,5.2,8.4,-1.8,-1.1,1.4,x
1658226226410.5,0.1,0,0.1,-0.2,5.2,8.4,-0.4,-0.5,1.2,x
1658226226427.4,0.1,0,0.1,-0.2,5.3,8.4,-0.1,0,1.1,x
1658226226472.2,0.1,0.1,0,-0.1,5.3,8.3,1.6,-0.2,1.1,x
1658226226477.4,0.1,0.1,0,-0.1,5.3,8.3,1.6,-0.2,1.1,x
1658226226495.2,0.1,0.1,0,0,5.3,8.3,0.9,-0.5,0,x
1658226226510.3,0,0.1,0,-0.1,5.3,8.3,0,-1.5,-1,x
1658226226527.7,0,0.1,0,-0.2,5.3,8.3,-0.3,-1.2,-1,x
1658226226543.8,-0.1,0,0,-0.2,5.3,8.3,-0.3,0.2,-0.6,x
1658226226560.9,0,0.1,-0.1,-0.2,5.3,8.2,-0.2,1.1,-0.2,x
1658226226577.4,0,0,0,-0.2,5.3,8.2,-0.2,0.5,0.2,x
1658226226594.1,0,0,0,-0.2,5.3,8.3,-1.1,-0.6,0.1,x
1658226226610.5,0,0,0,-0.2,5.3,8.4,-1.5,-0.9,-0.2,x
1658226226627.2,0,0,0.1,-0.2,5.3,8.4,-1.3,-1.4,-0.5,x
1658226226644.3,0,0,0.1,-0.2,5.2,8.4,-1,0.2,0,x
1658226226660.5,0,0,0.1,-0.2,5.2,8.4,-1,0.4,-0.2,x
1658226226677.4,0,0,0.1,-0.2,5.2,8.4,-0.9,0.3,0.4,x
1658226226693.9,0,0,0.1,-0.2,5.3,8.3,-0.6,-0.3,0.6,x
1658226226716.2,0,0.1,0.1,-0.2,5.3,8.4,0.2,0,0.4,x
1658226226727.1,0,0.1,0.1,-0.2,5.3,8.4,-0.1,0.5,0.5,x
1658226226744.1,0,0,0.1,-0.2,5.3,8.3,-0.7,0.2,0.1,x
1658226226760.4,0,0,0.1,-0.1,5.2,8.4,-0.7,-0.2,0.1,x
1658226226777.4,0,0,0.1,-0.2,5.2,8.4,-0.1,-0.1,0,x
1658226226794.1,0,0,0,-0.2,5.3,8.3,-0.2,1.1,-0.1,x
1658226226810.3,0,0,0,-0.1,5.3,8.3,-0.2,2.1,0.1,x
1658226226827.3,0,0.1,-0.1,-0.2,5.3,8.2,-1,3.2,0.5,x
1658226226843.9,0,0,-0.1,-0.2,5.3,8.2,-1.6,1.9,0.4,x
1658226226860.3,0.1,0,0,-0.1,5.3,8.3,-2.4,1.6,-0.2,x
1658226226877.4,0,0,0.1,-0.1,5.2,8.4,-2.7,1.7,-0.9,x
1658226226894.1,0,0,0.2,-0.2,5.3,8.5,-1.3,-0.2,-0.5,x
1658226226910.5,0,0,0.2,-0.1,5.3,8.5,-0.5,1.7,-0.5,x
1658226226929.7,0,0,0.2,-0.2,5.3,8.5,0.2,1.8,-0.9,x
1658226226943.8,-0.1,0,0.2,-0.3,5.3,8.5,0,1.7,-1,x
1658226226960.4,-0.1,0,0.2,-0.3,5.2,8.5,0.8,-0.9,-0.7,x
1658226226977,-0.1,0,0.2,-0.3,5.2,8.5,1.5,-1,-0.6,x
1658226226994,-0.1,0.1,0.1,-0.2,5.3,8.4,2.8,-1,-0.8,x
1658226227010.7,-0.1,0.1,-0.1,-0.3,5.3,8.2,2.9,-0.3,-0.5,x
1658226227027.2,-0.1,0.1,-0.1,-0.3,5.3,8.2,2.5,-0.4,-0.4,x
1658226227044.1,0,0,0,-0.2,5.3,8.3,0.4,-1.1,0,x
1658226227060.5,0,0,0,-0.2,5.2,8.3,-0.3,-1.4,-0.2,x
1658226227077,0,0,0,-0.2,5.2,8.3,-0.1,-0.7,-0.4,x
1658226227094.1,0,0,0,-0.2,5.3,8.3,0.8,0.2,-0.5,x
1658226227110.4,0,0,0,-0.2,5.2,8.3,1.2,0.3,-0.6,x
1658226227127.1,0,0,0,-0.2,5.3,8.3,0.2,0.3,-0.1,x
1658226227144.1,0,0,0.1,-0.2,5.3,8.4,-0.5,-0.2,-0.4,x
1658226227160.8,0,0,0.1,-0.2,5.2,8.3,0,0.4,-0.5,x
1658226227177.1,0,0,0,-0.2,5.2,8.3,-0.1,0.9,-0.8,x
1658226227193.9,0,0,0.1,-0.2,5.2,8.4,-1.4,0.3,-0.9,x
1658226227210.6,0,0,0.2,-0.2,5.2,8.5,-1.4,-0.4,-0.6,x
1658226227227.2,0,0,0.2,-0.2,5.3,8.5,0.6,-1.1,0,x
1658226227244.2,0,0.1,0.1,-0.2,5.3,8.4,2.7,0.2,-0.1,x
1658226227260.4,0,0.1,0,-0.2,5.3,8.3,2.5,0.6,-0.5,x
1658226227277.8,0,0.1,-0.1,-0.2,5.3,8.2,2.4,0.6,-0.7,x
1658226227293.8,0,0.1,-0.1,-0.2,5.3,8.2,1.4,-0.2,-1.2,x
1658226227310.7,0,0.1,0,-0.2,5.3,8.3,0.7,-1.4,-1.4,x
1658226227327.1,0,-0.1,-0.1,-0.2,5.2,8.2,-0.1,-1.5,-1.2,x
1658226227343.8,-0.1,-0.1,0,-0.3,5.2,8.3,-1.6,-0.5,-0.5,x
1658226227360.4,-0.1,0,0.1,-0.3,5.2,8.3,-1.2,0.6,0.4,x
1658226227377.6,0,0,0.1,-0.2,5.3,8.3,-0.1,1,1.8,x
1658226227409.4,0,0.1,0,-0.2,5.4,8.3,1.7,0.2,0.3,x
1658226227410.2,0,0.1,0,-0.2,5.4,8.3,1.7,0.2,0.3,x
1658226227429.2,-0.1,0,0,-0.3,5.3,8.3,-0.3,0.5,-1.5,x
1658226227444.5,-0.1,-0.1,0.1,-0.3,5.2,8.4,-0.8,1.2,-0.7,x
1658226227460.4,-0.1,0,0.2,-0.3,5.2,8.5,-0.6,2.6,0.8,x
1658226227493.1,0,0,0.2,-0.2,5.3,8.5,2.4,2.5,1.3,x
1658226227510.1,0,0.1,0.1,-0.2,5.3,8.4,3.3,2,0.7,x
1658226227527,-0.1,0.1,0,-0.3,5.3,8.3,3.5,1.4,0.3,x
1658226227544,0,0.1,-0.1,-0.2,5.4,8.2,2.3,-0.1,0,x
1658226227560.4,0,0.1,-0.1,-0.2,5.4,8.2,0.8,0.2,-0.2,x
1658226227577.9,0,0.1,-0.1,-0.2,5.4,8.2,0.7,0.6,-0.4,x
1658226227593.8,0,0,-0.1,-0.2,5.3,8.2,0.6,0.7,-0.7,x
1658226227615,0,0,-0.1,-0.2,5.3,8.2,0.5,-0.5,-0.4,x
1658226227627.6,0,0,0,-0.3,5.3,8.2,0.5,-0.5,-0.5,x
1658226227644.1,-0.1,0.1,0.1,-0.3,5.3,8.3,0.3,0.4,-0.5,x
1658226227660.5,0,0,0,-0.3,5.3,8.3,0.5,0.4,0.2,x
1658226227677.2,0,0.1,0,-0.2,5.4,8.3,0.2,0.5,0.2,x
1658226227693.8,0,0,0.1,-0.2,5.3,8.3,-0.6,-0.2,-0.8,x
1658226227710.3,0,0,0.2,-0.3,5.3,8.4,-0.9,-0.6,-1,x
1658226227727.3,0,0,0.2,-0.3,5.3,8.4,-0.2,0,-0.8,x
1658226227743.7,0,0,0.1,-0.3,5.3,8.3,0.4,0.8,-0.7,x
1658226227770.5,-0.1,0,0,-0.3,5.3,8.2,0.8,1.3,-0.2,x
1658226227777.6,-0.1,0,0,-0.3,5.3,8.3,0.1,0.2,0.2,x
1658226227793.8,0,0,0.1,-0.2,5.3,8.4,-0.1,-0.8,0.6,x
1658226227810.2,0,0,0.1,-0.3,5.3,8.3,0.7,1,0,x
1658226227826.9,0,0,0,-0.3,5.3,8.2,0.7,1,0,x
1658226227843.7,0,0,-0.1,-0.2,5.3,8.2,0.5,0.1,0.3,x
1658226227860.4,0.1,0,0,-0.2,5.3,8.2,0.1,0,0.2,x
