time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1658433903137,356.33,4.05,-3.07,x
1658433903154,355.91,3.54,-3.71,x
1658433903171,355.34,3.23,-4.9,x
1658433903188,354.88,3.16,-5.98,x
1658433903204,354.44,3.08,-7.21,x
1658433903221,353.89,2.79,-9.35,x
1658433903237,353.49,2.44,-11.64,x
1658433903254,353.03,2.21,-14.04,x
1658433903271,352.12,2.64,-15.67,x
1658433903287,351.36,3.5,-15.75,x
1658433903304,350.87,4.62,-15.91,x
1658433903327,350.65,6.28,-15.97,x
1658433903337,350.82,7.53,-15.66,x
1658433903354,351.36,8.83,-14.95,x
1658433903371,352.58,10.86,-13.53,x
1658433903387,353.7,12.6,-12.12,x
1658433903404,354.85,14.28,-10.62,x
1658433903421,356.01,15.84,-8.84,x
1658433903437,356.44,16.48,-7.87,x
1658433903454,356.64,16.87,-7.09,x
1658433903471,356.98,17.33,-5.9,x
1658433903487,357.31,17.89,-4.71,x
1658433903504,357.32,18.77,-1.97,x
1658433903521,357.49,20.23,2.32,x
1658433903537,357.81,21.12,4.85,x
1658433903554,357.72,21.73,7.45,x
1658433903571,357.26,22.37,10.69,x
1658433903587,357.01,22.86,12.9,x
1658433903604,356.89,23.42,15.06,x
1658433903621,356.83,24.31,17.92,x
1658433903637,356.78,25.16,20.35,x
1658433903654,356.57,26.09,22.92,x
1658433903671,355.93,27.29,25.71,x
1658433903688,355.14,28.12,27.17,x
1658433903704,354.05,28.92,28.4,x
1658433903721,352.14,29.9,29.8,x
1658433903738,350.49,30.51,30.25,x
1658433903754,349.02,30.9,30.27,x
1658433903771,348.12,31.09,30.42,x
1658433903788,347.87,31.18,30.8,x
1658433903804,347.61,31.32,31.2,x
1658433903821,347.12,31.6,31.59,x
1658433903837,346.73,31.92,31.67,x
1658433903854,346.38,32.26,31.58,x
1658433903871,346.07,32.56,31.2,x
1658433903887,346.02,32.57,30.64,x
1658433903904,346.21,32.34,29.62,x
1658433903921,346.91,31.55,27.24,x
1658433903937,347.66,30.54,24.96,x
1658433903954,348.33,29.42,23.02,x
1658433903971,348.85,28.22,21.15,x
1658433903987,348.87,27.66,19.85,x
1658433904004,348.88,27.36,18.19,x
1658433904021,349.1,27.05,15.51,x
1658433904037,349.32,26.62,13.21,x
1658433904054,349.43,25.86,10.73,x
1658433904071,349.44,24.36,7.54,x
1658433904088,349.43,23.07,5.31,x
1658433904104,349.47,21.8,3.11,x
1658433904121,349.52,20.4,0.42,x
1658433904137,349.65,19.68,-1.42,x
1658433904154,349.77,19.07,-3.01,x
1658433904171,349.88,18.04,-5.04,x
1658433904188,349.89,17.03,-6.45,x
1658433904204,349.86,15.88,-7.73,x
1658433904220,349.83,14.17,-9.29,x
1658433904237,349.78,12.83,-10.32,x
1658433904260,349.72,11.06,-11.44,x
1658433904271,349.68,9.77,-11.99,x
1658433904287,349.65,8.52,-12.21,x
1658433904304,349.66,6.83,-11.98,x
1658433904321,349.83,5.48,-11.55,x
1658433904337,350.14,4.11,-11.01,x
1658433904354,350.7,2.22,-10.16,x
1658433904371,351.2,0.81,-9.42,x
1658433904387,351.75,-0.5,-8.58,x
1658433904404,352.57,-2.03,-7.39,x
1658433904421,353.23,-2.99,-6.2,x
1658433904438,353.9,-3.69,-4.84,x
1658433904454,354.84,-4.26,-3.13,x
1658433904471,355.5,-4.46,-1.8,x
1658433904488,355.98,-4.35,-0.39,x
1658433904504,356.45,-3.63,1.77,x
1658433904521,356.77,-2.55,3.9,x
1658433904538,357.08,-0.92,6.68,x
1658433904554,357.44,1.98,11.15,x
1658433904571,357.55,4.57,14.31,x
1658433904588,357.4,7.35,16.71,x
1658433904604,356.74,11.18,18.66,x
1658433904621,355.9,13.94,19.19,x
1658433904638,354.86,16.49,19.08,x
1658433904654,353.27,19.3,18.77,x
1658433904671,352.23,20.8,18.71,x
1658433904687,351.46,21.99,18.45,x
1658433904704,350.8,23.34,17.74,x
1658433904721,350.48,24.28,17.15,x
1658433904737,350.25,25.31,16.67,x
1658433904754,350.05,26.85,15.89,x
1658433904771,349.99,27.96,15.17,x
1658433904788,349.93,28.99,14.41,x
1658433904804,349.77,30.2,13.45,x
1658433904821,349.69,31.08,12.73,x
1658433904838,349.7,32.03,11.93,x
1658433904854,349.84,33.32,10.71,x
1658433904871,349.96,34.18,9.77,x
1658433904888,349.99,34.86,8.94,x
1658433904904,350.06,35.52,7.94,x
1658433904921,350.12,35.8,7.21,x
1658433904938,350.27,35.93,6.4,x
1658433904954,350.58,36,5.14,x
1658433904971,350.82,36.02,4.35,x
1658433904988,351.05,36.05,3.72,x
1658433905004,351.24,36.21,3.31,x
1658433905021,351.32,36.42,3.3,x
1658433905038,351.35,36.65,3.46,x
1658433905054,351.29,36.87,3.91,x
1658433905071,351.23,36.93,4.4,x
1658433905088,351.21,36.99,4.99,x
1658433905104,351.41,37.11,5.69,x
1658433905121,351.68,37.16,6.04,x
1658433905138,351.91,37.07,6.28,x
1658433905154,352.18,36.73,6.31,
1658433905176,352.37,36.43,6.09,
1658433905188,352.55,36.1,5.71,
1658433905204,352.71,35.52,5.2,
1658433905221,352.75,35,5.02,
1658433905238,352.81,34.47,4.96,
1658433905255,353.02,33.77,4.83,
1658433905271,353.19,33.28,4.63,
1658433905288,353.31,32.79,4.43,
1658433905304,353.46,32.19,4.11,
1658433905321,353.57,31.83,3.87,
1658433905338,353.64,31.55,3.75,
1658433905354,353.68,31.24,3.69,
1658433905371,353.66,31.05,3.74,
1658433905388,353.63,30.89,3.83,
1658433905404,353.65,30.74,3.81,
1658433905421,353.65,30.66,3.76,
1658433905438,353.61,30.6,3.78,
1658433905454,353.56,30.58,3.81,
1658433905471,353.53,30.61,3.83,
1658433905487,353.49,30.65,3.9,
1658433905504,353.45,30.68,3.92,
1658433905521,353.43,30.69,3.85,
1658433905538,353.39,30.7,3.83,
1658433905554,353.36,30.7,3.81,
1658433905571,353.35,30.68,3.77,
1658433905588,353.31,30.64,3.78,
1658433905604,353.19,30.59,3.93,
1658433905621,353.08,30.55,4.07,
1658433905638,352.98,30.49,4.18,
1658433905654,352.9,30.41,4.28,
1658433905671,352.92,30.35,4.26,
1658433905688,352.96,30.27,4.16,
1658433905704,352.96,30.19,4.09,
1658433905721,352.95,30.15,4.12,
1658433905738,352.94,30.11,4.15,
1658433905754,352.93,30.02,4.18,
1658433905771,352.93,29.95,4.21,
1658433905788,352.93,29.88,4.23,
1658433905804,352.93,29.8,4.24,
1658433905821,352.94,29.7,4.21,
1658433905838,352.96,29.58,4.15,
1658433905854,353,29.44,4.09,
1658433905871,353.04,29.34,4.03,
1658433905888,353.08,29.23,3.96,
1658433905904,353.1,29.13,3.93,
1658433905921,353.07,29.07,4.01,
1658433905938,353.03,28.97,4.08,
1658433905954,352.98,28.83,4.12,
1658433905971,352.92,28.74,4.19,
1658433905987,352.84,28.69,4.35,
1658433906004,352.78,28.66,4.59,
1658433906021,352.79,28.64,4.69,
1658433906038,352.81,28.56,4.67,
1658433906054,352.83,28.42,4.56,
1658433906071,352.84,28.32,4.48,
1658433906087,352.87,28.25,4.4,
1658433906111,352.91,28.18,4.32,
1658433906121,352.95,28.16,4.31,
1658433906138,353.01,28.14,4.28,
1658433906154,353.1,28.07,4.19,
1658433906171,353.16,28,4.09,
1658433906188,353.24,27.9,3.95,
1658433906204,353.33,27.77,3.78,
1658433906221,353.38,27.68,3.71,
1658433906238,353.41,27.6,3.65,
1658433906254,353.45,27.46,3.6,
1658433906271,353.48,27.33,3.55,
1658433906287,353.52,27.17,3.47,
1658433906304,353.6,26.96,3.34,
1658433906321,353.68,26.81,3.21,
1658433906338,353.77,26.63,3.08,
1658433906354,353.86,26.37,2.92,
1658433906371,353.91,26.18,2.84,
1658433906387,353.94,25.99,2.77,
1658433906404,353.97,25.77,2.61,
1658433906421,354.03,25.6,2.48,
1658433906438,354.11,25.43,2.34,
1658433906454,354.23,25.16,2.17,
1658433906471,354.33,24.92,2.02,
1658433906488,354.45,24.62,1.83,
1658433906504,354.62,24.2,1.63,
1658433906521,354.74,23.82,1.54,
1658433906538,354.82,23.41,1.49,
1658433906554,354.8,22.83,1.41,
1658433906571,354.79,22.4,1.39,
1658433906587,354.81,21.91,1.49,
1658433906604,354.85,20.97,1.84,
1658433906621,354.74,20.17,2.14,
1658433906638,354.61,19.41,2.3,
1658433906654,354.52,18.69,2.35,
1658433906671,354.43,18.38,2.44,
1658433906687,354.31,18.23,2.6,
1658433906704,354.15,18.14,2.99,
1658433906721,354.08,18.11,3.36,
1658433906738,354.09,18.11,3.64,
1658433906754,354.21,18.09,3.91,
1658433906771,354.32,17.99,4.02,
1658433906788,354.42,17.8,4.06,
1658433906804,354.59,17.37,3.94,
1658433906821,354.68,16.95,3.86,
1658433906838,354.73,16.51,3.81,
1658433906854,354.75,15.9,3.75,
1658433906871,354.74,15.45,3.69,
1658433906887,354.66,15.05,3.56,
1658433906904,354.42,14.6,3.22,
1658433906921,354.19,14.32,2.79,
1658433906937,353.87,14.13,2.02,
1658433906954,352.93,14.12,0.21,
1658433906971,351.89,14.36,-1.45,
1658433906987,350.96,14.77,-3.08,
1658433907004,350.22,15.14,-4.69,
1658433907021,349.9,15.26,-5.92,
1658433907044,349.55,15.36,-7.85,
1658433907054,349.02,15.6,-10.91,
1658433907071,348.61,15.84,-13.7,
1658433907088,348.1,15.98,-16.49,
1658433907104,347.63,16.16,-19.67,
1658433907121,347.51,16.46,-21.55,
1658433907138,347.5,16.94,-23,
1658433907154,347.45,17.75,-24.34,
1658433907171,347.42,18.34,-25.12,
1658433907187,347.4,18.88,-25.9,
1658433907204,347.52,19.32,-27,
1658433907221,347.68,19.5,-27.79,
1658433907238,347.86,19.64,-28.48,
1658433907254,348.1,19.99,-29.03,
1658433907272,348.39,20.24,-29.3,
1658433907295,348.44,19.96,-29.01,
1658433907304,348.46,19.75,-28.8,
1658433907320,348.56,19.51,-28.49,
1658433907338,348.79,19.35,-28.18,
1658433907356,349.14,19.09,-27.6,
1658433907371,349.26,18.74,-26.95,
1658433907388,349.25,18.25,-26.13,
