time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_walking
1664105998953.3,0,0.1,-0.1,0.1,5.9,7.8,2.9,-3.9,-1.9,x
1664105998970.7,0,0.1,-0.4,0.1,6,7.5,5.9,-4.2,-2.2,x
1664105998987,0,0,-0.5,0.1,6,7.4,5.7,-2.7,-2,x
1664105999003,-0.1,-0.1,-0.4,-0.1,5.9,7.4,2.7,0,-0.8,x
1664105999020.3,-0.1,-0.1,-0.3,0,5.9,7.4,1.3,-0.4,-0.2,x
1664105999036.5,-0.1,-0.1,-0.1,-0.1,5.9,7.6,0.4,-3.2,-0.8,x
1664105999053.2,0,0,-0.3,0,6.1,7.5,3.6,-4.1,-1,x
1664105999070.1,0.1,0.2,-0.6,0.2,6.3,7.1,4.8,-0.9,0.5,x
1664105999086.4,0.2,0.1,-0.5,0.2,6.3,7.1,3,1.1,1.3,x
1664105999103.6,0.1,0,-0.2,0.2,6.2,7.3,-1.7,3.3,2.5,x
1664105999120,-0.1,-0.1,0.3,0,6.2,7.8,-3.6,4.5,2.9,x
1664105999136.4,-0.1,-0.1,0.4,0,6.2,8,-2.6,4.3,2.8,x
1664105999154.2,-0.1,0.1,0.3,-0.1,6.3,7.9,1.5,2.4,4,x
1664105999169.6,0.1,0.1,-0.1,0.1,6.3,7.6,4.7,-0.5,6.2,x
1664105999186.3,0.1,0.1,-0.2,0.2,6.3,7.4,5.3,-0.7,6.8,x
1664105999203.4,0.2,0.2,-0.1,0.3,6.4,7.5,3.9,2,6.9,x
1664105999219.6,0.1,0.1,0.1,0.3,6.4,7.7,3,4.5,6,x
1664105999236.4,0.1,0.1,0.1,0.2,6.4,7.7,3.2,4.9,5.4,x
1664105999254.9,-0.1,0.2,0.1,0.1,6.4,7.6,4.3,4.9,4.3,x
1664105999269.8,0.1,0.4,0.1,0.2,6.7,7.6,6.2,5.4,4,x
1664105999287.2,0.1,0.5,0,0.3,6.9,7.5,7.1,5.4,4.7,x
1664105999302.9,0.1,0.5,0.1,0.3,6.9,7.5,6.3,5.1,5.6,x
1664105999319.7,0.1,0.5,0.3,0.4,6.9,7.6,5,2.5,6.5,x
1664105999337.5,0.2,0.6,0.4,0.5,7.1,7.8,4.6,-0.3,5.8,x
1664105999356.2,0.3,0.5,0.3,0.7,7.1,7.6,6.1,-4.4,5.8,x
1664105999369.8,0.3,0.5,0.3,0.7,7,7.5,6.5,-5.4,5.2,x
1664105999386.8,0.4,0.4,0.2,0.9,7,7.5,7.4,-4.9,2.4,x
1664105999403.1,0.3,0.4,0.2,0.9,7,7.4,8.2,-4.6,1.4,x
1664105999419.6,0.2,0.3,0.1,0.8,7,7.3,8.7,-2.7,-0.6,x
1664105999436.7,-0.2,0.2,0.1,0.5,6.9,7.2,5.3,-1.8,-1.9,x
1664105999452.7,-0.3,0.1,0.1,0.3,6.8,7.3,2.2,-2.5,-1.9,x
1664105999469.8,-0.4,-0.2,0.4,0.1,6.5,7.5,-5.3,-4.9,-0.5,x
1664105999486.5,-0.3,-0.4,0.5,0.1,6.1,7.9,-11.2,-9,1.4,x
1664105999503.2,-0.1,-0.6,0.7,0.2,5.9,8,-14.8,-18.4,1.5,x
1664105999519.8,-0.1,-0.6,0.6,0.1,5.3,8.3,-12.9,-25.1,-0.6,x
1664105999536.3,-0.1,-0.9,0.7,0.2,5.2,8.4,-11.6,-22.9,-0.2,x
1664105999553.2,-0.1,-0.9,0.6,0.1,4.9,8.5,-9.7,-9.9,-0.1,x
1664105999569.8,-0.7,-1.1,0.9,-0.6,4.4,9,-13.6,9,-2,x
1664105999586.2,-1.2,-1.3,1.1,-1.1,4.1,9.4,-15,11.3,-2.1,x
