time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658226222447.2,13,35.6,3.1,x
1658226222463.8,11.7,35.6,3.1,x
1658226222480.5,11.2,35.5,3,x
1658226222513.8,11.2,35.4,2.9,x
1658226222530.5,11.1,35.3,3.1,x
1658226222547.1,11,35.3,3.2,x
1658226222580.5,11,35.2,3.3,x
1658226222597.2,11,35.2,3.2,x
1658226222614.7,11.1,35.1,3.1,x
1658226222631.7,11.2,35.1,2.8,x
1658226222648.4,11.2,35,2.7,x
1658226222664.1,11.2,34.9,2.7,x
1658226222714.2,11.2,34.7,2.7,x
1658226222731.3,11.2,34.6,2.6,x
1658226222764.1,11.3,34.6,2.5,x
1658226222830.9,11.2,34.5,2.6,x
1658226222847.4,11.1,34.5,2.7,x
1658226222864.1,11.1,34.3,2.7,x
1658226222881.2,11.1,34.2,2.6,x
1658226222914.2,11.1,34.3,2.7,x
1658226222947.5,11.1,34.4,2.6,x
1658226222967.8,11.2,34.3,2.4,x
1658226222982.5,11.2,34.2,2.4,x
1658226223018.3,11.2,34.2,2.3,x
1658226223030.8,11.3,34.1,2.2,x
1658226223064,11.3,34.2,2.2,x
1658226223081.1,11.1,34.3,2.4,x
1658226223114.1,10.9,34.2,2.6,x
1658226223131.5,11,34,2.5,x
1658226223147.4,11,33.9,2.4,x
1658226223164.1,11.2,33.8,2.2,x
1658226223180.8,11.2,33.9,2.1,x
1658226223197.5,11.2,34,2,x
1658226223213.9,11.2,34.1,2,x
1658226223230.8,11.2,34,1.9,x
1658226223247.6,11.2,33.9,1.8,x
1658226223281.3,11.2,33.6,1.8,x
1658226223330.9,11.3,33.5,1.6,x
1658226223347.4,11.3,33.5,1.5,x
1658226223364.2,11.3,33.6,1.4,x
1658226223397.4,11.2,33.6,1.6,x
1658226223414.5,11,33.6,1.8,x
1658226223447.4,11,33.7,1.8,x
1658226223497.3,11,33.6,1.8,x
1658226223531.1,10.9,33.5,1.9,x
1658226223564,10.9,33.4,1.9,x
1658226223650.4,10.8,33.4,1.8,x
