time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1652785303765.6,92.9,32.8,-5.4,x
1652785303783.5,93.1,32.4,-6.3,x
1652785303799.2,93.1,32.2,-6.6,x
1652785303815.9,93,32,-6.7,x
1652785303832.5,93,32.2,-6.2,x
1652785303849.2,93,32.4,-5.8,x
1652785303865.5,92.9,32.8,-4.5,x
1652785303882.3,93,33.6,-2.7,x
1652785303899.5,93,34,-1.7,x
1652785303915.8,93,34.8,0.3,x
1652785303932.5,93.1,35.7,2.5,x
1652785303949.1,92.9,36.4,4.8,x
1652785303965.8,93,36.6,5.7,x
1652785303982.6,93.5,36.6,6.5,x
1652785303998.9,94.2,35.8,5,x
1652785304016.9,94.5,34.6,2.6,x
1652785304032.5,94.5,33.9,1.3,x
1652785304049.3,94.5,32.7,-1.2,x
1652785304065.9,94.4,31.6,-3.1,x
1652785304082.5,94.3,31.2,-3.8,x
1652785304099.2,94.1,30.6,-4.4,x
1652785304115.5,94.1,30.5,-4.4,x
1652785304133.2,94.3,30.5,-4.3,x
1652785304149.3,94.7,30.7,-4.5,x
1652785304165.9,95,30.8,-4.8,x
1652785304182.5,94.9,30.9,-5,x
1652785304215.9,94.7,31.1,-4.8,x
1652785304232.2,94.8,31.3,-4.9,x
1652785304249.9,95,31.2,-5,x
1652785304265.9,95.2,31,-5.4,x
1652785304282.5,95.3,30.8,-5.9,x
1652785304298.9,95.3,30.6,-6.3,x
1652785304365.5,95.5,30.6,-6.4,x
1652785304388.2,95.5,30.6,-6.6,x
1652785304398.8,95.5,30.7,-6.7,x
1652785304415.6,95.5,30.8,-6.8,x
1652785304433,95.5,30.9,-6.8,x
1652785304449.1,95.5,31,-6.7,x
1652785304465.9,95.6,31.1,-6.7,x
1652785304482.2,95.6,31,-6.7,x
1652785304515.8,95.5,30.9,-6.7,x
1652785304549.2,95.4,31.1,-6.6,x
1652785304565.4,95.3,31.3,-6.5,x
1652785304582.2,95.2,31.6,-6.1,x
1652785304599.8,95.2,31.6,-6,x
1652785304615.8,95.4,31.6,-5.9,x
1652785304632.7,95.3,31.5,-5.9,x
1652785304648.8,95.2,31.7,-5.6,x
1652785304665.8,95.1,31.9,-5.3,x
1652785304682.6,95.2,32.4,-4.7,x
1652785304700.9,95.5,32.5,-4.5,x
1652785304716.8,96.3,32.7,-4.2,x
1652785304732.5,96.5,32.7,-4.2,x
1652785304749.2,96.8,32.8,-4.3,x
1652785304765.5,97,32.8,-4.6,x
1652785304783.1,97,32.7,-4.7,x
1652785304799.3,96.9,32.7,-5.1,x
1652785304815.9,96.7,32.8,-5.4,x
1652785304832.8,96.6,33,-5.4,x
1652785304849.7,96.5,33.1,-5.4,x
1652785304865.9,96.4,33.3,-5.4,x
1652785304882.2,96.3,33.5,-5.5,x
1652785304899.7,96.3,33.5,-5.6,x
1652785304915.9,96.1,33.6,-5.8,x
1652785304932.2,95.7,33.8,-5.8,x
1652785304949.4,95.5,33.9,-5.7,x
1652785304966.3,95.1,34.2,-5.5,x
1652785304982.5,94.7,34.7,-5,x
1652785304998.8,94.5,35.1,-4.7,x
1652785305016.2,94.4,35.2,-4.5,x
1652785305032.6,94.2,35.4,-4.2,x
1652785305049.1,93.8,35.5,-3.6,x
1652785305066.2,93.3,35.6,-3,x
1652785305083,93.1,35.7,-2.7,x
1652785305099.3,92.9,35.9,-2.4,x
1652785305115.5,92.8,36.1,-2.3,x
1652785305132.9,92.8,36.1,-2.4,x
1652785305149.2,92.7,36.1,-2.4,x
1652785305165.9,92.7,36,-2.5,x
1652785305182.2,92.6,35.9,-2.5,x
1652785305215.9,92.5,35.9,-2.5,x
1652785305232.2,92.6,36,-2.4,x
1652785305265.8,92.5,35.9,-2.1,x
1652785305282.6,92.4,35.9,-1.7,x
1652785305299.3,92.4,35.6,-1.5,x
1652785305315.4,92.5,35.4,-1.5,x
1652785305332.5,92.3,35.3,-1.5,x
1652785305348.8,92.2,35.3,-1.3,x
1652785305382.2,92.2,35.6,-1,x
1652785305399.2,92.2,35.7,-1,x
1652785305416,92.3,35.7,-1.1,x
1652785305432.4,92.5,35.6,-1.5,x
1652785305449.2,92.6,35.4,-1.9,x
1652785305466,92.6,35.3,-2.4,x
1652785305483.2,92.6,35.3,-2.6,x
1652785305499.2,92.5,35.3,-2.8,x
1652785305515.5,92.4,35.2,-2.8,x
1652785305537.1,92.3,35.1,-2.9,x
1652785305549.9,92.3,35,-2.9,x
1652785305565.5,92.3,34.8,-3,x
1652785305583.5,92.4,34.6,-3.1,x
1652785305615.4,92.5,34.5,-3.2,x
1652785305632.5,92.5,34.4,-3.2,x
1652785305654.5,92.6,34.3,-3.4,x
1652785305665.4,92.7,34.2,-3.5,x
1652785305682.5,92.8,34.1,-3.7,x
1652785305698.7,92.8,34.1,-3.9,x
1652785305715.4,92.8,34,-3.9,x
1652785305732.1,92.7,33.9,-3.9,x
1652785305798.8,92.5,33.8,-3.8,x
1652785305815.4,92.3,33.9,-3.7,x
1652785305832.1,92.3,34,-3.7,x
1652785305848.8,92.1,34.1,-3.5,x
1652785305865.4,91.9,34.2,-3.2,x
1652785305882.1,91.8,34.3,-3.1,x
1652785305898.7,91.7,34.4,-3,x
1652785305915.5,91.6,34.6,-2.9,x
1652785305932.1,91.6,34.7,-2.9,x
1652785305948.8,91.5,34.7,-2.8,x
1652785305965.7,91.5,34.8,-2.7,x
1652785305998.8,91.4,34.9,-2.6,x
1652785306015.5,91.3,35,-2.5,x
1652785306032.4,91.2,35.1,-2.3,x
1652785306048.8,91.2,35.1,-2.2,x
1652785306066.2,91.1,35.2,-2.1,x
1652785306082.4,91.1,35.2,-2,x
1652785306099.2,91,35.3,-1.8,x
1652785306133,90.8,35.5,-1.6,x
1652785306149.1,90.8,35.6,-1.5,x
1652785306165.4,90.7,35.7,-1.3,x
1652785306199.2,90.6,35.7,-1.1,x
1652785306215.8,90.6,35.7,-0.9,x
1652785306232.4,90.5,35.7,-0.7,x
1652785306265.7,90.4,35.8,-0.5,x
1652785306282.2,90.3,35.9,-0.3,x
1652785306299.6,90.3,36,-0.2,x
1652785306315.7,90.2,36,0,x
1652785306332.4,90.1,36.1,0.1,x
1652785306349.3,90,36.2,0.2,x
1652785306365.8,89.9,36.3,0.3,x
1652785306398.9,89.8,36.5,0.6,x
1652785306416.4,89.7,36.5,0.6,x
1652785306432.5,89.6,36.6,0.8,x
1652785306449.1,89.6,36.5,0.7,x
1652785306482.9,89.6,36.6,0.5,x
1652785306499.1,89.6,36.7,0.5,x
1652785306515.4,89.7,36.8,0.3,x
1652785306532.9,89.7,36.8,0.2,x
1652785306549.1,89.8,36.9,0.1,x
1652785306565.8,89.7,36.9,0.1,x
1652785306583,89.6,36.8,0.2,x
1652785306599.5,89.6,36.8,0.3,x
1652785306615.8,89.5,36.8,0.5,x
1652785306632.2,89.5,36.8,0.6,x
1652785306665.8,89.3,36.8,0.8,x
1652785306682,89.2,36.9,0.9,x
1652785306699.1,89.1,37,0.9,x
1652785306715.8,89,37,0.8,x
1652785306732.4,88.9,37.1,0.8,x
1652785306748.7,88.9,37,0.7,x
1652785306766.7,89,36.9,0.5,x
1652785306799.2,89,36.9,0,x
1652785306816,89,37,-0.3,x
1652785306832.9,89,37.1,-0.4,x
1652785306849.1,89.1,37.3,-0.6,x
1652785306865.5,89.2,37.3,-0.8,x
1652785306883,89.3,37.2,-1,x
1652785306899.1,89.4,37.1,-1.3,x
1652785306915.8,89.4,37.1,-1.5,x
1652785306932.4,89.5,37.1,-1.6,x
1652785306949.1,89.6,37,-1.6,x
1652785306965.8,89.7,37,-1.8,x
1652785306982.2,89.8,36.8,-1.9,x
1652785307032.5,89.7,36.8,-1.9,x
1652785307048.7,89.6,36.8,-1.8,x
1652785307066.2,89.5,36.9,-1.6,x
1652785307082.4,89.5,36.9,-1.4,x
1652785307149.1,89.3,37,-1.2,x
1652785307168.4,89.3,37,-1,x
1652785307182.4,89.2,37.1,-0.9,x
1652785307199.1,89.1,37.1,-0.5,x
1652785307215.8,88.9,37.2,0,x
1652785307232.5,88.9,37.2,0.2,x
1652785307249.5,88.8,37.2,0.5,x
1652785307265.8,88.7,37.3,0.7,x
1652785307282.1,88.5,37.5,0.9,x
1652785307315.8,88.4,37.8,1.1,x
1652785307332,88.3,38,1.3,x
1652785307349.4,88.3,38.1,1.4,x
1652785307365.7,88.1,38.2,1.6,x
1652785307382,88,38.3,1.9,x
1652785307399,87.8,38.4,2.3,x
1652785307415.8,87.7,38.4,2.4,x
1652785307432,87.5,38.5,2.7,x
1652785307448.8,87.4,38.6,2.9,x
1652785307466,87.3,38.7,3,x
1652785307482.4,87.3,38.8,3.1,x
1652785307498.8,87.3,38.7,3.1,x
1652785307515.4,87.3,38.7,3,x
1652785307599.8,87.4,38.6,2.8,x
1652785307615.9,87.4,38.4,2.8,x
1652785307632,87.4,38.3,2.8,x
1652785307649.5,87.4,38.2,2.8,x
1652785307665.7,87.3,38,2.8,x
1652785307682.1,87.2,37.9,2.9,x
1652785307715.7,86.9,37.8,3.2,x
1652785307732.4,86.8,37.8,3.3,x
1652785307748.7,86.7,38,3.4,x
1652785307766.2,86.6,38.1,3.5,x
1652785307783.8,86.5,38.2,3.7,x
1652785307798.7,86.4,38.4,3.7,x
1652785307816,86.2,38.7,3.8,x
1652785307832.4,85.9,39.2,4.2,x
1652785307849.1,86.1,39.2,4.3,x
1652785307865.4,86.2,39,4.3,x
1652785307899.1,86.2,38.8,3.9,x
1652785307915.8,86.4,38.8,3.7,x
1652785307932.7,86.5,38.8,3.6,x
1652785307949.1,86.6,38.7,3.4,x
1652785307965.4,86.7,38.5,3.3,x
1652785307982.4,86.8,38.3,3.2,x
1652785307999.4,86.8,38.1,3.1,x
1652785308015.7,86.9,37.9,3,x
1652785308049,87.1,37.8,2.8,x
1652785308066.1,87.2,37.7,2.6,x
1652785308082.3,87.2,37.7,2.3,x
1652785308099.4,87.3,37.6,2.1,x
1652785308132.4,87.4,37.5,2,x
1652785308149,87.5,37.4,1.9,x
1652785308182.9,87.5,37.2,1.9,x
1652785308199.2,87.6,37.1,1.9,x
1652785308215.4,87.5,37.1,2.1,x
1652785308233,87.4,37.1,2.2,x
1652785308249,87.4,37.1,2.3,x
1652785308283.1,87.4,37,2.2,x
1652785308299.4,87.4,37,2.1,x
1652785308315.4,87.5,36.9,2,x
1652785308366,87.5,37,2,x
1652785308382,87.6,37,1.8,x
1652785308399.7,87.7,37.1,1.6,x
1652785308416.1,87.8,37.2,1.4,x
1652785308432.7,88,37.2,1.2,x
1652785308448.7,88.1,37.1,0.9,x
1652785308465.3,88.2,37,0.9,x
1652785308482.8,88.2,36.9,0.8,x
1652785308498.7,88.1,36.8,1,x
1652785308516.7,88.1,36.8,1.1,x
1652785308532.1,88.1,36.7,1.1,x
1652785308548.7,88.1,36.6,0.9,x
1652785308598.7,88.2,36.6,0.7,x
1652785308615.4,88.3,36.6,0.6,x
1652785308633.3,88.4,36.6,0.5,x
1652785308682.7,88.4,36.6,0.7,x
1652785308716.1,88.3,36.6,1.1,x
1652785308732.1,88.2,36.7,1.3,x
1652785308749.5,88.2,36.8,1.4,x
1652785308766.1,88,36.9,1.6,x
1652785308782.1,87.9,37,1.8,x
1652785308799.5,87.8,37.1,2,x
1652785308816.2,87.6,37.3,2.3,x
1652785308832.7,87.4,37.5,2.5,x
1652785308849,87.4,37.7,2.8,x
1652785308866.7,87.4,37.9,2.9,x
1652785308882.7,87.5,38,2.9,x
1652785308898.7,87.6,38.1,2.7,x
1652785308933.2,87.6,38,2.6,x
1652785308949.4,87.5,38,2.7,x
1652785308965.4,87.6,38.2,2.5,x
1652785308983.2,87.6,38.3,2.5,x
1652785308999.4,87.9,38.4,2.2,x
1652785309015.5,88.3,38.6,1.8,x
1652785309032.7,88.8,38.4,0.9,x
1652785309048.6,88.8,38.3,0.5,x
1652785309066.2,88.8,38.1,-0.1,x
1652785309082.1,88.8,38,-0.5,x
1652785309100,88.8,37.9,-0.6,x
1652785309116.1,88.8,37.8,-0.4,x
1652785309132.1,88.8,37.7,0,x
1652785309150.2,89,37.6,0.4,x
1652785309167.2,89,37.4,0.7,x
1652785309198.8,89.1,37.2,0.9,x
1652785309232.8,89.3,37.3,0.6,x
1652785309248.7,89.5,37.3,0.4,x
1652785309266.7,89.8,37.2,0.2,x
1652785309283.5,90.1,36.9,-0.4,x
1652785309299.4,90.3,36.7,-0.8,x
1652785309315.3,90.6,36.4,-1.7,x
1652785309333.2,90.7,36.2,-2.2,x
1652785309349.4,90.8,36,-2.8,x
1652785309372.7,90.9,36.1,-2.9,x
1652785309383,91,36.1,-2.8,x
1652785309399.4,91.1,36.2,-2.7,x
1652785309416,91.4,36.2,-2.8,x
1652785309432,91.4,36.1,-2.9,x
1652785309482,91.3,36.2,-2.8,x
1652785309499.7,91.3,36.3,-2.6,x
1652785309532.7,91.2,36.3,-2.6,x
1652785309548.6,91.1,36.6,-2.3,x
1652785309565.2,91.1,36.8,-1.7,x
1652785309581.9,91.1,36.8,-1.5,x
1652785309598.6,91,36.8,-1.3,x
1652785309632.8,91,36.7,-1.3,x
1652785309648.5,91,36.7,-1.5,x
1652785309665.2,91,36.7,-1.6,x
1652785309682.3,90.9,36.7,-1.5,x
1652785309715.2,90.8,36.6,-1.5,x
1652785309731.9,90.7,36.5,-1.6,x
1652785309752.7,90.7,36.5,-1.7,x
1652785309781.9,90.5,36.6,-1.8,x
1652785309799.2,90.6,36.8,-1.7,x
1652785309835.1,90.7,36.6,-2,x
1652785309848.7,90.8,36.6,-2.2,x
1652785309865.2,90.8,36.5,-2.3,x
1652785309883.9,90.8,36.6,-2.4,x
1652785309899.4,90.8,36.7,-2.3,x
1652785309915.3,90.8,36.7,-2.2,x
1652785309948.5,90.8,36.8,-2.2,x
1652785309982,90.8,36.7,-2.2,x
1652785310015.3,90.8,36.6,-2.2,x
1652785310032.1,90.8,36.5,-2.3,x
1652785310065.3,90.9,36.5,-2.5,x
1652785310082,90.9,36.5,-2.7,x
1652785310098.6,90.9,36.4,-2.7,x
1652785310115.3,90.9,36.4,-2.8,x
1652785310131.9,90.9,36.4,-2.9,x
1652785310198.6,91.1,36.4,-3,x
1652785310220.7,91,36.4,-3,x
1652785312077.2,89.6,38.7,0.2,x
1652785312095.5,89.1,38.8,0.8,x
1652785312110.3,88.2,39.6,1.7,x
1652785312126.9,88.2,39.7,1.5,x
1652785312145.3,88.4,40.2,1.1,x
1652785312160.9,88.5,40.3,1,x
1652785312177.6,88.7,40.1,0.8,x
1652785312193.9,89.1,39.6,0.2,x
1652785312210.7,89.4,39.2,-0.2,x
1652785312227,89.5,39,-0.4,x
1652785312260.3,90,38.8,-1.1,x
1652785312277,90.2,38.7,-1.2,x
1652785312294.4,90.2,38.6,-1.3,x
1652785312310.5,90.2,38.5,-1.3,x
1652785312343.7,90.1,38.4,-1.1,x
1652785312360.6,90,38.5,-0.9,x
1652785312377.2,89.8,38.6,-0.6,x
1652785312393.6,89.6,38.8,-0.4,x
1652785312410.6,89.5,38.8,-0.2,x
1652785312427.3,89.4,38.9,0,x
1652785312443.7,89.2,38.9,0.1,x
1652785312460.3,89.1,39,0.2,x
1652785312510.3,89.2,38.9,0.1,x
1652785312527.4,89.3,38.8,-0.1,x
1652785312543.9,89.4,38.8,-0.2,x
1652785312560.5,89.5,38.7,-0.4,x
1652785312577.2,89.6,38.6,-0.6,x
1652785312593.6,89.6,38.5,-0.7,x
1652785312627,89.7,38.3,-0.8,x
1652785312644.9,89.7,38.4,-0.8,x
1652785312677.1,89.6,38.4,-0.6,x
1652785312693.8,89.5,38.4,-0.5,x
1652785312727.3,89.4,38.5,-0.2,x
1652785312743.6,89.3,38.6,-0.1,x
1652785312761.3,89.2,38.6,-0.1,x
1652785312777.4,89.2,38.6,0,x
1652785312793.7,89.2,38.7,0,x
1652785312811.2,89.3,38.7,-0.1,x
1652785312843.7,89.4,38.7,-0.2,x
1652785312860.3,89.4,38.6,-0.3,x
1652785312910.4,89.4,38.6,-0.2,x
1652785312927.6,89.3,38.7,0,x
1652785312943.7,89.3,38.7,0.1,x
1652785312960.8,89.2,38.9,0.3,x
1652785312994.9,89,39,0.5,x
1652785313010.8,89,39.1,0.6,x
1652785313111.1,89.1,39.1,0.6,x
1652785313127.4,89.1,39,0.5,x
1652785313143.6,89.2,39,0.3,x
1652785313160.4,89.3,39,0.2,x
1652785313194.1,89.3,39,0.3,x
1652785313210.3,89.2,39,0.4,x
1652785313260.8,89.1,39.1,0.6,x
1652785313310.4,89.2,39.1,0.5,x
1652785313345.5,89.2,39,0.6,x
1652785313394.8,89.1,39,0.8,x
1652785313411.2,89,39.1,0.9,x
1652785313427.1,88.9,39.2,1.1,x
1652785313443.7,88.8,39.3,1.3,x
1652785313462.3,88.8,39.4,1.3,x
1652785313579.2,88.9,39.3,1.2,x
1652785313593.6,88.9,39.3,1.1,x
1652785313610.4,89,39.2,1,x
1652785313627.4,89.1,39.3,0.8,x
1652785313677,89.3,39.4,0.7,x
1652785313693.8,89.4,39.3,0.6,x
1652785313711,89.4,39.3,0.5,x
1652785313761.7,89.4,39.3,0.6,x
1652785313777,89.4,39.2,0.6,x
1652785313811.6,89.2,39.2,0.9,x
1652785313861.3,89.1,39.3,1.1,x
1652785313877.7,89,39.4,1.1,x
1652785313894.6,89,39.4,1.3,x
1652785313910.4,89,39.4,1.4,x
1652785313994.4,89,39.4,1.3,x
1652785314028.5,89.1,39.4,1.3,x
1652785314077.1,89,39.4,1.4,x
1652785314113.6,88.8,39.6,1.6,x
1652785314127.6,88.8,39.6,1.7,x
1652785314143.7,88.8,39.7,1.8,x
1652785314211.1,88.8,39.8,1.9,x
1652785314378.6,88.8,39.9,2,x
1652785314410.3,88.7,39.9,2.1,x
1652785314427,88.6,40.2,2.4,x
1652785314443.6,88.7,40,2.5,x
1652785314460.2,88.8,39.8,2.4,x
1652785314477,88.8,39.8,2.2,x
1652785314510.4,88.7,39.9,2.1,x
1652785314577,88.7,39.7,2.1,x
1652785314593.5,88.7,39.8,2,x
1652785314663.5,88.8,39.8,1.9,x
1652785314843.6,88.9,39.8,1.8,x
1652785314893.6,88.9,39.7,1.8,x
1652785314910.2,88.9,39.8,1.8,x
1652785314943.8,88.9,39.7,1.8,x
1652785314993.5,89,39.7,1.6,x
1652785315010.4,89,39.6,1.6,x
1652785315060.4,89.1,39.6,1.5,x
1652785315093.5,89.2,39.5,1.3,x
1652785315127,89.3,39.4,1.2,x
1652785315160.4,89.3,39.4,1.1,x
1652785315176.8,89.4,39.3,1.1,x
1652785315210.2,89.3,39.3,1.2,x
1652785315243.7,89.2,39.4,1.4,x
1652785315294,89,39.6,1.7,x
1652785315310.2,88.9,39.7,1.8,x
1652785315327.6,88.9,39.7,1.9,x
1652785315484.5,89,39.7,1.8,x
1652785315493.7,89.1,39.7,1.7,x
1652785315527.6,89.1,39.7,1.6,x
1652785315562.1,89.1,39.7,1.7,x
1652785315593.5,89,39.7,1.8,x
1652785315626.8,88.8,39.6,1.9,x
1652785315643.5,88.8,39.4,2,x
1652785315710.6,89,39.8,1.8,x
1652785315727.1,89,39.6,1.8,x
1652785315760.4,89.1,39.5,1.9,x
1652785315776.8,89,39.6,1.9,x
1652785315793.5,89,39.7,1.9,x
1652785315810.3,89,39.8,1.9,x
1652785315843.4,88.9,39.7,2,x
1652785315910.1,89,39.8,1.9,x
1652785315943.8,89,39.7,1.8,x
1652785315960.1,89.1,39.6,1.8,x
1652785325113.8,89.3,39.5,1.6,x
1652785325147.3,89.5,39.4,1.2,x
1652785325197.3,0,0,0,x
1652785325230.5,89.5,39.4,0.6,x
1652785325247.3,89.3,39.2,1,x
1652785325264.7,89.3,39.1,1,x
1652785325280.6,89.4,38.8,0.9,x
1652785325330.6,89.2,38.8,1.2,x
1652785325347.2,89,38.9,1.4,x
1652785325380.9,88.9,39.1,1.5,x
1652785325431.1,89,39.1,1.3,x
1652785325464,89.1,39.1,1.1,x
1652785325480.7,89.2,39.1,1,x
1652785325497.8,89.2,39,1,x
1652785325548.2,89.1,39,1.1,x
1652785325564.3,89.1,39,1.2,x
1652785325581.2,89,39.1,1.2,x
1652785325647.3,89,39.2,1.2,x
1652785325681,89.1,39.2,1.2,x
1652785325697.3,89.1,39.1,1.1,x
1652785325731.1,89.2,39,0.9,x
1652785325747.3,89.3,39,0.8,x
1652785325797.8,89.5,38.9,0.7,x
1652785325813.9,89.6,39,0.6,x
1652785325831.4,89.6,39,0.5,x
1652785325847.9,89.7,39.1,0.4,x
1652785325914.4,89.5,39.1,0.6,x
1652785325947.8,89.4,39.1,0.8,x
1652785325981.1,89.3,39.1,1,x
1652785326031.2,89.3,39.2,1,x
1652785326164,89.3,39.2,1.1,x
1652785326182.1,89.3,39.2,1.2,x
1652785326213.9,89.3,39.3,1.1,x
1652785326231.5,89.3,39.4,1.2,x
1652785326381.3,89.4,39.4,1.1,x
1652785326414,89.5,39.4,1,x
1652785326447.3,89.5,39.3,1.1,x
1652785326481.7,89.5,39.3,1.2,x
1652785326498.2,89.3,39.4,1.4,x
1652785326514,89.2,39.4,1.7,x
1652785326547.1,89,39.5,1.9,x
1652785326582,88.9,39.6,2,x
1652785326614.7,88.9,39.7,2,x
1652785326648.8,89.1,39.8,1.8,x
1652785326680.7,89.3,39.7,1.5,x
1652785326715.2,89.4,39.6,1.4,x
1652785326731.3,89.4,39.5,1.4,x
1652785326797.3,89.4,39.5,1.3,x
1652785326848.1,89.3,39.5,1.4,x
1652785326864,89.4,39.6,1.1,x
1652785326882.5,89.4,39.5,1.1,x
1652785326914,89.6,39.6,1.1,x
1652785326930.7,89.7,39.5,1,x
1652785326947.5,89.7,39.4,0.8,x
1652785326964.3,89.6,39.3,0.9,x
1652785326980.9,89.5,39.3,1.1,x
1652785326997.2,89.5,39.3,1.3,x
1652785327030.8,89.3,39.2,1.5,x
1652785327052.8,89.1,39.3,1.7,x
1652785327064.7,89,39.3,1.8,x
1652785327080.7,89,39.4,1.8,x
1652785327130.8,89.1,39.5,1.6,x
1652785327147.4,89.3,39.5,1.4,x
1652785327163.9,89.4,39.4,1.3,x
1652785327182.3,89.4,39.3,1.1,x
1652785327231,89.4,39.3,1.2,x
