time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1652785327264.4,89.3,39.3,1.4,x
1652785327280.6,89.2,39.5,1.6,x
1652785327297.8,89.2,39.5,1.7,x
1652785327313.8,89,39.6,1.9,x
1652785327330.5,88.9,39.7,2.1,x
1652785327348.7,88.8,39.8,2.2,x
1652785327364,88.8,39.8,2.3,x
1652785327381.4,88.8,39.9,2.3,x
1652785327397.3,88.8,39.8,2.3,x
1652785327431,88.9,39.8,2.2,x
1652785327464.6,88.9,39.8,2.1,x
1652785327497.7,89,39.7,2,x
1652785327548.3,89.1,39.7,1.9,x
1652785327564,89.1,39.8,1.8,x
1652785327582.4,89.1,39.7,1.8,x
1652785327631.2,89.1,39.7,1.9,x
1652785327713.9,89.1,39.8,1.9,x
1652785327748.9,89.1,39.8,1.8,x
1652785327764,89.1,39.7,1.8,x
1652785327797.5,89.2,39.7,1.6,x
1652785327814.4,89.2,39.6,1.6,x
1652785327847.7,89.2,39.7,1.6,x
1652785327863.9,89.2,39.7,1.7,x
1652785327913.9,89.2,39.6,1.7,x
1652785327931.3,89.1,39.6,1.6,x
1652785327964.5,89.1,39.6,1.5,x
1652785328020.1,89.3,39.5,1.1,x
1652785328030.8,89.4,39.4,1,x
1652785328047.6,89.5,39.3,0.9,x
1652785328080.5,89.6,39.3,0.8,x
1652785328114.3,89.5,39.3,0.9,x
1652785328130.4,89.5,39.4,1,x
1652785328147.4,89.4,39.5,1.1,x
1652785328164.7,89.3,39.5,1.3,x
1652785328198.6,89.2,39.6,1.4,x
1652785328247.5,89.3,39.6,1.4,x
1652785328264.6,89.3,39.6,1.3,x
1652785328280.5,89.4,39.5,1.2,x
1652785328297.4,89.4,39.5,1.1,x
1652785328347.7,89.4,39.6,1.1,x
1652785328363.9,89.4,39.6,1.2,x
1652785328381.3,89.3,39.7,1.3,x
1652785328413.8,89.3,39.7,1.4,x
1652785328431,89.2,39.7,1.5,x
1652785328463.9,89.2,39.8,1.5,x
1652785328481,89.1,39.8,1.6,x
1652785328531.8,89.2,39.7,1.6,x
1652785328563.9,89.2,39.7,1.5,x
1652785328613.9,89.2,39.7,1.6,x
1652785328631.7,89.2,39.7,1.7,x
1652785328714.6,89.1,39.8,1.9,x
1652785328815.7,89.1,39.8,1.8,x
1652785328881.2,89.2,39.7,1.7,x
1652785328898,89.2,39.8,1.7,x
1652785328947.9,89.3,39.7,1.7,x
1652785328963.9,89.2,39.6,1.6,x
1652785328981.6,89.3,39.6,1.6,x
1652785328997.9,89.3,39.7,1.6,x
1652785329014.6,89.4,39.7,1.5,x
1652785329031.2,89.5,39.6,1.5,x
1652785329097.9,89.4,39.7,1.6,x
1652785329131.4,89.3,39.7,1.8,x
1652785329148,89.2,39.8,1.9,x
1652785329197.9,89.1,39.9,2.1,x
1652785329230.9,89.1,40,2.2,x
1652785329264.5,89.2,39.9,2.1,x
1652785329282.6,89.2,39.8,1.9,x
1652785329297.9,89.3,39.8,1.9,x
1652785329313.9,89.2,39.8,1.9,x
1652785329331.6,89.2,39.9,2,x
1652785329348,89.2,39.9,2.1,x
1652785329366.1,89.1,39.9,2.2,x
1652785329380.5,89.1,40,2.3,x
1652785329399,89,40,2.4,x
1652785329414.5,89,40.1,2.5,x
1652785329430.5,88.9,40.1,2.6,x
1652785329447.1,88.9,40.2,2.8,x
1652785329463.8,88.9,40.1,2.8,x
1652785329480.4,89,39.9,2.7,x
1652785329497.1,89,39.7,2.6,x
1652785329514.4,89,39.8,2.6,x
1652785329538.2,89,39.8,2.5,x
1652785329580.4,89.2,39.9,2.2,x
1652785329597,89.2,39.7,2.1,x
1652785329613.9,89.3,39.6,2,x
1652785329647.3,89.4,39.7,1.8,x
1652785329680.3,89.5,39.6,1.8,x
1652785329730.5,89.3,39.7,1.9,x
1652785329747.8,89.3,39.8,2,x
1652785329763.7,89.3,39.8,2.1,x
1652785329780.3,89.2,39.8,2.1,x
1652785329830.4,89.3,39.8,2.1,x
1652785329847.5,89.3,39.8,2,x
1652785329913.7,89.4,39.7,1.9,x
1652785329947,89.4,39.7,1.8,x
1652785330097.1,89.5,39.6,1.6,x
1652785330114,89.6,39.6,1.6,x
1652785330130.6,89.6,39.6,1.5,x
1652785330197.3,89.7,39.5,1.4,x
1652785330263.8,89.5,39.6,1.6,x
1652785330297.5,89.5,39.6,1.7,x
1652785330313.7,89.6,39.6,1.6,x
1652785330380.6,89.7,39.6,1.5,x
1652785330447,89.6,39.6,1.6,x
1652785330480.3,89.5,39.8,1.8,x
1652785330497,89.6,39.7,1.9,x
1652785330513.6,89.6,39.5,1.7,x
1652785330531.6,89.6,39.4,1.6,x
1652785330563.7,89.6,39.7,1.5,x
1652785330597.1,89.8,39.5,1.4,x
1652785330613.7,89.8,39.4,1.3,x
1652785330647,89.8,39.5,1.4,x
1652785330663.9,89.7,39.5,1.4,x
1652785330730.3,89.6,39.5,1.6,x
1652785330763.6,89.6,39.6,1.5,x
1652785330847,89.7,39.5,1.5,x
1652785330897.1,89.6,39.6,1.5,x
1652785330913.6,89.6,39.6,1.6,x
1652785330947.3,89.5,39.6,1.6,x
1652785330980.4,89.6,39.6,1.6,x
1652785331030.3,89.6,39.6,1.5,x
1652785331080.4,89.7,39.5,1.4,x
1652785331197.1,89.6,39.6,1.5,x
1652785331264.6,89.6,39.5,1.5,x
1652785331347.5,89.6,39.6,1.5,x
1652785331381.3,89.6,39.6,1.6,x
1652785331398,89.6,39.5,1.6,x
1652785331414.2,89.6,39.6,1.6,x
1652785331430.4,89.5,39.6,1.7,x
1652785331530.5,89.6,39.5,1.6,x
1652785331547.1,89.7,39.5,1.5,x
1652785331581.2,89.8,39.4,1.4,x
1652785331614.9,89.7,39.4,1.4,x
1652785331647.7,89.7,39.5,1.6,x
1652785331663.8,89.6,39.5,1.7,x
1652785331781.4,89.7,39.5,1.6,x
1652785331798.8,89.8,39.4,1.5,x
1652785331897.1,89.7,39.4,1.5,x
1652785331915,89.7,39.4,1.6,x
1652785331947.1,89.7,39.4,1.5,x
1652785331997.6,89.8,39.4,1.5,x
1652785332013.8,89.8,39.3,1.4,x
1652785332031.2,89.9,39.3,1.3,x
1652785332080.5,89.8,39.4,1.4,x
1652785332098.3,89.8,39.3,1.4,x
1652785332131.5,89.7,39.4,1.5,x
1652785332164.2,89.7,39.5,1.6,x
1652785332180.4,89.6,39.5,1.7,x
1652785332197.7,89.6,39.5,1.6,x
1652785332247,89.7,39.4,1.5,x
1652785332363.8,89.6,39.5,1.6,x
1652785332464.5,89.7,39.5,1.5,x
1652785332531.2,89.7,39.5,1.6,x
1652785332565,89.7,39.5,1.5,x
1652785332697.8,89.8,39.4,1.4,x
1652785332748.3,89.7,39.5,1.5,x
1652785332847.8,89.8,39.5,1.5,x
1652785332897.1,89.8,39.4,1.3,x
1652785332997.8,89.8,39.4,1.4,x
1652785333047.9,89.7,39.5,1.5,x
1652785333097.8,89.8,39.5,1.5,x
1652785333147.9,89.9,39.4,1.3,x
1652785333248.2,89.8,39.4,1.4,x
1652785333381.6,89.8,39.5,1.6,x
1652785333447.8,89.8,39.5,1.5,x
1652785333747.7,89.8,39.6,1.6,x
1652785333830.4,89.8,39.3,1.6,x
1652785333846.9,89.9,39.3,1.4,x
