time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1658234518724,13.9,24.2,-0.3,x
1658234518757.8,13.7,24.4,0.2,x
1658234518774.1,13.7,24.8,0.4,x
1658234518790.9,13.7,25,0.4,x
1658234518807.5,13.8,25.2,0.4,x
1658234518824.1,13.6,25.2,0.8,x
1658234518840.7,13.5,25.2,1,x
1658234518857.5,13.4,25.2,1.3,x
1658234518874.1,13.4,25.1,1.3,x
1658234518890.8,13.4,25,1.2,x
1658234518907.4,13.6,25.1,0.8,x
1658234518924,13.6,25.3,0.6,x
1658234518957.4,13.3,25,1.1,x
1658234518974.1,13.2,25,1.4,x
1658234518990.7,13.2,25.1,1.4,x
1658234519007.4,13.5,24.9,0.9,x
1658234519024.1,13.7,24.6,0.5,x
1658234519057.4,13.6,24.8,0.7,x
1658234519074,13.3,24.6,1.3,x
1658234519091.3,13.2,24.4,1.4,x
1658234519108.2,13.1,24.2,1.4,x
1658234519124.5,13,24.2,1.5,x
1658234519141.7,12.8,24.4,1.6,x
1658234519158.3,12.6,24.9,1.8,x
1658234519174.5,12.4,25.1,2.1,x
1658234519192,12,25.5,2.7,x
1658234519208.1,12,25.7,2.8,x
1658234519224.6,12.2,25.4,2.4,x
1658234519241.7,12.2,25.3,2.3,x
1658234519258.4,12.3,25.1,2.1,x
1658234519274.6,12.3,24.9,2.2,x
1658234519291.4,12.3,24.8,2.2,x
1658234519307.9,12.3,24.6,2.4,x
1658234519324.6,12.6,24.3,2,x
1658234519341.5,12.8,24.3,1.6,x
1658234519358.1,13.1,24.3,0.9,x
1658234519374.8,13.1,24.4,0.9,x
1658234519391.4,12.9,24.4,1.4,x
1658234519424.4,13,24.4,1.3,x
1658234519441.3,13.1,24.3,1,x
1658234519458.1,13,24.4,1.2,x
1658234519474.8,13,24.3,1.3,x
1658234519491.4,13.1,24.2,1.2,x
1658234519508.1,13.2,24.2,0.9,x
1658234519541.4,13.2,24.1,1,x
1658234519558.2,13.2,24.1,0.8,x
1658234519574.8,13.1,24,0.9,x
1658234519591.4,13,23.6,1.3,x
1658234519607.7,13,23.4,1.2,x
1658234519658.1,12.8,23.5,1.6,x
1658234519675,12.7,23.6,1.5,x
1658234519691.3,12.7,23.7,1.6,x
1658234519707.9,12.4,23.9,2.1,x
1658234519724.6,12.2,23.9,2.4,x
1658234519891.5,12.3,23.9,2.3,x
1658234519926.2,12.2,23.8,2.3,x
1658234520007.8,12.2,23.8,2.4,x
1658234520124.3,12.3,23.8,2.6,x
1658234520207.7,12.5,23.7,2.4,x
1658234520227.3,12.5,23.6,2.3,x
1658234520241.1,12.5,23.6,2.2,x
1658234520259.3,12.5,23.6,2.3,x
1658234520308.4,12.5,23.5,2.3,x
1658234520357.5,12.4,23.5,2.4,x
1658234520424.1,12.5,23.3,2.5,x
1658234520474.1,12.6,23.3,2.4,x
1658234520557.4,12.7,23.3,2.3,x
1658234520624.6,12.8,23.2,2.2,x
1658234520707.7,12.7,23.1,2.3,x
1658234520725.1,12.7,23.1,2.4,x
1658234520741.2,12.8,23,2.4,x
1658234520776,12.8,23.1,2.4,x
1658234520808.1,12.9,23.1,2.3,x
1658234520824.5,12.9,23,2.3,x
1658234520862.7,12.9,22.9,2.4,x
1658234520941.2,12.9,23.1,2.5,x
1658234520974.5,12.9,23.2,2.6,x
1658234521041.3,13.1,23.3,2.6,x
1658234521058.1,13.2,23.1,2.4,x
1658234521091.6,13.3,23.1,2.3,x
1658234521118.4,13.4,22.9,2.1,x
1658234521140.9,13.5,22.9,2,x
1658234521191.6,13.6,23,2,x
1658234521291.2,13.5,23.1,2,x
1658234521342.7,13.5,23,2,x
1658234521357.5,13.6,23,1.9,x
1658234521376.6,13.5,23.1,1.9,x
1658234521424.2,13.5,23,1.9,x
1658234521441,13.6,23,1.9,x
1658234521474.2,13.5,23,1.9,x
1658234521510.5,13.6,22.9,1.8,x
1658234521558.1,13.7,22.8,1.8,x
1658234521591.2,13.8,22.6,1.8,x
1658234521608.1,13.8,22.5,1.9,x
1658234521624.7,13.9,22.3,1.9,x
1658234521657.8,13.9,22.1,1.8,x
1658234521674.5,13.9,22,1.8,x
1658234521692,13.9,22,1.9,x
1658234521724.6,13.9,21.9,1.8,x
1658234521741.1,14,21.8,1.8,x
1658234521841.2,13.8,21.7,1.7,x
1658234521857.8,13.8,21.6,1.8,x
1658234521875.2,13.7,21.6,1.9,x
1658234521891.3,13.7,21.5,1.9,x
1658234521958.7,13.7,21.6,2,x
1658234522007.6,13.9,21.6,1.9,x
1658234522024.2,14,21.7,1.9,x
1658234522064.4,14.1,21.7,2,x
1658234522107.7,14.4,21.6,2,x
1658234522141.9,14.6,21.6,1.9,x
1658234522174.7,14.8,21.6,1.9,x
1658234522191.1,14.8,21.7,1.9,x
1658234522208,14.8,21.9,1.8,x
1658234522258,14.9,22.1,1.6,x
1658234522274.5,14.9,22.1,1.5,x
1658234522308,14.9,22,1.5,x
1658234522341.9,14.9,21.8,1.5,x
1658234522357.8,14.8,21.8,1.6,x
1658234522391.8,14.7,21.7,1.5,x
1658234522407.7,14.7,21.6,1.5,x
1658234522457.7,14.8,21.6,1.3,x
1658234522475.2,14.9,21.4,1.3,x
1658234522491.4,14.9,21.3,1.3,x
1658234522507.7,15.1,21.2,1.3,x
1658234522524.9,15.1,21,1.3,x
1658234522574.4,15.3,21,1.2,x
1658234522608,15.4,20.7,1.2,x
1658234522624.4,15.5,20.6,1.1,x
1658234522641,15.7,20.4,1,x
1658234522657.8,15.7,20.2,0.8,x
1658234522674.1,15.6,20.2,0.6,x
1658234522705,15.6,20.4,0.5,x
1658234522724.3,15.5,20.7,0.3,x
1658234522757.9,15.5,20.9,0.1,x
1658234522774.3,15.7,20.9,0,x
1658234522791.3,15.7,20.8,0,x
1658234522807.6,15.8,20.8,-0.2,x
1658234522841.4,16,20.7,-0.2,x
1658234522857.6,16,20.6,-0.1,x
1658234522875,16.1,20.6,-0.1,x
1658234522891.2,16.1,20.5,-0.1,x
1658234522907.6,16.1,20.4,0.1,x
1658234522924.5,16.1,20.3,0.1,x
1658234522952,16.2,20,0.1,x
1658234522974.3,16.3,19.8,0.1,x
1658234523007.9,16.4,19.6,0,x
1658234523024.2,16.4,19.5,0,x
1658234523092.9,16.4,19.6,-0.1,x
1658234523108.1,16.4,19.7,-0.1,x
1658234523157.8,16.6,19.6,-0.1,x
1658234523174.4,16.7,19.5,-0.2,x
1658234523208,16.7,19.5,-0.1,x
1658234523224.4,16.8,19.5,-0.1,x
1658234523291.2,16.9,19.5,-0.1,x
1658234523307.7,16.9,19.4,-0.2,x
1658234523374.4,16.9,19.4,-0.3,x
1658234523407.8,16.9,19.6,-0.5,x
1658234523458,16.9,19.5,-0.5,x
1658234523474.7,16.9,19.4,-0.6,x
1658234523544,17,19.3,-0.6,x
1658234523574.3,16.9,19.3,-0.9,x
1658234523592,17,19.4,-0.9,x
1658234523609.6,17.1,19.6,-1,x
1658234523658.5,17.2,19.5,-0.9,x
1658234523675.2,17.3,19.4,-1,x
1658234523691.1,17.4,19.3,-1,x
1658234523707.6,17.5,19.3,-1.1,x
1658234523726.4,17.4,19.5,-1,x
1658234523792.2,17.4,19.3,-0.9,x
1658234523808,17.3,19.4,-0.8,x
1658234523841.3,17.2,19.5,-0.8,x
1658234523857.9,17.1,19.6,-0.8,x
1658234523874.6,17.1,19.7,-0.8,x
1658234523891.7,17,19.7,-0.8,x
1658234523924.4,17,19.9,-0.9,x
1658234524024.1,16.8,20,-0.8,x
1658234524041,16.7,20,-0.8,x
1658234524074.3,16.6,20,-0.6,x
1658234524092.3,16.6,20,-0.5,x
1658234524108,16.5,20,-0.4,x
1658234524157.7,16.4,20,-0.1,x
1658234524174.5,16.3,19.9,-0.1,x
1658234524207.7,16.3,19.8,0,x
1658234524224.4,16.2,19.8,0.1,x
1658234524241,16.1,19.9,0.2,x
1658234524257.9,16.1,20,0.3,x
1658234524274.5,16,20.1,0.3,x
1658234524307.9,15.9,19.9,0.2,x
1658234524324.4,15.9,19.8,-0.1,x
1658234524341.2,15.8,19.8,-0.2,x
1658234524357.7,15.7,19.9,-0.4,x
1658234524375,15.6,20.1,-0.5,x
1658234524391.3,15.6,20.3,-0.5,x
1658234524407.7,15.5,20.4,-0.5,x
1658234524441.6,15.3,20.4,-0.4,x
1658234524457.8,15.2,20.3,-0.3,x
1658234524491.7,15,20.2,-0.3,x
1658234524525.4,14.9,20.2,-0.2,x
1658234524541,14.9,20.2,-0.3,x
1658234524592,14.8,20.1,-0.2,x
1658234524607.6,14.7,19.9,-0.2,x
1658234524624.5,14.7,19.8,-0.2,x
1658234524642.2,14.7,19.7,-0.3,x
1658234524691.4,14.5,19.7,-0.3,x
1658234524724.3,14.3,19.7,-0.3,x
1658234524774.6,14.1,19.7,-0.2,x
1658234524791.2,14.1,19.8,-0.1,x
1658234524807.9,14,19.7,0,x
1658234524858.2,13.9,19.6,0,x
1658234524940.8,13.9,19.5,0,x
1658234524957.7,13.9,19.5,-0.1,x
1658234524991.6,13.9,19.6,-0.2,x
1658234525041.5,13.8,19.8,-0.2,x
1658234525057.7,13.8,19.9,-0.1,x
1658234525074.2,13.8,20,0,x
1658234525157.7,13.8,20,-0.1,x
1658234525207.9,13.8,20,-0.2,x
1658234525258.1,13.8,19.9,-0.3,x
1658234525374.6,13.7,20.2,-0.4,x
1658234525424.3,13.7,20.4,-0.2,x
1658234525458.2,13.7,20.5,-0.1,x
1658234525542.2,13.7,20.2,0,x
1658234525557.5,13.7,20.2,0.1,x
1658234525574.1,13.6,20,0.1,x
1658234525607.5,13.6,19.9,0.2,x
1658234525624.2,13.6,19.9,0.3,x
