time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_sitting
1652785662658,91.2,45.2,-0.6,x
1652785662674.7,91.2,45.2,-0.5,x
1652785662724.9,91.2,45.2,-0.6,x
1652785662741.4,91.2,45.1,-0.6,x
1652785662791.8,91.3,45.1,-0.6,x
1652785662824.7,91.3,45.2,-0.7,x
1652785662841.5,91.4,45.3,-0.7,x
1652785662891.4,91.3,45.4,-0.7,x
1652785662958.4,91.5,45.5,-0.8,x
1652785662975.1,91.6,45.6,-0.8,x
1652785663009.2,91.7,45.7,-0.9,x
1652785663060.2,91.8,45.7,-0.9,x
1652785663083.1,91.9,45.8,-1,x
1652785663092.3,91.9,45.9,-1,x
1652785663142.9,92.1,46,-1.1,x
1652785663158.1,92.2,46.1,-1.2,x
1652785663174.7,92.3,46.1,-1.3,x
1652785663191.4,92.3,46.1,-1.4,x
1652785663241.5,92.5,46.1,-1.6,x
1652785663258.2,92.6,46.2,-1.7,x
1652785663291.7,92.7,46.2,-1.9,x
1652785663324.7,92.7,46.1,-2,x
1652785663342.7,92.8,46,-2,x
1652785663375.2,92.9,46,-2.1,x
1652785663391.6,92.9,46,-2.2,x
1652785663408.7,93.1,46,-2.3,x
1652785663424.8,93.2,46,-2.5,x
1652785663441.4,93.3,45.9,-2.6,x
1652785663458.2,93.4,45.9,-2.7,x
1652785663474.8,93.5,45.8,-2.8,x
1652785663492.8,93.5,45.7,-2.8,x
1652785663574.7,93.5,45.7,-2.7,x
1652785663593.8,93.4,45.8,-2.6,x
1652785663608.4,93.3,45.7,-2.4,x
1652785663625,93.2,45.7,-2.3,x
1652785663641.6,93.2,45.6,-2.2,x
1652785663658.3,93.1,45.5,-2.1,x
1652785663676.4,93,45.5,-2.1,x
1652785663691.7,92.9,45.5,-2,x
1652785663724.9,92.7,45.5,-1.6,x
1652785663791.6,92.6,45.6,-1.5,x
1652785663824.6,92.6,45.6,-1.3,x
1652785663842,92.7,45.8,-1.3,x
1652785663858.3,92.8,45.9,-1.4,x
1652785663891.3,93,46.1,-1.6,x
1652785663908,93.1,46.1,-1.7,x
1652785663925.4,93.1,46,-1.8,x
1652785663941.4,93.2,46,-1.9,x
1652785663991.9,93.2,45.9,-1.8,x
1652785664041.8,93,45.9,-1.7,x
1652785664058.3,93,45.8,-1.8,x
1652785664091.3,92.9,45.8,-1.6,x
1652785664108,92.9,45.9,-1.5,x
1652785664141.3,93,46,-1.6,x
1652785664158.2,93.1,46,-1.6,x
1652785664174.9,93.1,46.1,-1.7,x
1652785664274.9,93.2,46.2,-1.9,x
1652785664291.6,93.2,46.3,-2.1,x
1652785664308.3,93.4,46.4,-2.3,x
1652785664325.1,93.6,46.4,-2.5,x
1652785664341.8,93.7,46.4,-2.6,x
1652785664358.4,93.8,46.4,-2.8,x
1652785664375.9,93.9,46.5,-3,x
1652785664396.7,94,46.5,-3.2,x
1652785664475.2,93.9,46.3,-3.1,x
1652785664491.3,93.8,46.2,-3.1,x
1652785664508.6,93.6,46,-2.9,x
1652785664524.5,93.6,46,-2.8,x
1652785664546.6,93.5,45.8,-2.6,x
1652785664558.7,93.4,45.8,-2.5,x
1652785664591.9,93.2,45.8,-2.4,x
1652785664608,93.2,45.8,-2.3,x
1652785664642.4,93.1,45.7,-2.2,x
1652785664658,93.2,45.7,-2.3,x
1652785664674.6,93.2,45.7,-2.4,x
1652785664724.7,93.1,45.6,-2.3,x
1652785664742.3,93.1,45.5,-2.3,x
1652785664758,93.1,45.5,-2.4,x
1652785664792.4,93.2,45.5,-2.6,x
1652785664841.4,93.3,45.5,-2.7,x
1652785664891.3,93.3,45.5,-2.6,x
1652785664933.2,93.2,45.5,-2.6,x
1652785664958.4,93.3,45.5,-2.7,x
1652785665007.9,93.3,45.4,-2.6,x
1652785665024.6,93.2,45.4,-2.6,x
1652785665058.2,93.2,45.5,-2.5,x
1652785665141.3,93.3,45.5,-2.6,x
1652785665158.4,93.4,45.5,-2.7,x
1652785665174.9,93.4,45.5,-2.9,x
1652785665208.1,93.4,45.3,-2.9,x
1652785665224.4,93.5,45.3,-3.1,x
1652785665257.7,93.4,45.3,-3.3,x
1652785665291.1,93.5,45.2,-3.6,x
1652785665311.9,93.6,45.2,-3.9,x
1652785665324.4,93.6,45.3,-4.1,x
1652785665357.7,93.5,45.4,-4,x
1652785665391.1,93.4,45.4,-3.7,x
1652785665407.8,93.3,45.5,-3.6,x
1652785665424.4,93.2,45.5,-3.5,x
1652785665457.9,93,45.6,-3.3,x
1652785665474.4,92.8,45.5,-3.2,x
1652785665509.1,92.8,45.4,-3.1,x
1652785665524.4,92.7,45.4,-3.1,x
1652785665559.4,92.6,45.5,-3,x
1652785665574.6,92.5,45.5,-2.9,x
1652785665591.2,92.4,45.5,-2.8,x
1652785665607.9,92.4,45.3,-2.7,x
1652785665624.4,92.3,45.3,-2.8,x
1652785665641,92.3,45.4,-2.8,x
1652785665658.3,92.3,45.4,-2.9,x
1652785665707.8,92.4,45.3,-2.9,x
1652785665725.6,92.4,45.2,-2.9,x
1652785665743.1,92.3,45.1,-2.8,x
1652785665757.7,92.2,45.1,-2.6,x
1652785665774.4,92.1,44.9,-2.4,x
1652785665791.1,92,44.8,-2.1,x
1652785665807.7,92,44.7,-2.1,x
1652785665824.3,92.2,44.6,-2.1,x
1652785665841.1,92.3,44.7,-2.2,x
1652785665869.6,92.8,44.9,-3.1,x
1652785665891.2,93.1,45,-3.5,x
1652785665907.7,93.2,45.1,-3.6,x
1652785665941.1,93.3,45,-3.6,x
1652785665957.7,93.4,45,-3.5,x
1652785665977.3,93.3,45.1,-3.5,x
1652785665991.2,93.3,45.2,-3.4,x
1652785666041.1,93.5,45.3,-3.6,x
1652785666057.8,93.6,45.3,-3.8,x
1652785666074.6,93.7,45.3,-4,x
1652785666091.1,93.8,45.3,-4.1,x
1652785666107.8,94.1,45.3,-4.5,x
1652785666124.5,94.3,45.3,-4.9,x
1652785666157.7,94.4,45.2,-5,x
1652785666191.1,94.4,45.1,-5,x
1652785666257.9,94.3,45.1,-5.1,x
1652785666274.4,94.4,45,-5.1,x
1652785666374.4,94.4,44.9,-5.3,x
1652785666424.4,94.5,44.9,-5.6,x
1652785666457.8,94.7,45,-5.9,x
1652785666474.4,94.9,45.2,-6.3,x
1652785666491,95.1,45.4,-6.7,x
1652785666507.7,95.1,45.5,-6.8,x
1652785666524.4,95.3,45.6,-7.2,x
1652785666541.1,95.4,45.8,-7.3,x
1652785666557.7,95.6,45.8,-7.4,x
1652785666574.4,95.7,45.9,-7.5,x
1652785666607.8,95.7,45.9,-7.3,x
1652785666624.3,95.7,45.9,-7.2,x
1652785666641.3,95.6,45.8,-7,x
1652785666657.9,95.5,45.8,-6.8,x
1652785666674.6,95.5,45.7,-6.6,x
1652785666693.8,95.5,45.7,-6.5,x
1652785666707.9,95.6,45.8,-6.5,x
1652785666724.5,95.6,45.8,-6.6,x
1652785666795,95.7,45.7,-6.7,x
1652785666858,95.7,45.7,-6.5,x
1652785666874.6,95.8,45.7,-6.5,x
1652785666891.1,95.8,45.6,-6.6,x
1652785666924.4,95.7,45.6,-6.5,x
1652785666957.8,95.6,45.5,-6.3,x
1652785666974.5,95.4,45.5,-6.1,x
1652785666991,95.1,45.5,-5.6,x
1652785667008,95,45.4,-5.4,x
1652785667024.7,94.8,45.3,-5,x
1652785667041.3,94.5,45.4,-4.5,x
1652785667058.1,94,45.5,-3.7,x
1652785667074.4,93.9,45.5,-3.4,x
1652785667091.1,93.6,45.5,-2.7,x
1652785667107.7,93.3,45.7,-2,x
1652785667124.4,93.2,45.8,-1.5,x
1652785667141.1,93.2,46,-1.3,x
1652785667157.8,93.1,46.2,-1.1,x
1652785667174.9,93,46.3,-0.9,x
1652785667191.2,92.8,46.4,-0.5,x
1652785667207.7,92.8,46.4,-0.3,x
1652785667224.6,92.7,46.2,0.2,x
1652785667241.1,92.7,46.1,0.7,x
1652785667258.1,92.7,46.1,0.9,x
1652785667274.6,92.6,46.4,1.3,x
1652785667291.1,92,46.9,2,x
1652785667307.8,91.1,47.5,3.4,x
1652785667324.5,90.7,47.8,4.1,x
1652785667341.2,89.9,48.4,5.4,x
1652785667357.9,88.6,49.1,7,x
1652785667374.5,87.8,49.5,8.1,x
1652785667391.2,86.5,50.2,10.6,x
1652785667407.9,85.7,50.8,12.9,x
1652785667424.5,85.3,51.1,14.9,x
1652785667441.2,85.2,51.2,15.7,x
1652785667458.3,85.2,51.4,16.6,x
1652785667474.6,85.1,51.6,17.1,x
1652785667491.1,85.1,51.8,17.2,x
1652785667507.9,84.9,52,17.3,x
1652785667524.6,84.6,52.3,17.7,x
1652785667541.3,84.6,52.5,18.1,x
1652785667557.9,84.6,52.6,18.4,x
1652785667575,84.6,52.8,18.8,x
1652785667591.2,84.7,53,18.9,x
1652785667607.8,84.8,53.1,19,x
1652785667641.1,85,53.1,18.7,x
1652785667657.8,85.4,52.9,17.8,x
1652785667674.4,85.4,52.9,17.5,x
1652785667691.1,85.4,53,17.1,x
1652785667716.3,85.5,53.1,16.6,x
1652785667728,85.5,53.2,16.5,x
1652785667741,85.6,53.2,16.3,x
1652785667757.7,85.7,53.1,15.8,x
1652785667774.4,86,53,14.9,x
1652785667791,86.1,52.9,14.4,x
1652785667807.7,86.4,52.8,13.5,x
1652785667824.4,86.3,52.7,13.2,x
1652785667841.1,86.3,52.5,13,x
1652785667891.1,86.4,52.3,12.9,x
1652785667907.8,86.6,52,12.6,x
1652785667924.5,86.7,51.9,12.1,x
1652785667941.1,86.8,51.9,11.9,x
1652785667957.8,87,51.8,11.4,x
1652785667974.6,87,51.8,11.1,x
1652785667991.1,87.1,51.6,11.1,x
1652785668008,87.1,51.4,11.2,x
1652785668024.5,87.2,51.3,11.2,x
1652785668041.1,87.2,51.1,11.1,x
1652785668057.8,87.2,51.1,11,x
1652785668074.5,87.2,51.3,10.9,x
1652785668091.2,87.2,51.4,10.8,x
1652785668107.7,87.2,51.6,10.8,x
1652785668141,87.1,51.5,10.9,x
1652785668157.7,87,51.4,11.1,x
1652785668174.3,87,51.2,11.3,x
1652785668191.2,87,51.1,11.3,x
1652785668207.8,87,51.2,11.2,x
1652785668224.5,87,51.4,11.1,x
1652785668241.2,87,51.6,11,x
1652785668291.1,87.1,51.4,10.9,x
1652785668308.2,87.1,51.1,10.7,x
1652785668324.3,87.1,51,10.5,x
1652785668341,87.1,51.1,10.3,x
1652785668357.7,87.2,51.2,10,x
1652785668374.5,87.2,51.4,9.8,x
1652785668391.1,87.2,51.7,9.7,x
1652785668407.8,87.4,51.7,9.4,x
1652785668424.4,87.6,51.7,9.1,x
1652785668457.8,87.6,51.6,8.8,x
1652785668474.5,87.7,51.7,8.5,x
1652785668491.1,87.7,51.8,8.3,x
1652785668507.9,87.7,51.9,8.1,x
1652785668524.5,87.8,52,8,x
1652785668541.1,87.8,52.1,8,x
1652785668557.9,87.7,52,8.1,x
1652785668574.5,87.7,51.8,8.3,x
1652785668591.1,87.7,51.7,8.5,x
1652785668608.3,87.7,51.4,8.8,x
1652785668624.5,87.7,51.2,8.9,x
1652785668649.9,87.8,51,9,x
1652785668674.4,88.1,50.6,8.8,x
1652785668691.6,88.5,49.9,8.5,x
1652785668707.8,88.9,49.2,7.9,x
1652785668724.4,89.2,48.9,7.5,x
1652785668741.7,89.7,48.4,6.6,x
1652785668757.8,90.2,48.1,5.3,x
1652785668774.6,90.6,47.9,4,x
1652785668791.7,90.8,47.8,3.3,x
1652785668807.8,91.2,47.5,2.1,x
1652785668824.5,91.5,47.3,1.1,x
1652785668841.2,91.7,47.2,0.7,x
1652785668857.8,91.9,47.1,0,x
1652785668874.4,92.1,47,-0.4,x
1652785668891,92.2,47,-0.6,x
1652785668907.6,92.2,47.1,-0.7,x
1652785668924.2,92.2,47.2,-0.8,x
1652785668941,92.2,47.3,-0.8,x
1652785668957.6,92.2,47.4,-0.8,x
1652785669007.6,92.2,47.3,-0.9,x
1652785669041.1,92.1,47.2,-0.9,x
1652785669057.9,92.1,47.1,-1,x
1652785669091.2,92.1,47,-1.1,x
1652785669124.5,92.2,47.1,-1.1,x
1652785669157.8,92.2,47.2,-1.2,x
1652785669174.5,92.1,47.2,-1.1,x
1652785669207.8,92,47.2,-0.9,x
1652785669224.5,92,47.1,-0.8,x
1652785669274.4,92,47,-1,x
1652785669291.1,92,47,-1.1,x
1652785669324.4,91.9,46.9,-1,x
1652785669341.2,91.9,46.8,-0.9,x
1652785669357.8,91.9,46.7,-0.8,x
1652785669374.5,91.9,46.6,-0.8,x
1652785669407.8,92,46.7,-0.9,x
1652785669441.1,92,46.7,-0.7,x
1652785669457.8,91.9,46.4,-0.5,x
1652785669474.4,92,46.2,-0.4,x
1652785669490.9,92,46.1,-0.4,x
1652785669507.7,92.1,45.9,-0.5,x
1652785669524.5,92.1,45.8,-0.4,x
1652785669541.1,92.1,45.7,-0.4,x
1652785669558,92.2,45.4,-0.5,x
1652785669588.6,92.4,44.9,-0.7,x
1652785669607.8,92.5,44.5,-0.8,x
1652785669624.7,92.7,44.2,-0.9,x
1652785669641.2,92.7,43.9,-0.9,x
1652785669657.8,92.7,43.8,-0.8,x
1652785669674.5,92.8,43.4,-0.6,x
1652785669691.1,92.9,43,-0.5,x
1652785669708.1,92.9,42.8,-0.5,x
1652785669725.7,92.9,42.4,-0.4,x
1652785669741.3,92.8,41.9,0,x
1652785669758.7,92.9,41.8,0.2,x
1652785669776,93,41.9,0.1,x
1652785669792.4,93.1,42.1,0,x
1652785669807.9,93.2,42.2,-0.2,x
1652785669824.7,93.1,42.3,-0.3,x
1652785669842.3,92.9,42.3,-0.2,x
1652785669858,92.9,42.2,-0.1,x
1652785669874.7,92.8,42.2,0,x
1652785669892.5,92.7,42.2,0,x
1652785669907.9,92.7,42.2,0.1,x
1652785669924.7,92.8,42.3,0,x
1652785669941.7,92.8,42.4,0,x
1652785669957.9,92.8,42.5,-0.1,x
1652785669974.7,92.9,42.8,-0.3,x
1652785669991.2,93,43,-0.5,x
1652785670009.1,93,43.2,-0.6,x
1652785670024.7,92.9,43.3,-0.7,x
1652785670041.3,92.8,43.4,-0.6,x
1652785670091.3,92.6,43.6,-0.3,x
1652785670108.2,92.5,43.6,-0.2,x
1652785670125.2,92.4,43.6,-0.3,x
1652785670158,92.4,43.5,-0.6,x
1652785670192.4,92.4,43.3,-0.7,x
1652785670208,92.5,43.1,-0.9,x
1652785670224.7,92.5,43,-0.9,x
1652785670241.2,92.6,42.9,-1,x
1652785670258,92.6,42.9,-1.1,x
1652785670274.5,92.6,42.8,-1.2,x
1652785670308.1,92.6,42.6,-1.2,x
1652785670324.7,92.6,42.5,-1.1,x
1652785670341.5,92.6,42.3,-1,x
1652785670358.6,92.5,42.3,-1,x
1652785670374.7,92.5,42.2,-0.9,x
1652785670391.4,92.5,42.2,-0.7,x
1652785670425.9,92.4,42.1,-0.5,x
1652785670441.4,92.3,42.1,-0.3,x
1652785670458.6,92.3,42,-0.1,x
1652785670474.9,92.2,42,0,x
1652785670505,92.2,41.9,0.2,x
1652785670525.1,92.2,41.9,0.3,x
1652785670558,92.3,41.9,0.4,x
1652785670574.9,92.3,41.8,0.5,x
1652785670592.2,92.3,41.8,0.6,x
1652785670624.6,92.3,41.8,0.5,x
1652785670642,92.3,41.9,0.5,x
1652785670658,92.2,42,0.6,x
1652785670674.5,92.2,42.1,0.7,x
1652785670708,92.3,42,0.8,x
1652785670724.6,92.5,41.8,0.7,x
1652785670741.3,92.6,41.6,0.5,x
1652785670758.1,92.7,41.5,0.4,x
1652785670775.3,92.8,41.5,0.1,x
1652785670791.3,92.9,41.5,-0.1,x
1652785670808,93,41.6,-0.2,x
1652785670874.4,93,41.7,-0.2,x
1652785670907.9,93,41.8,-0.2,x
1652785670924.7,93,41.8,-0.1,x
1652785670958,93.1,41.7,0,x
1652785670974.6,93.1,41.6,0.1,x
1652785670998.6,93.1,41.5,0.2,x
1652785671025.3,93,41.5,0.4,x
1652785671091.2,93,41.6,0.4,x
1652785671108.8,92.9,41.8,0.4,x
1652785671141.4,93,41.9,0.3,x
1652785671175.3,93,41.8,0.4,x
1652785671224.5,92.9,41.9,0.4,x
1652785671293.1,92.8,42.2,0.7,x
1652785671308.2,92.8,42.3,0.8,x
1652785671324.5,92.7,42.6,0.9,x
1652785671341.1,92.5,42.9,1.1,x
1652785671359.7,92.4,43.2,1.1,x
1652785671374.5,92.4,43.5,1.1,x
1652785671391.4,92.2,43.9,1,x
1652785671409.2,92.1,44.3,1,x
1652785671434.4,92.1,44.5,0.9,x
1652785671458.4,92.1,44.1,1,x
1652785671475.4,92.1,44,1,x
1652785671491.1,92.1,43.7,1.1,x
1652785671507.9,92.2,43.5,1,x
1652785671524.4,92.3,43.5,0.7,x
1652785671557.6,92.5,43.4,0.2,x
1652785671574.4,92.7,43.4,-0.1,x
1652785671591,92.7,43.3,-0.2,x
1652785671607.7,92.8,43.1,-0.1,x
1652785671624.3,92.8,42.9,0.1,x
1652785671641.7,92.8,42.8,0.2,x
1652785671658.7,92.7,42.7,0.3,x
1652785671724.6,92.8,42.8,0.4,x
1652785671758.5,92.7,42.9,0.4,x
1652785671791.1,92.6,43.2,0.3,x
1652785671808.3,92.7,43.6,0,x
1652785671825.6,92.8,43.9,-0.2,x
1652785671842,93.1,44.5,-0.7,x
1652785671857.9,93.3,44.8,-0.9,x
1652785671891.7,93.5,44.5,-0.9,x
1652785671908.6,93.6,44.2,-0.7,x
1652785671925.5,93.7,43.9,-0.6,x
1652785671941.2,93.8,43.8,-0.4,x
1652785671959.1,93.9,43.5,-0.1,x
1652785671974.8,93.8,43.2,0.4,x
1652785671991.4,93.8,43.1,0.5,x
1652785672008,93.8,43,0.7,x
1652785672041.1,93.8,43.1,0.4,x
1652785672058.3,93.8,43,0.4,x
1652785672075.2,93.6,42.6,0.9,x
1652785672091.1,93.5,42,1.6,x
1652785672107.7,93.4,42,2,x
1652785672126.8,93.4,42.4,2.1,x
1652785672140.9,93.3,42.7,2.1,x
1652785672157.7,93.2,42.9,2.1,x
1652785672174.2,93,43.1,2.1,x
1652785672191.2,92.7,43.2,2.3,x
1652785672207.6,92.6,43.2,2.5,x
1652785672224.2,92.6,43.5,2.5,x
1652785672257.9,92.6,43.8,2.3,x
1652785672276.1,92.4,43.9,2.4,x
1652785672294,92.3,43.7,2.7,x
1652785672310,92.2,43.6,2.9,x
1652785672324.8,92.2,43.5,3.1,x
1652785672372.6,92.3,43.6,2.9,x
1652785672383.9,92.2,43.7,2.8,x
1652785672407.9,92.2,43.7,2.9,x
1652785672424.3,92.2,43.6,2.9,x
1652785672441,92.2,43.5,2.9,x
1652785672459.8,92.2,43.5,2.8,x
1652785672474.4,92.3,43.5,2.7,x
1652785672495.1,92.3,43.4,2.8,x
1652785672509.7,92.3,43.3,2.9,x
1652785672524.5,92.2,43.2,3,x
1652785672540.9,92.2,42.8,3.3,x
1652785672557.7,92.3,42.4,3.7,x
1652785672574.4,92.4,42.1,4,x
1652785672591,92.5,41.9,4.1,x
1652785672607.6,92.7,42,4.1,x
1652785672624.3,92.8,42.3,3.8,x
1652785672640.9,92.9,42.7,3.4,x
1652785672657.6,92.9,42.9,3.2,x
1652785672674.3,92.9,43.3,3,x
1652785672692,92.9,43.6,2.8,x
1652785672707.7,92.9,43.7,2.7,x
1652785672724.4,92.8,43.8,2.7,x
1652785672741,92.8,43.9,2.6,x
1652785672757.6,92.8,43.9,2.7,x
1652785672790.9,92.8,43.9,2.8,x
1652785672807.6,92.7,43.9,2.9,x
1652785672841.1,92.7,44.1,2.8,x
1652785672857.6,92.7,44.2,2.8,x
1652785672874.3,92.6,44.3,2.9,x
1652785672924.2,92.5,44.3,3,x
1652785672957.5,92.5,44.2,3,x
1652785672974.3,92.5,44.2,3.1,x
1652785672990.9,92.5,44.2,3.2,x
1652785673007.8,92.6,44.2,3.2,x
1652785673024.3,92.5,44.2,3.4,x
1652785673040.9,92.4,44.3,3.6,x
1652785673057.7,92.3,44.3,3.7,x
1652785673074.4,92.2,44.4,3.7,x
1652785673091,92.2,44.5,3.6,x
1652785673107.6,92.2,44.6,3.5,x
1652785673124.3,92.2,44.7,3.6,x
1652785673141.4,92.2,44.8,3.6,x
1652785673157.5,92.1,45,3.8,x
1652785673190.9,92.1,45.3,3.9,x
1652785673224.3,92,45.3,4.3,x
1652785673240.8,91.8,45.3,4.6,x
1652785673257.6,91.5,45.3,5.1,x
1652785673284.7,91.4,45.5,5.1,x
1652785673307.6,91.3,45.6,5.1,x
1652785673324.2,91.1,45.8,5,x
1652785673340.9,91,45.9,5,x
1652785673357.6,90.9,46.3,5.1,x
1652785673374.2,90.8,46.4,5.3,x
1652785673407.5,90.8,46.3,5.4,x
1652785673424.2,90.8,46.1,5.4,x
1652785673457.5,90.8,46.2,5.3,x
1652785673474.3,90.8,46.3,5.1,x
1652785673490.9,90.9,46.4,4.8,x
1652785673507.5,90.9,46.4,4.7,x
1652785673541,90.9,46.3,4.8,x
1652785673557.7,90.9,46.2,4.8,x
1652785673624.2,91,46.3,4.6,x
1652785673641,91,46.4,4.5,x
1652785673657.6,91.1,46.4,4.5,x
1652785673674.2,91.1,46.3,4.6,x
1652785673690.9,91.1,46.2,4.7,x
1652785673707.6,91.1,46.1,4.7,x
1652785673757.7,91.2,46.3,4.4,x
1652785673774.2,91.2,46.4,4.3,x
1652785673790.8,91.3,46.4,4.3,x
1652785673857.7,91.3,46.5,4.1,x
1652785673874.2,91.5,46.6,3.9,x
1652785673890.8,91.5,46.7,3.7,x
1652785673907.5,91.6,46.8,3.4,x
1652785673924.4,91.6,46.9,3.4,x
1652785673940.9,91.5,46.8,3.3,x
1652785673957.8,91.6,46.8,3.3,x
1652785673974.3,91.6,46.9,3.2,x
1652785673991.7,91.6,47,3.1,x
1652785674024.7,91.6,46.9,3.2,x
1652785674041,91.6,46.7,3.4,x
1652785674057.8,91.5,46.7,3.4,x
1652785674074.2,91.5,46.6,3.5,x
1652785674125.5,91.5,46.5,3.6,x
