time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined],label_activities_standing
1658234565245.5,10.3,24.4,0.7,x
1658234565278.6,10.4,24.4,0.4,x
1658234565295.4,10.5,24.3,0.2,x
1658234565328.7,10.3,24.2,0.2,x
1658234565362,10.1,24.3,0.1,x
1658234565378.8,10,24.3,0,x
1658234565395.4,10,24.3,-0.1,x
1658234565412.1,10.1,24.3,-0.1,x
1658234565445.5,10.4,24.3,-0.1,x
1658234565478.6,10.6,24.3,-0.1,x
1658234565512.4,10.8,24.3,-0.1,x
1658234565545.5,10.9,24.2,0,x
1658234565595.8,10.9,24.1,0.1,x
1658234565636.2,10.8,24,0.2,x
1658234565696.3,10.7,23.9,0.3,x
1658234565745.6,10.6,24,0.6,x
1658234565762.2,10.5,24.1,0.8,x
1658234565817.7,10.6,24.1,0.9,x
1658234565845.4,10.8,24,0.9,x
1658234565962.4,10.7,23.9,0.7,x
1658234566095.9,10.6,23.9,0.9,x
1658234566128.9,10.5,23.9,1,x
1658234566146.6,10.5,23.9,1.1,x
1658234566162.2,10.6,23.9,1.1,x
1658234566179.4,10.6,23.8,1.1,x
1658234566212.2,10.7,23.8,1,x
1658234566279.7,10.8,23.6,0.8,x
1658234566412.7,10.6,23.5,0.9,x
1658234566462.2,10.6,23.6,1,x
1658234566512.8,10.5,23.6,1,x
1658234566545.6,10.6,23.6,1,x
1658234566579.5,10.6,23.5,0.9,x
1658234566628.9,10.6,23.3,0.7,x
1658234566662.2,10.5,23.2,0.7,x
1658234566756.8,10.3,23.3,0.9,x
1658234566812.2,10.2,23.3,1.1,x
1658234566895.8,10,23.2,1.2,x
1658234567062.2,9.8,23.3,1.3,x
1658234567095.9,9.8,23.2,1.4,x
1658234567162.2,9.6,23.2,1.5,x
1658234567179.4,9.5,23.1,1.5,x
1658234567212.2,9.4,23,1.6,x
1658234567228.8,9.1,23,1.7,x
1658234567262.1,8.6,23,1.8,x
1658234567279.4,8.1,23.1,2,x
1658234567296.6,7.6,23.2,2.1,x
1658234567331.3,6.8,23.3,2.4,x
1658234567345.6,6.3,23.4,2.5,x
1658234567363.8,6.1,23.4,2.6,x
1658234567379.1,5.6,23.3,2.6,x
1658234567395.5,5.4,23.2,2.6,x
1658234567412.1,5.1,23,2.5,x
1658234567428.8,4.8,23,2.5,x
1658234567445.6,4.7,23.1,2.5,x
1658234567463.3,4.3,23.3,2.6,x
1658234567479.2,4.1,23.4,2.7,x
1658234567495.5,3.7,23.5,2.7,x
1658234567512.5,3.4,23.6,2.6,x
1658234567528.8,3.2,23.5,2.5,x
1658234567563.3,3,23.5,2.3,x
1658234567579.3,2.8,23.5,2.2,x
1658234567595.6,2.5,23.6,2.2,x
1658234567629,2,23.5,2.1,x
1658234567696.7,1,23.5,1.9,x
1658234567712.2,0.8,23.5,1.9,x
1658234567729.1,0.5,23.6,1.9,x
1658234567762.3,0.2,23.4,2,x
1658234567779.8,0.1,23.2,2,x
1658234567795.8,0.1,23.1,2,x
1658234567812.1,360,23,2,x
1658234567832.9,359.9,22.9,2.1,x
1658234567845.5,359.8,22.8,2.1,x
1658234567879,359.9,22.8,2.1,x
1658234567895.5,360,22.8,2.2,x
1658234567940.2,0.4,22.8,2.2,x
1658234568028.7,1.8,22.5,1.6,x
1658234568045.5,2,22.5,1.4,x
1658234568078.6,2.2,22.5,1.4,x
1658234568095.4,2.3,22.3,1.3,x
1658234568112.4,2.4,22.3,1.3,x
1658234568128.8,2.6,22.1,1.3,x
1658234568145.5,2.6,22,1.4,x
1658234568162.1,2.7,21.8,1.5,x
1658234568179,2.6,21.4,1.6,x
1658234568195.5,2.5,21.1,1.6,x
1658234568212.1,2.3,20.6,1.4,x
1658234568228.9,2.1,20.2,1.3,x
1658234568245.4,1.9,20.1,1.4,x
1658234568262.8,1.7,20.3,1.6,x
1658234568279.6,1.6,20.6,1.9,x
1658234568295.4,1.6,20.8,2.1,x
1658234568312.1,1.6,20.9,2.1,x
1658234568328.7,1.7,20.9,2,x
1658234568345.3,1.9,20.8,1.8,x
1658234568378.7,2.2,20.9,1.5,x
1658234568396.2,2.5,20.9,1.3,x
1658234568412.1,2.7,20.9,1.2,x
1658234568428.9,2.9,20.8,0.9,x
1658234568456.9,3.4,20.6,0.3,x
1658234568478.8,3.7,20.5,0.1,x
1658234568495.5,3.8,20.5,-0.2,x
1658234568519.9,3.9,20.4,-0.4,x
1658234568545.4,4,20.3,-0.5,x
1658234568562,4.2,20.2,-0.7,x
1658234568578.8,4.4,19.9,-0.9,x
1658234568595.9,4.7,19.7,-1,x
1658234568612.4,4.8,19.6,-1,x
1658234568659.1,5.4,19.1,-1.4,x
1658234568679.7,5.4,19,-1.4,x
1658234568697.9,5.5,19.1,-1.1,x
1658234568712,5.4,19.2,-0.8,x
1658234568729.2,5.4,19.5,-0.3,x
1658234568746,5.4,19.7,0.1,x
1658234568762.2,5.4,19.8,0.3,x
1658234568779.3,5.4,19.9,0.5,x
1658234568812.1,5.4,19.9,0.6,x
1658234568862.2,5.3,20,0.8,x
1658234568878.8,5.3,20.1,0.9,x
1658234568912.8,5.5,20.1,0.9,x
1658234569013,5.5,20.1,0.7,x
1658234569078.7,5.6,20.3,0.5,x
1658234569095.4,5.5,20.3,0.5,x
1658234569162.1,5.3,20.4,0.6,x
1658234569195.4,5.3,20.6,0.7,x
1658234569212,5.2,20.6,0.7,x
1658234569228.8,5.2,20.5,0.7,x
1658234569295.5,5,20.4,0.6,x
1658234569328.8,5,20.4,0.8,x
1658234569395.4,5,20.6,0.9,x
1658234569445.6,5.1,20.7,0.8,x
1658234569528.8,5.3,20.7,0.8,x
1658234569545.5,5.3,20.6,0.8,x
1658234569562.1,5.4,20.5,0.8,x
1658234569628.7,5.6,20.4,0.8,x
1658234569645.4,5.7,20.3,0.8,x
1658234569678.7,5.7,20.3,0.6,x
1658234569695.4,5.7,20.4,0.5,x
1658234569728.8,5.7,20.3,0.5,x
1658234569745.5,5.8,20.3,0.4,x
1658234569780,5.7,20.2,0.3,x
1658234569828.8,5.6,20.3,0.6,x
1658234569850.1,5.5,20.3,0.7,x
1658234569878.7,5.4,20.3,0.9,x
1658234569895.4,5.4,20.4,0.9,x
1658234569962.1,5.5,20.3,1.1,x
1658234569980.1,5.6,20.3,1.1,x
1658234570028.8,5.7,20.2,1,x
1658234570128.9,5.6,20.1,1.1,x
1658234570146.1,5.6,20,1.1,x
1658234570162.4,5.6,20,1.2,x
1658234570195.4,5.5,20,1.3,x
1658234570211.9,5.5,20,1.4,x
1658234570228.8,5.5,20.1,1.4,x
1658234570245.5,5.5,20.2,1.5,x
1658234570279.3,5.6,20.2,1.5,x
1658234570328.8,5.7,20.4,1.3,x
1658234570378.7,5.8,20.4,1.1,x
1658234570412.2,5.8,20.3,1,x
1658234570445.5,5.8,20.3,0.8,x
1658234570678.7,5.9,20.1,0.9,x
1658234570728.7,5.8,20.2,0.8,x
1658234570862.1,5.8,20.3,1,x
1658234570895.4,5.8,20.3,1.1,x
1658234571028.5,5.9,20.3,1.2,x
1658234571078.7,5.7,20.3,1.3,x
1658234571112.1,5.8,20.3,1.3,x
1658234571145.4,5.9,20.3,1.4,x
1658234571196,6.1,20.2,1.4,x
1658234571245.1,6.2,20.2,1.3,x
1658234571345.4,6.2,20.2,1.4,x
1658234571378.7,6,20.2,1.7,x
1658234571412,6,20.1,1.7,x
1658234571428.7,6,20,1.6,x
1658234571445.9,6.1,20,1.6,x
1658234571541,6,20,1.7,x
1658234571562.2,6.1,20,1.7,x
1658234571578.6,6.1,20.1,1.8,x
1658234571611.9,6.1,20.2,1.8,x
1658234571645.9,6.3,20.3,1.9,x
1658234571695.3,6.5,20.3,1.8,x
1658234571728.6,6.6,20.3,1.7,x
1658234571745.4,6.7,20.3,1.6,x
1658234571762.1,6.7,20.3,1.5,x
1658234571779.5,6.8,20.3,1.4,x
1658234571795.3,6.9,20.3,1.3,x
1658234571828.6,7,20.3,1.1,x
1658234571845.4,7,20.3,1,x
1658234571912,6.9,20.2,1.1,x
1658234571945.3,6.9,20.2,1.2,x
1658234571989.7,6.8,20.4,1.3,x
1658234572012.6,6.7,20.4,1.4,x
1658234572045.4,6.8,20.5,1.5,x
1658234572062.5,6.8,20.5,1.6,x
1658234572145.4,6.8,20.5,1.5,x
1658234572212,6.8,20.3,1.4,x
1658234572395.3,6.8,20.2,1.6,x
1658234572528.4,6.9,20.3,1.5,x
1658234572595.4,7,20.2,1.3,x
1658234572728.6,7,20.1,1.2,x
1658234572745.3,7,20.1,1.1,x
1658234572762.5,7,20.1,1.2,x
1658234572779.4,6.9,20.2,1.2,x
1658234572878.6,6.9,20.2,1.4,x
1658234572961.8,7,20,1.4,x
1658234572995.4,7,20,1.3,x
1658234573028.6,7.1,19.9,1.3,x
1658234573045.2,7.1,19.8,1.2,x
1658234573095.3,7,19.7,1.2,x
1658234573228.6,7,19.8,1.4,x
1658234573245.1,7.1,19.9,1.4,x
1658234573262.4,7.1,19.8,1.4,x
1658234573278.8,7.2,19.7,1.3,x
1658234573295.4,7.3,19.7,1.3,x
1658234573329,7.3,19.6,1.3,x
1658234573345.4,7.3,19.5,1.2,x
1658234573427.9,7.3,19.5,1.1,x
1658234573528.6,7.2,19.5,1.1,x
1658234573561.7,7.2,19.5,1.2,x
1658234573680.5,7.3,19.4,1.2,x
1658234573711.9,7.3,19.3,1.1,x
1658234573745.2,7.4,19.2,1,x
1658234573896.2,7.2,19.3,0.9,x
1658234573961.9,7.2,19.3,1.1,x
1658234573995.3,7.2,19.3,1.3,x
1658234574011.9,7.1,19.3,1.4,x
1658234574145.4,7.1,19.4,1.4,x
1658234574211.9,7.1,19.4,1.3,x
1658234574228.5,7,19.4,1.4,x
1658234574279.2,7,19.4,1.6,x
1658234574295.3,7,19.4,1.7,x
1658234574311.9,7.2,19.4,1.6,x
1658234574355.6,7.4,19.3,1.5,x
1658234574382.3,7.4,19.4,1.5,x
1658234574445.3,7.5,19.5,1.6,x
1658234574478.5,7.5,19.5,1.5,x
1658234574495.5,7.5,19.6,1.6,x
1658234574528.5,7.6,19.5,1.4,x
1658234574545.2,7.6,19.5,1.3,x
1658234574578.5,7.6,19.3,1.2,x
1658234574612.1,7.5,19.3,1.2,x
1658234574645.3,7.5,19.4,1.3,x
1658234574683.9,7.5,19.5,1.4,x
1658234574728.7,7.6,19.6,1.5,x
1658234574811.7,7.7,19.5,1.3,x
1658234574828.4,7.8,19.4,1.2,x
1658234574855.2,7.8,19.4,1.1,x
1658234574878.5,7.8,19.5,1,x
1658234575028.5,7.7,19.4,0.9,x
1658234575078.5,7.6,19.4,1.1,x
1658234575128.6,7.5,19.5,1.1,x
1658234575162.3,7.5,19.5,1.2,x
1658234575378.6,7.5,19.6,1.2,x
1658234575395.2,7.5,19.7,1.2,x
1658234575428.5,7.6,19.7,1.1,x
1658234575478.6,7.6,19.8,1,x
1658234575495.3,7.6,19.8,1.1,x
1658234575528.5,7.6,19.8,1,x
1658234575696,7.8,19.7,0.9,x
1658234575745.3,7.9,19.6,0.8,x
1658234575828.4,8,19.6,0.6,x
1658234575913.9,8,19.6,0.5,x
1658234575928.5,8,19.5,0.5,x
1658234576095.5,7.9,19.3,0.5,x
1658234576145.2,7.8,19.3,0.6,x
1658234576178.5,7.8,19.4,0.6,x
1658234576195.2,7.8,19.3,0.6,x
1658234576272.2,7.8,19.1,0.7,x
1658234576311.8,7.8,18.9,0.7,x
1658234576345.2,7.9,19,0.5,x
1658234576378.5,7.9,19.1,0.4,x
1658234576395.2,7.9,19.3,0.3,x
1658234576445.3,8,19.3,0.2,x
1658234576461.8,8,19.3,0.3,x
1658234576478.5,8,19.4,0.3,x
1658234576644.9,7.8,19.5,0.2,x
1658234576695.1,7.7,19.5,0.2,x
1658234576728.6,7.7,19.5,0.3,x
1658234576761.2,7.6,19.6,0.4,x
1658234576779.2,7.6,19.7,0.4,x
1658234576813.3,7.5,19.8,0.5,x
1658234576862,7.6,19.8,0.5,x
1658234576928.4,7.6,19.7,0.3,x
1658234576978.5,7.6,19.7,0.2,x
1658234577095.5,7.7,19.6,0.2,x
1658234577161.6,7.7,19.5,0.2,x
1658234577178.2,7.7,19.6,0.3,x
1658234577245.5,7.7,19.7,0.4,x
1658234577279.4,7.8,19.7,0.4,x
1658234577363.6,7.9,19.6,0.3,x
1658234577545.2,7.9,19.5,0.3,x
1658234577628.5,7.8,19.4,0.2,x
1658234577645.1,7.7,19.4,0.3,x
1658234577711.8,7.5,19.4,0.3,x
1658234577778.6,7.2,19.4,0.6,x
1658234577795.2,7.2,19.3,0.6,x
1658234577845.2,7,19.3,0.7,x
1658234577928.4,6.8,19.2,0.7,x
1658234577962.6,6.7,19.2,0.7,x
1658234578012,6.5,19.3,0.8,x
1658234578028.5,6.5,19.4,0.8,x
1658234578095.1,6.4,19.6,0.6,x
1658234578111.9,6.4,19.7,0.4,x
1658234578162.8,6.2,19.8,-0.1,x
1658234578195,5.7,19.9,-0.1,x
1658234578211.7,5.5,19.9,-0.1,x
1658234578228.3,5.2,20,-0.1,x
1658234578245,4.8,20.1,-0.1,x
1658234578262.7,4.6,20.1,-0.1,x
1658234578279.3,4.2,20.2,-0.1,x
1658234578295.2,3.8,20.2,-0.1,x
1658234578311.8,3.6,20.3,-0.1,x
1658234578328.5,3.2,20.4,-0.1,x
1658234578345.1,2.8,20.5,-0.2,x
1658234578361.8,2.6,20.5,-0.2,x
1658234578378.4,2.2,20.5,-0.1,x
1658234578395.2,1.8,20.6,0.1,x
1658234578412.2,1.6,20.6,0.2,x
1658234578428.4,1.2,20.6,0.4,x
1658234578445.2,0.8,20.6,0.6,x
1658234578461.7,0.6,20.6,0.6,x
1658234578478.4,0.2,20.6,0.7,x
1658234578495.2,359.8,20.6,0.8,x
1658234578511.7,359.6,20.6,0.9,x
1658234578528.5,359.3,20.6,1,x
1658234578545.1,359,20.5,1.1,x
1658234578561.7,358.8,20.5,1.1,x
1658234578578.4,358.5,20.5,1.2,x
1658234578595.6,358.3,20.5,1.3,x
1658234578612.3,358.1,20.5,1.3,x
1658234578628.5,357.8,20.5,1.4,x
1658234578645.2,357.5,20.5,1.6,x
1658234578678.4,357.2,20.5,1.6,x
1658234578695.1,357,20.5,1.7,x
1658234578711.9,356.9,20.6,1.7,x
1658234578728.4,356.8,20.6,1.7,x
1658234578759.3,356.6,20.6,1.7,x
1658234578795.3,356.5,20.6,1.8,x
1658234578845.2,356.5,20.6,1.9,x
1658234578895.9,356.6,20.5,1.9,x
1658234578929.1,356.6,20.6,2,x
1658234578978.5,356.7,20.6,2,x
1658234578995.2,356.8,20.7,2,x
1658234579011.7,356.9,20.7,1.9,x
1658234579045.1,357,20.8,1.8,x
1658234579062.1,357.1,20.8,1.8,x
1658234579106,357.3,20.9,1.7,x
1658234579111.9,357.4,20.8,1.6,x
1658234579128.6,357.5,20.8,1.5,x
1658234579145.2,357.6,20.8,1.5,x
1658234579178.2,357.7,20.8,1.4,x
1658234579212.4,357.8,20.9,1.4,x
1658234579228.3,357.8,20.9,1.3,x
1658234579246.2,357.9,20.9,1.3,x
1658234579261.7,357.9,20.9,1.4,x
1658234579295.8,358,21,1.3,x
1658234579328.4,358.1,20.9,1.4,x
1658234579411.7,358.2,20.9,1.5,x
1658234579456.4,358.3,20.9,1.6,x
1658234579528.7,358.4,20.9,1.6,x
1658234579545.2,358.4,20.8,1.6,x
1658234579595.6,358.4,20.8,1.5,x
1658234579745,358.6,20.6,1.7,x
1658234579797.8,358.6,20.5,1.7,x
1658234579812.2,358.7,20.5,1.7,x
1658234580050.8,358.9,20.5,1.9,x
1658234580078.8,358.9,20.5,2.1,x
1658234580095.1,358.9,20.6,2.2,x
1658234580112.1,359,20.6,2.3,x
1658234580128.4,359,20.6,2.4,x
1658234580144.9,359.1,20.7,2.4,x
1658234580161.8,359.2,20.7,2.4,x
1658234580178.3,359.4,20.7,2.5,x
1658234580195.2,359.6,20.7,2.5,x
1658234580211.8,359.7,20.7,2.5,x
1658234580228.3,359.9,20.7,2.5,x
1658234580245,0.2,20.8,2.5,x
1658234580262.3,0.3,20.8,2.5,x
1658234580279.6,0.6,20.8,2.5,x
1658234580295.3,0.8,20.8,2.5,x
1658234580311.7,1.2,20.7,2.5,x
1658234580328.3,1.7,20.7,2.5,x
1658234580344.9,2.2,20.5,2.5,x
1658234580361.5,2.5,20.5,2.4,x
1658234580378.5,3.1,20.3,2.4,x
1658234580395.6,3.7,20.2,2.3,x
1658234580412.3,3.9,20.2,2.3,x
1658234580428.3,4.5,20.1,2.4,x
1658234580445.1,5.1,20.1,2.4,x
1658234580461.7,5.4,20.1,2.4,x
1658234580478.4,6,20.1,2.5,x
1658234580495.2,6.7,20.1,2.6,x
1658234580511.8,7,20.1,2.6,x
1658234580528.3,7.7,20.1,2.7,x
1658234580545,8.5,20.1,2.8,x
1658234580562.3,8.9,20.1,2.8,x
1658234580578.3,9.7,20.1,2.9,x
1658234580595.4,10.1,20.1,2.9,x
1658234580611.8,11,20.1,3,x
1658234580628.3,11.9,20,3.1,x
1658234580645,12.4,20,3.1,x
1658234580661.7,13.3,20,3.1,x
1658234580681.7,13.8,20,3.1,x
1658234580703.4,15.1,19.9,3,x
1658234580711.8,15.6,19.8,3,x
1658234580728.2,16.6,19.8,3,x
1658234580745,17.6,19.7,3,x
1658234580761.6,18.1,19.7,2.9,x
1658234580779.6,19,19.7,2.9,x
1658234580819.8,21.1,19.7,2.2,x
1658234580845,22.4,19.6,1.8,x
1658234580861.6,22.8,19.5,1.8,x
1658234580878.3,23.4,19.5,1.7,x
1658234580895.2,24,19.4,1.6,x
1658234580911.5,24.5,19.4,1.5,x
1658234580928.1,24.7,19.4,1.5,x
1658234580944.8,25.2,19.3,1.5,x
1658234580981.3,25.8,19.1,1.4,x
1658234580996.3,26.2,19,1.3,x
1658234581015.6,26.5,18.9,1.2,x
1658234581028.3,26.6,18.8,1.1,x
1658234581083.4,27.3,18.7,0.9,x
1658234581096.7,27.5,18.6,0.8,x
1658234581111.5,27.6,18.6,0.8,x
1658234581128.7,27.9,18.4,0.4,x
1658234581146.3,28,18.1,0,x
1658234581161.6,28.1,18,-0.2,x
1658234581178.3,28.3,17.9,-0.3,x
1658234581195.1,28.6,18,-0.2,x
1658234581211.7,28.8,18.1,-0.2,x
1658234581228.3,29.1,18.3,-0.1,x
1658234581245.7,29.4,18.4,-0.1,x
1658234581280.2,29.7,18.6,-0.1,x
1658234581295.2,29.9,18.6,-0.1,x
1658234581311.8,30,18.6,0,x
1658234581328.3,30.2,18.7,0,x
1658234581361.6,30.4,18.7,0,x
1658234581395.2,30.6,18.6,0,x
1658234581411.6,30.7,18.6,0,x
1658234581428.2,30.8,18.5,0,x
1658234581445,30.8,18.5,-0.1,x
1658234581478.3,30.9,18.4,-0.2,x
1658234581528.2,31,18.3,-0.2,x
1658234581578.5,31,18.2,-0.2,x
1658234581628.2,30.9,18.2,-0.3,x
1658234581695.2,30.8,18.2,-0.4,x
1658234581779.8,30.6,18.2,-0.3,x
1658234581795.2,30.5,18.1,-0.2,x
1658234581828.3,30.4,18,-0.1,x
1658234581844.9,30.3,18,-0.1,x
1658234581878.3,30.2,17.9,0,x
1658234581920,30,17.9,0.2,x
1658234581933.7,30,17.9,0.3,x
1658234581963.4,29.8,18,0.5,x
1658234581994.8,29.8,18.1,0.6,x
1658234582028.2,29.7,18.2,0.8,x
1658234582211.6,29.9,18,0.6,x
1658234582244.9,29.9,18,0.5,x
1658234582295.6,29.9,17.8,0.3,x
1658234582311.7,29.9,17.8,0.2,x
1658234582328.2,29.9,17.7,0.2,x
1658234582345,29.9,17.7,0.1,x
1658234582378.6,29.8,17.7,0.1,x
1658234582395.2,29.8,17.8,0.1,x
1658234582461.4,29.7,17.8,0,x
1658234582478.3,29.7,17.8,0.1,x
1658234582495,29.7,17.8,0.2,x
1658234582528.6,29.6,17.8,0.2,x
1658234582561.6,29.6,17.8,0.3,x
1658234582578.2,29.7,17.8,0.2,x
1658234582595.3,29.7,17.7,0.2,x
1658234582628.3,29.7,17.8,0.2,x
1658234582711.5,29.7,17.9,0.1,x
1658234582811.6,29.7,18.1,0.1,x
1658234582857.1,29.8,18.2,0,x
1658234582928.1,29.9,18.1,-0.1,x
1658234582961.6,29.8,18.1,-0.1,x
1658234582995.1,29.8,18,-0.2,x
1658234583078.2,29.7,18,-0.1,x
1658234583117.3,29.6,18.1,-0.1,x
1658234583161.6,29.6,18.1,0,x
1658234583228.2,29.5,18.1,0,x
1658234583281,29.5,18.1,0.1,x
1658234583295.3,29.5,18.1,0,x
1658234583328,29.6,18.1,0,x
1658234583344.8,29.5,18,-0.1,x
1658234583428.2,29.5,17.9,-0.2,x
1658234583478.2,29.3,17.9,-0.2,x
1658234583495.1,29.3,18,-0.1,x
1658234583569.9,29.2,18,0,x
1658234583595.3,29.1,17.9,0,x
1658234583628.2,29,18,0,x
1658234583678.1,28.9,18,0.1,x
1658234583695.1,28.9,18.1,0.1,x
1658234583744.8,28.8,18.1,0.1,x
1658234583816.9,28.8,18,0.1,x
1658234583878.2,28.8,18,0.2,x
1658234583978.2,28.9,17.9,0.2,x
1658234584028.2,28.9,17.9,0.1,x
1658234584044.8,28.9,17.9,0,x
1658234584095,29,17.9,-0.1,x
1658234584128.2,29.1,17.9,-0.2,x
1658234584161.9,29.1,17.8,-0.2,x
1658234584178.2,29.1,17.8,-0.3,x
1658234584344.9,29.1,17.9,-0.4,x
1658234584395.4,29.2,17.9,-0.3,x
1658234584495.1,29.3,18,-0.5,x
1658234584544.9,29.3,18,-0.6,x
1658234584695.2,29.1,17.9,-0.6,x
1658234584734.7,29.1,17.9,-0.5,x
1658234584762,29,17.9,-0.5,x
1658234584895,29.1,18,-0.4,x
1658234584961.5,29.1,17.8,-0.5,x
1658234584978.1,29.1,17.8,-0.6,x
1658234585012.6,29.1,17.7,-0.7,x
1658234585044.8,29,17.6,-0.6,x
1658234585128.1,29,17.7,-0.5,x
1658234585178.1,29,17.6,-0.6,x
1658234585211.8,29,17.5,-0.6,x
1658234585244.8,28.9,17.6,-0.7,x
1658234585279.2,28.8,17.7,-0.6,x
1658234585295,28.9,17.7,-0.6,x
1658234585328.2,28.9,17.6,-0.5,x
1658234585344.8,28.8,17.6,-0.5,x
1658234585378.1,28.8,17.5,-0.6,x
1658234585395,28.8,17.5,-0.5,x
1658234585595.1,28.8,17.3,-0.5,x
1658234585657.1,28.7,17.2,-0.6,x
1658234585680,28.7,17.2,-0.5,x
1658234585711.5,28.8,17.3,-0.5,x
1658234585728.1,28.8,17.3,-0.6,x
1658234585779.7,28.8,17.2,-0.6,x
1658234585961.5,28.7,17,-0.6,x
1658234586144.6,28.9,17,-0.6,x
1658234586228,28.9,17,-0.8,x
1658234586244.9,28.8,17,-0.8,x
1658234586427.9,28.7,16.9,-0.6,x
1658234586478.1,28.6,16.9,-0.7,x
1658234586511.5,28.7,17,-0.6,x
1658234586534.3,28.7,17,-0.5,x
1658234586594.7,28.8,17.2,-0.3,x
1658234586628.1,28.9,17.6,0,x
1658234586645.8,28.8,17.8,0.3,x
1658234586661.6,28.8,17.9,0.3,x
1658234586711.5,28.8,18.1,0.5,x
1658234586744.8,28.7,18.3,0.6,x
1658234586761.5,28.6,18.3,0.6,x
1658234586779.8,28.6,18.4,0.8,x
1658234586794.7,28.5,18.5,0.8,x
1658234586845,28.3,18.5,0.9,x
1658234586877.9,28.1,18.5,1,x
1658234586895.8,28,18.5,1,x
1658234586911.4,28,18.5,1.1,x
1658234586945,27.8,18.4,1.2,x
1658234586995.4,27.7,18.3,1.3,x
1658234587011.6,27.7,18.3,1.4,x
1658234587028.1,27.6,18.3,1.5,x
1658234587062,27.5,18.3,1.5,x
