time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402204264,70.08,20.66,-4.36
1653402204276,70.09,20.57,-4.51
1653402204278,70.09,20.5,-4.6
1653402204278,70.09,20.44,-4.65
1653402204286,70.08,20.42,-4.64
1653402204290,70.07,20.42,-4.57
1653402204299,70.06,20.44,-4.46
1653402204307,70.06,20.5,-4.3
1653402204308,70.05,20.57,-4.11
1653402204309,70.04,20.66,-3.9
1653402204314,70.03,20.77,-3.65
1653402204317,70.01,20.89,-3.4
1653402204322,69.99,21.02,-3.13
1653402204327,69.98,21.16,-2.85
1653402204331,69.97,21.29,-2.58
1653402204340,69.96,21.42,-2.32
1653402204344,69.95,21.55,-2.06
1653402204350,69.94,21.68,-1.8
1653402204353,69.93,21.81,-1.54
1653402204358,69.92,21.94,-1.28
1653402204366,69.9,22.08,-1.01
1653402204367,69.88,22.22,-0.73
1653402204370,69.85,22.37,-0.44
1653402204374,69.83,22.52,-0.14
1653402204379,69.8,22.69,0.17
1653402204385,69.77,22.85,0.48
1653402204390,69.74,23.02,0.76
1653402204393,69.73,23.17,0.99
1653402204398,69.74,23.31,1.16
1653402204403,69.76,23.44,1.28
1653402204408,69.79,23.55,1.33
1653402204413,69.85,23.65,1.32
1653402204418,69.92,23.74,1.26
1653402204425,70.01,23.83,1.13
1653402204428,70.12,23.91,0.96
1653402204435,70.24,24.01,0.73
1653402204439,70.37,24.12,0.48
1653402204443,70.5,24.25,0.19
1653402204448,70.64,24.4,-0.11
1653402204451,70.77,24.58,-0.41
1653402204458,70.9,24.78,-0.68
1653402204461,71.01,25,-0.94
1653402204466,71.13,25.23,-1.15
1653402204470,71.23,25.47,-1.34
1653402204476,71.34,25.72,-1.49
1653402204481,71.45,25.95,-1.62
1653402204485,71.56,26.16,-1.73
1653402204489,71.67,26.35,-1.83
1653402204494,71.78,26.51,-1.92
1653402204499,71.89,26.64,-2.01
1653402204504,72,26.72,-2.11
1653402204511,72.1,26.76,-2.2
1653402204514,72.2,26.76,-2.3
1653402204519,72.3,26.72,-2.4
1653402204525,72.4,26.65,-2.51
1653402204529,72.49,26.54,-2.62
1653402204534,72.58,26.41,-2.72
1653402204551,72.73,26.1,-2.9
1653402204551,72.66,26.27,-2.82
1653402204552,72.78,25.94,-2.98
1653402204556,72.83,25.76,-3.03
1653402204562,72.85,25.6,-3.06
1653402204567,72.87,25.43,-3.06
1653402204568,72.86,25.28,-3.03
1653402204574,72.85,25.13,-2.97
1653402204577,72.83,25,-2.88
1653402204582,72.81,24.87,-2.76
1653402204586,72.79,24.75,-2.61
1653402204591,72.77,24.63,-2.44
1653402204595,72.75,24.52,-2.25
1653402204600,72.74,24.42,-2.05
1653402204604,72.74,24.33,-1.82
1653402204609,72.76,24.26,-1.59
1653402204615,72.78,24.19,-1.35
1653402204622,72.81,24.15,-1.11
1653402204626,72.85,24.12,-0.86
1653402204635,72.91,24.11,-0.61
1653402204637,72.97,24.12,-0.37
1653402204640,73.05,24.16,-0.14
1653402204646,73.13,24.21,0.09
1653402204655,73.22,24.29,0.3
1653402204655,73.31,24.38,0.51
1653402204658,73.41,24.48,0.7
1653402204663,73.52,24.59,0.87
1653402204666,73.63,24.7,1.03
1653402204675,73.74,24.81,1.18
1653402204679,73.85,24.92,1.3
1653402204682,73.97,25.03,1.4
1653402204687,74.1,25.12,1.47
1653402204692,74.24,25.21,1.51
1653402204697,74.38,25.28,1.5
1653402204702,74.54,25.34,1.46
1653402204707,74.72,25.4,1.36
1653402204711,74.91,25.46,1.23
1653402204717,75.1,25.51,1.05
1653402204720,75.31,25.57,0.84
1653402204725,75.52,25.62,0.61
1653402204730,75.73,25.68,0.36
1653402204735,75.94,25.73,0.11
1653402204739,76.15,25.77,-0.14
1653402204749,76.35,25.81,-0.39
1653402204751,76.54,25.83,-0.61
1653402204754,76.72,25.83,-0.8
1653402204759,76.88,25.82,-0.95
1653402204764,77.02,25.78,-1.04
1653402204768,77.14,25.72,-1.1
1653402204773,77.24,25.65,-1.11
1653402204777,77.33,25.56,-1.09
1653402204783,77.41,25.46,-1.06
1653402204786,77.48,25.37,-1.02
1653402204804,77.54,25.28,-0.97
1653402204805,77.6,25.2,-0.94
1653402204806,77.66,25.13,-0.93
1653402204819,77.71,25.06,-0.94
1653402204819,77.76,25.01,-0.96
1653402204821,77.81,24.96,-0.99
1653402204824,77.85,24.91,-1.03
1653402204827,77.88,24.86,-1.07
1653402204836,77.91,24.82,-1.12
1653402204842,77.92,24.77,-1.15
1653402204842,77.92,24.71,-1.16
1653402204845,77.91,24.65,-1.14
1653402204851,77.89,24.58,-1.11
1653402204855,77.87,24.51,-1.05
1653402204859,77.85,24.44,-0.98
1653402204864,77.82,24.35,-0.9
1653402204869,77.8,24.26,-0.84
1653402204873,77.79,24.16,-0.82
1653402204879,77.79,24.04,-0.84
1653402204884,77.78,23.9,-0.93
1653402204889,77.78,23.75,-1.08
1653402204894,77.76,23.59,-1.29
1653402204899,77.72,23.41,-1.55
1653402204903,77.66,23.23,-1.85
1653402204908,77.56,23.05,-2.16
1653402204913,77.43,22.86,-2.48
1653402204917,77.25,22.69,-2.78
1653402204928,77.05,22.52,-3.06
1653402204929,76.81,22.37,-3.31
1653402204935,76.55,22.23,-3.5
1653402204937,76.27,22.12,-3.63
1653402204940,75.98,22.02,-3.69
1653402204946,75.67,21.95,-3.68
1653402204950,75.37,21.9,-3.61
1653402204956,75.08,21.87,-3.48
1653402204961,74.8,21.86,-3.3
1653402204968,74.54,21.86,-3.08
1653402204971,74.31,21.87,-2.86
1653402204976,74.1,21.88,-2.63
1653402204980,73.92,21.89,-2.43
1653402204984,73.78,21.9,-2.26
1653402204992,73.68,21.89,-2.14
1653402204995,73.61,21.87,-2.08
1653402204999,73.57,21.83,-2.08
1653402205005,73.56,21.77,-2.14
1653402205008,73.57,21.7,-2.28
1653402205014,73.6,21.61,-2.48
1653402205019,73.62,21.52,-2.73
1653402205025,73.65,21.42,-3.04
1653402205029,73.65,21.31,-3.39
1653402205036,73.64,21.21,-3.77
1653402205040,73.6,21.1,-4.17
1653402205044,73.53,21.01,-4.57
1653402205047,73.43,20.92,-4.96
1653402205053,73.29,20.84,-5.32
1653402205060,73.12,20.77,-5.63
1653402205064,72.92,20.71,-5.88
1653402205070,72.71,20.67,-6.06
1653402205075,72.48,20.63,-6.16
1653402205090,72.24,20.6,-6.17
1653402205092,71.99,20.57,-6.11
1653402205094,71.75,20.55,-5.96
1653402205095,71.52,20.53,-5.75
1653402205101,71.3,20.51,-5.46
1653402205103,71.09,20.49,-5.13
1653402205107,70.91,20.48,-4.75
1653402205111,70.74,20.47,-4.35
1653402205116,70.59,20.46,-3.93
1653402205122,70.46,20.46,-3.52
1653402205127,70.34,20.47,-3.12
1653402205129,70.23,20.49,-2.74
1653402205133,70.14,20.53,-2.37
1653402205138,70.05,20.57,-2.03
1653402205143,69.99,20.63,-1.73
1653402205149,69.93,20.7,-1.45
1653402205153,69.88,20.79,-1.22
1653402205157,69.84,20.88,-1.03
1653402205164,69.8,20.99,-0.88
1653402205169,69.77,21.1,-0.77
1653402205174,69.73,21.22,-0.69
1653402205178,69.69,21.34,-0.63
1653402205182,69.65,21.46,-0.6
1653402205187,69.62,21.56,-0.59
1653402205192,69.58,21.65,-0.59
1653402205201,69.55,21.71,-0.6
1653402205204,69.52,21.74,-0.6
1653402205207,69.5,21.75,-0.6
1653402205211,69.49,21.73,-0.6
1653402205216,69.49,21.69,-0.59
1653402205221,69.51,21.62,-0.57
1653402205225,69.54,21.55,-0.57
1653402205236,69.57,21.46,-0.57
1653402205238,69.62,21.38,-0.57
1653402205240,69.67,21.29,-0.58
1653402205245,69.74,21.23,-0.6
1653402205249,69.81,21.17,-0.62
1653402205253,69.88,21.14,-0.65
1653402205260,69.96,21.14,-0.68
1653402205263,70.04,21.17,-0.7
1653402205267,70.12,21.24,-0.72
1653402205272,70.19,21.34,-0.72
1653402205277,70.27,21.48,-0.71
1653402205284,70.35,21.64,-0.69
1653402205291,70.43,21.83,-0.67
1653402205293,70.52,22.03,-0.63
1653402205297,70.62,22.24,-0.6
1653402205302,70.74,22.45,-0.56
1653402205306,70.86,22.65,-0.53
1653402205313,71,22.85,-0.5
1653402205316,71.14,23.03,-0.48
1653402205321,71.29,23.19,-0.46
1653402205327,71.45,23.33,-0.44
1653402205331,71.6,23.45,-0.42
1653402205336,71.75,23.56,-0.39
1653402205350,71.89,23.66,-0.33
1653402205351,72.02,23.75,-0.25
1653402205353,72.12,23.83,-0.14
1653402205357,72.21,23.91,0.02
1653402205363,72.27,23.98,0.22
1653402205365,72.31,24.05,0.47
1653402205379,72.33,24.1,0.75
1653402205382,72.34,24.14,1.06
1653402205383,72.34,24.17,1.39
1653402205387,72.33,24.17,1.71
1653402205388,72.32,24.16,2.02
1653402205393,72.32,24.12,2.29
1653402205397,72.32,24.06,2.51
1653402205405,72.34,23.99,2.68
1653402205411,72.36,23.9,2.79
1653402205414,72.4,23.81,2.84
1653402205417,72.44,23.71,2.83
1653402205423,72.49,23.62,2.77
1653402205427,72.56,23.55,2.65
1653402205432,72.63,23.5,2.49
1653402205437,72.72,23.48,2.29
1653402205441,72.81,23.49,2.05
1653402205446,72.92,23.53,1.81
1653402205450,73.04,23.61,1.55
1653402205456,73.17,23.71,1.29
1653402205461,73.32,23.83,1.02
1653402205466,73.48,23.97,0.75
1653402205469,73.64,24.11,0.48
1653402205478,73.82,24.25,0.22
1653402205480,73.99,24.39,-0.02
1653402205485,74.17,24.51,-0.26
1653402205490,74.34,24.61,-0.47
1653402205493,74.51,24.7,-0.68
1653402205502,74.67,24.77,-0.87
1653402205504,74.83,24.82,-1.05
1653402205509,74.97,24.85,-1.23
1653402205514,75.11,24.85,-1.4
1653402205521,75.24,24.83,-1.57
1653402205527,75.35,24.78,-1.73
1653402205530,75.45,24.72,-1.88
1653402205534,75.54,24.63,-2.01
1653402205538,75.62,24.53,-2.13
1653402205544,75.68,24.42,-2.23
1653402205553,75.74,24.29,-2.3
1653402205555,75.79,24.16,-2.35
1653402205558,75.83,24.03,-2.37
1653402205566,75.86,23.9,-2.35
1653402205570,75.88,23.77,-2.31
1653402205572,75.9,23.64,-2.23
1653402205578,75.92,23.52,-2.13
1653402205581,75.93,23.41,-1.99
1653402205588,75.94,23.31,-1.84
1653402205591,75.95,23.23,-1.66
1653402205595,75.95,23.15,-1.47
1653402205599,75.95,23.1,-1.26
1653402205605,75.95,23.06,-1.03
1653402205617,75.94,23.03,-0.54
1653402205617,75.95,23.03,-0.79
1653402205620,75.93,23.04,-0.29
1653402205627,75.92,23.06,-0.03
1653402205633,75.92,23.1,0.22
1653402205634,75.92,23.16,0.46
1653402205643,75.93,23.22,0.69
1653402205644,75.95,23.29,0.92
1653402205649,75.98,23.37,1.13
1653402205654,76.01,23.45,1.35
1653402205657,76.05,23.54,1.56
1653402205663,76.08,23.64,1.78
1653402205668,76.12,23.74,2.01
1653402205679,76.16,23.85,2.24
1653402205681,76.18,23.97,2.49
1653402205688,76.21,24.1,2.74
1653402205692,76.23,24.23,3
1653402205694,76.25,24.37,3.26
1653402205697,76.27,24.49,3.51
1653402205701,76.3,24.59,3.74
1653402205705,76.35,24.67,3.94
1653402205709,76.4,24.71,4.12
1653402205714,76.46,24.72,4.26
1653402205720,76.53,24.68,4.37
1653402205725,76.62,24.61,4.43
1653402205729,76.72,24.49,4.45
1653402205735,76.84,24.33,4.41
1653402205739,76.98,24.14,4.32
1653402205744,77.13,23.93,4.16
1653402205748,77.29,23.7,3.94
1653402205753,77.46,23.46,3.66
1653402205758,77.62,23.23,3.33
1653402205762,77.77,23.01,2.97
1653402205767,77.9,22.8,2.58
1653402205774,78.03,22.61,2.19
1653402205777,78.13,22.45,1.81
1653402205782,78.23,22.3,1.43
1653402205786,78.32,22.16,1.09
1653402205803,78.4,22.04,0.77
1653402205804,78.47,21.92,0.49
1653402205804,78.54,21.8,0.24
1653402205807,78.61,21.68,0.04
1653402205811,78.68,21.55,-0.13
1653402205816,78.73,21.44,-0.26
1653402205821,78.78,21.32,-0.37
1653402205826,78.82,21.22,-0.46
1653402205829,78.86,21.12,-0.52
1653402205837,78.88,21.04,-0.56
1653402205842,78.89,20.96,-0.59
1653402205845,78.9,20.88,-0.61
1653402205850,78.91,20.81,-0.62
1653402205855,78.91,20.73,-0.64
1653402205859,78.91,20.63,-0.69
1653402205864,78.91,20.52,-0.79
1653402205869,78.91,20.38,-0.93
1653402205884,78.9,20.2,-1.12
1653402205885,78.84,19.75,-1.65
1653402205885,78.88,19.99,-1.37
1653402205893,78.77,19.49,-1.97
1653402205899,78.67,19.21,-2.3
1653402205900,78.53,18.92,-2.64
1653402205905,78.36,18.63,-2.96
1653402205910,78.16,18.35,-3.25
1653402205917,77.93,18.08,-3.47
1653402205918,77.68,17.83,-3.61
1653402205921,77.43,17.61,-3.68
1653402205925,77.18,17.43,-3.66
1653402205930,76.93,17.28,-3.55
1653402205937,76.71,17.19,-3.37
1653402205942,76.51,17.14,-3.13
1653402205945,76.33,17.14,-2.83
1653402205950,76.18,17.19,-2.5
1653402205955,76.06,17.28,-2.16
1653402205962,75.97,17.43,-1.82
1653402205968,75.91,17.62,-1.51
1653402205969,75.89,17.83,-1.25
1653402205975,75.89,18.08,-1.06
1653402205979,75.92,18.34,-0.95
1653402205985,75.98,18.6,-0.93
1653402205989,76.06,18.87,-1
1653402205995,76.17,19.13,-1.16
1653402205999,76.3,19.38,-1.41
1653402206003,76.44,19.61,-1.74
1653402206009,76.59,19.83,-2.12
1653402206014,76.73,20.03,-2.56
1653402206018,76.86,20.21,-3.02
1653402206024,76.97,20.37,-3.49
1653402206027,77.06,20.51,-3.96
1653402206037,77.12,20.64,-4.4
1653402206038,77.14,20.76,-4.8
1653402206042,77.14,20.86,-5.15
1653402206049,77.09,20.95,-5.45
1653402206054,77.01,21.03,-5.67
1653402206058,76.89,21.09,-5.83
1653402206064,76.74,21.14,-5.93
1653402206069,76.54,21.17,-5.96
1653402206074,76.3,21.19,-5.95
1653402206077,76.04,21.2,-5.88
1653402206083,75.75,21.19,-5.77
1653402206087,75.43,21.17,-5.64
1653402206091,75.11,21.15,-5.48
1653402206097,74.78,21.12,-5.32
1653402206104,74.45,21.1,-5.15
1653402206105,74.13,21.07,-5
1653402206111,73.82,21.05,-4.86
1653402206114,73.52,21.04,-4.73
1653402206118,73.24,21.03,-4.63
1653402206124,72.97,21.03,-4.53
1653402206129,72.73,21.04,-4.46
1653402206136,72.5,21.07,-4.39
1653402206139,72.29,21.11,-4.32
1653402206153,72.1,21.18,-4.27
1653402206154,71.92,21.25,-4.22
1653402206155,71.74,21.35,-4.18
1653402206159,71.56,21.45,-4.14
1653402206167,71.38,21.56,-4.1
1653402206171,71.19,21.68,-4.05
1653402206173,70.99,21.81,-4
1653402206177,70.78,21.93,-3.94
1653402206187,70.57,22.06,-3.87
1653402206189,70.34,22.18,-3.79
1653402206191,70.11,22.3,-3.71
1653402206197,69.87,22.41,-3.62
1653402206200,69.63,22.52,-3.53
1653402206206,69.4,22.62,-3.44
1653402206209,69.17,22.71,-3.36
1653402206214,68.95,22.79,-3.29
1653402206219,68.75,22.85,-3.25
1653402206224,68.56,22.9,-3.22
1653402206230,68.38,22.92,-3.23
1653402206233,68.23,22.93,-3.25
1653402206240,68.08,22.92,-3.3
1653402206243,67.96,22.88,-3.36
1653402206247,67.84,22.84,-3.44
1653402206252,67.74,22.77,-3.53
1653402206257,67.66,22.7,-3.63
1653402206264,67.6,22.62,-3.75
1653402206267,67.55,22.54,-3.88
1653402206273,67.52,22.47,-4.04
1653402206277,67.5,22.41,-4.21
1653402206282,67.5,22.37,-4.4
1653402206286,67.5,22.35,-4.59
1653402206292,67.52,22.35,-4.78
1653402206298,67.54,22.37,-4.96
1653402206302,67.57,22.42,-5.14
1653402206306,67.61,22.48,-5.29
1653402206310,67.66,22.54,-5.43
1653402206316,67.71,22.62,-5.54
1653402206321,67.77,22.7,-5.63
1653402206326,67.83,22.78,-5.69
1653402206330,67.89,22.85,-5.72
1653402206336,67.96,22.92,-5.73
1653402206341,68.01,22.98,-5.7
1653402206346,68.06,23.05,-5.62
1653402206355,68.09,23.1,-5.49
1653402206356,68.1,23.16,-5.31
1653402206365,68.09,23.25,-4.82
1653402206365,68.1,23.21,-5.08
1653402206371,68.05,23.28,-4.53
1653402206374,68,23.31,-4.23
1653402206381,67.96,23.32,-3.94
1653402206386,67.91,23.31,-3.69
1653402206389,67.89,23.29,-3.48
1653402206394,67.88,23.25,-3.33
1653402206397,67.9,23.19,-3.24
1653402206404,67.95,23.12,-3.22
1653402206406,68.02,23.04,-3.24
1653402206417,68.12,22.97,-3.31
1653402206420,68.23,22.9,-3.4
1653402206425,68.35,22.84,-3.52
1653402206428,68.48,22.82,-3.66
1653402206432,68.61,22.83,-3.81
1653402206439,68.74,22.88,-3.96
1653402206443,68.87,22.98,-4.11
1653402206449,69,23.11,-4.25
1653402206455,69.12,23.28,-4.38
1653402206456,69.25,23.48,-4.49
1653402206460,69.38,23.7,-4.59
1653402206466,69.51,23.93,-4.67
1653402206469,69.65,24.15,-4.73
1653402206474,69.78,24.37,-4.77
1653402206480,69.9,24.58,-4.8
1653402206483,70.02,24.76,-4.8
1653402206488,70.13,24.91,-4.79
1653402206494,70.22,25.03,-4.77
1653402206498,70.31,25.11,-4.75
1653402206505,70.38,25.16,-4.73
1653402206508,70.45,25.16,-4.71
1653402206515,70.51,25.13,-4.71
1653402206519,70.55,25.06,-4.71
1653402206523,70.6,24.96,-4.72
1653402206527,70.63,24.82,-4.73
1653402206533,70.65,24.67,-4.74
1653402206537,70.67,24.5,-4.74
1653402206540,70.67,24.32,-4.73
1653402206547,70.65,24.14,-4.7
1653402206551,70.62,23.97,-4.65
1653402206556,70.58,23.79,-4.58
1653402206561,70.53,23.62,-4.49
1653402206568,70.47,23.47,-4.36
1653402206572,70.41,23.32,-4.21
1653402206575,70.35,23.18,-4.04
1653402206579,70.29,23.05,-3.84
1653402206585,70.24,22.94,-3.61
1653402206588,70.19,22.83,-3.37
1653402206594,70.14,22.73,-3.12
1653402206598,70.1,22.65,-2.87
1653402206603,70.07,22.58,-2.62
1653402206608,70.04,22.53,-2.39
1653402206613,70.03,22.49,-2.17
1653402206617,70.02,22.47,-1.98
1653402206623,70.03,22.48,-1.81
1653402206628,70.04,22.5,-1.67
1653402206633,70.06,22.55,-1.55
1653402206638,70.09,22.62,-1.44
1653402206643,70.13,22.71,-1.36
1653402206647,70.17,22.82,-1.29
1653402206651,70.21,22.94,-1.24
1653402206657,70.26,23.07,-1.21
1653402206660,70.31,23.2,-1.2
1653402206665,70.36,23.34,-1.2
1653402206670,70.42,23.47,-1.22
1653402206683,70.57,23.73,-1.31
1653402206683,70.49,23.61,-1.26
1653402206701,70.66,23.85,-1.38
1653402206703,70.97,24.16,-1.62
1653402206703,70.76,23.96,-1.45
1653402206703,70.86,24.07,-1.54
1653402206706,71.09,24.25,-1.7
1653402206712,71.21,24.34,-1.79
1653402206725,71.45,24.48,-1.93
1653402206725,71.33,24.41,-1.86
1653402206728,71.57,24.54,-1.98
1653402206733,71.84,24.66,-2.02
1653402206733,71.7,24.6,-2.01
1653402206742,71.98,24.71,-2.01
1653402206743,72.13,24.76,-1.97
1653402206752,72.28,24.81,-1.92
1653402206753,72.44,24.86,-1.86
1653402206757,72.59,24.9,-1.78
1653402206762,72.75,24.95,-1.71
1653402206766,72.91,24.99,-1.64
1653402206773,73.07,25.02,-1.57
1653402206777,73.23,25.05,-1.52
1653402206783,73.4,25.07,-1.49
1653402206786,73.58,25.07,-1.49
1653402206791,73.75,25.07,-1.5
1653402206796,73.93,25.06,-1.53
1653402206801,74.1,25.04,-1.59
1653402206819,74.28,25.01,-1.66
1653402206820,74.63,24.94,-1.87
1653402206820,74.46,24.98,-1.76
1653402206821,74.8,24.89,-1.99
1653402206826,74.96,24.85,-2.11
1653402206833,75.11,24.82,-2.21
1653402206837,75.25,24.79,-2.29
1653402206840,75.39,24.78,-2.34
1653402206845,75.51,24.76,-2.37
1653402206850,75.64,24.76,-2.38
1653402206854,75.76,24.74,-2.41
1653402206862,75.88,24.71,-2.47
1653402206864,76,24.65,-2.57
1653402206868,76.1,24.57,-2.72
1653402206874,76.19,24.44,-2.92
1653402206879,76.26,24.26,-3.15
1653402206885,76.29,24.04,-3.4
1653402206890,76.29,23.78,-3.66
1653402206894,76.25,23.47,-3.93
1653402206902,76.16,23.12,-4.18
1653402206903,76.02,22.76,-4.41
1653402206909,75.84,22.38,-4.61
1653402206913,75.62,22.01,-4.76
1653402206919,75.37,21.66,-4.86
1653402206923,75.1,21.33,-4.9
1653402206926,74.82,21.03,-4.9
1653402206930,74.53,20.78,-4.84
1653402206935,74.26,20.57,-4.73
1653402206941,74.01,20.4,-4.57
1653402206956,73.78,20.28,-4.39
1653402206957,73.6,20.21,-4.2
1653402206959,73.47,20.18,-4.01
1653402206966,73.38,20.19,-3.83
1653402206967,73.35,20.24,-3.69
1653402206971,73.37,20.32,-3.6
1653402206976,73.42,20.42,-3.56
1653402206984,73.5,20.54,-3.58
1653402206985,73.61,20.66,-3.67
1653402206988,73.74,20.79,-3.83
1653402206993,73.88,20.91,-4.06
1653402206998,74.02,21.02,-4.35
1653402207003,74.16,21.1,-4.7
1653402207010,74.29,21.16,-5.09
1653402207014,74.4,21.2,-5.5
1653402207019,74.48,21.2,-5.92
1653402207023,74.54,21.19,-6.31
1653402207027,74.57,21.15,-6.67
1653402207031,74.55,21.09,-6.98
1653402207037,74.5,21.02,-7.23
1653402207042,74.41,20.93,-7.4
1653402207047,74.29,20.84,-7.49
1653402207051,74.13,20.73,-7.5
1653402207057,73.94,20.61,-7.42
1653402207061,73.73,20.49,-7.27
1653402207066,73.51,20.37,-7.06
1653402207074,73.28,20.26,-6.79
1653402207077,73.04,20.15,-6.48
1653402207081,72.8,20.05,-6.14
1653402207085,72.57,19.96,-5.77
1653402207089,72.35,19.88,-5.4
1653402207095,72.14,19.81,-5.04
1653402207100,71.95,19.76,-4.69
1653402207104,71.78,19.72,-4.36
1653402207109,71.63,19.7,-4.07
1653402207114,71.5,19.69,-3.82
1653402207121,71.38,19.7,-3.61
1653402207125,71.29,19.72,-3.45
1653402207128,71.2,19.76,-3.35
1653402207134,71.12,19.81,-3.3
1653402207140,71.06,19.87,-3.29
1653402207146,71,19.94,-3.34
1653402207148,70.94,20.01,-3.43
1653402207160,70.9,20.09,-3.55
1653402207162,70.86,20.16,-3.72
1653402207164,70.83,20.24,-3.91
1653402207172,70.81,20.32,-4.13
1653402207177,70.8,20.4,-4.37
1653402207184,70.79,20.49,-4.63
1653402207186,70.78,20.58,-4.91
1653402207187,70.78,20.67,-5.21
1653402207191,70.78,20.77,-5.51
1653402207199,70.78,20.87,-5.81
1653402207202,70.78,20.98,-6.11
1653402207209,70.78,21.09,-6.4
1653402207209,70.78,21.19,-6.66
1653402207218,70.78,21.29,-6.9
1653402207221,70.79,21.38,-7.11
1653402207224,70.8,21.47,-7.29
1653402207230,70.82,21.54,-7.42
1653402207233,70.83,21.61,-7.51
1653402207239,70.84,21.67,-7.56
1653402207243,70.84,21.72,-7.56
1653402207247,70.84,21.77,-7.51
1653402207253,70.82,21.82,-7.42
1653402207257,70.8,21.86,-7.3
1653402207263,70.76,21.9,-7.15
1653402207266,70.71,21.94,-6.97
1653402207272,70.65,21.97,-6.77
1653402207277,70.59,22,-6.55
1653402207280,70.52,22.01,-6.32
1653402207286,70.44,22.02,-6.07
1653402207290,70.36,22.01,-5.81
1653402207295,70.28,22,-5.54
1653402207300,70.21,21.98,-5.27
1653402207308,70.14,21.95,-4.99
1653402207310,70.08,21.92,-4.7
1653402207317,70.03,21.9,-4.42
1653402207322,69.99,21.89,-4.12
1653402207326,69.96,21.89,-3.82
1653402207331,69.94,21.91,-3.49
1653402207336,69.94,21.96,-3.14
1653402207340,69.94,22.02,-2.79
1653402207344,69.95,22.1,-2.43
1653402207351,69.98,22.2,-2.07
1653402207353,70.01,22.31,-1.72
1653402207361,70.07,22.43,-1.4
1653402207365,70.15,22.55,-1.14
1653402207367,70.26,22.66,-0.95
1653402207373,70.4,22.76,-0.84
1653402207377,70.56,22.85,-0.81
1653402207384,70.74,22.92,-0.87
1653402207389,70.95,22.98,-1.01
1653402207391,71.17,23.01,-1.22
1653402207396,71.4,23.04,-1.49
1653402207401,71.63,23.06,-1.82
1653402207406,71.87,23.08,-2.2
1653402207412,72.11,23.11,-2.6
1653402207416,72.36,23.16,-3.03
1653402207420,72.6,23.23,-3.47
1653402207426,72.84,23.33,-3.91
1653402207430,73.07,23.46,-4.33
1653402207435,73.3,23.63,-4.72
1653402207440,73.52,23.82,-5.07
1653402207444,73.73,24.03,-5.37
1653402207450,73.94,24.25,-5.62
1653402207454,74.14,24.47,-5.82
1653402207458,74.33,24.69,-5.97
1653402207465,74.52,24.88,-6.07
1653402207471,74.69,25.06,-6.14
1653402207474,74.86,25.2,-6.18
1653402207496,75.01,25.3,-6.2
1653402207497,75.28,25.38,-6.22
1653402207497,75.15,25.36,-6.21
1653402207499,75.4,25.36,-6.22
1653402207500,75.5,25.3,-6.24
1653402207506,75.6,25.2,-6.26
1653402207510,75.68,25.08,-6.3
1653402207514,75.76,24.92,-6.34
1653402207520,75.81,24.75,-6.38
1653402207525,75.85,24.56,-6.42
1653402207530,75.88,24.37,-6.45
1653402207532,75.89,24.17,-6.46
1653402207535,75.88,23.98,-6.45
1653402207541,75.86,23.79,-6.41
1653402207548,75.82,23.62,-6.32
1653402207551,75.77,23.47,-6.2
1653402207555,75.71,23.32,-6.02
1653402207564,75.65,23.19,-5.8
1653402207569,75.58,23.07,-5.55
